,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Niki Mäenpää,211,Brighton,38, GK  ,1,90,0,0,28,78.6,0,7,0,7.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,Conor Hourihane,142,Barnsley,32, M(C)  ,25,2250,11,2.4,52.1,81.3,1.1,3.8,0.1,7.72,6,7,0,2.1,0.6,7,0.3,1.3,0.1,0.8,0.9,3.2,2.4,0.9,0,2.4,1.3,0.5,0
2,Oliver Burke,174,Nottingham Forest,26," AM(LR),FW  ",4(1),372,1,1.2,18.8,75.5,0.2,0,0.2,7.72,4,1,0,2.2,0.8,2,3.4,0.6,0,1,2.2,0.4,0.8,0.4,0,0.4,0.2,0,0
3,Jack Bonham,189,Brentford,29, GK  ,1,90,0,0,34,52.9,0,5,0,7.67,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Craig Forsyth,20,Derby,34," D(CL),M(L)  ",3,246,0,1,36.3,57.8,0.3,4.7,0,7.61,1,0,0,1,4,0,1,1,0,0.3,0.3,1.3,2.7,0.3,0,5,0,0,0
5,Anthony Knockaert,211,Brighton,31, AM(LR)  ,44(1),3793,8,2.1,32.3,81.3,1.8,1.4,0,7.60,15,10,0,2.4,0.3,8,2.7,1.8,0.2,1.8,1.8,1.6,1,1.1,0,0.4,1,0,0
6,Lewis Dunk,211,Brighton,31, D(C)  ,43,3743,1,0.4,48.2,79.9,0,7.6,0,7.59,2,12,1,0.9,4.4,6,0.4,0.5,0.1,0.1,0.4,1.7,3,0.9,0.6,7.2,0.3,1,1
7,Luke Ayling,182,Bristol City,31," D(CR),M(R)  ",1,90,0,2,41,70.7,0,3,0,7.59,0,0,0,1,6,0,2,2,0,2,3,2,4,0,0,3,2,0,0
8,Pontus Jansson,19,Leeds,32, D(C)  ,34,3014,1,0.1,35.9,85.3,0,1.7,0,7.57,3,14,0,0.6,3.6,4,0.6,0.6,0,0.2,0.4,1.6,1.8,0.6,0.7,10.1,0.2,1.2,0
9,Shane Duffy,211,Brighton,31, D(C)  ,31,2790,0,0.2,47.7,79.2,0,5.3,0,7.56,2,5,0,0.9,6.1,2,0.4,0.8,0.1,0.1,0.2,1.1,2,1,0.6,8.1,0.3,1,0
10,Marc Roberts,142,Barnsley,32, D(C)  ,40,3517,3,0.5,31.3,58.5,0,3.5,0,7.54,4,4,1,0.6,7.3,8,0.2,0.5,0.2,0.2,0.4,1,1.9,1,0.6,12.4,0.2,0.7,0
11,Tom Clarke,181,Preston,35, D(CR)  ,42,3689,1,0.1,27.2,64.3,0.1,2,0,7.47,4,3,0,0.7,5,6,0,0.9,0.1,0.1,0.4,2.4,2.5,1,0.6,8.8,0.5,0.8,0
12,Alfie Mawson,142,Barnsley,29, D(C)  ,4,360,0,0,37.8,55.6,0,4.8,0,7.46,2,0,0,1,6,0,0.5,0.8,0,0.5,0.3,1,1.5,0.3,0,11.3,0.3,0.8,0
13,Yann Kermorgant,94,Reading,41," AM(C),FW  ",34(8),3214,3,1,26.2,61.3,0.1,1.1,0,7.45,18,8,0,2.7,5.6,9,0.4,1,0.6,0.7,0.5,0.8,0.5,1.5,0,2.6,0.5,0.2,0
14,Sol Bamba,188,Cardiff,38," D(C),DMC  ",26,2294,0,0.2,20,62.4,0,2,0,7.44,2,6,1,0.8,3.9,4,0.3,0.7,0.1,0.5,0.3,2.8,3.6,1.2,0.3,6.6,0.5,0.7,0
15,Sean Morrison,188,Cardiff,32, D(C)  ,43(1),3896,5,0.5,26.9,63.8,0,2,0,7.43,4,3,0,1.4,5.9,6,0,0.8,0.1,0.1,0.2,1,2.1,0.8,0.4,8.9,0.2,1.1,0
16,Danny Batth,161,Wolves,32, D(C)  ,39,3510,0,0.2,35.3,68.4,0,3.7,0,7.42,4,10,0,0.7,5.8,6,0.1,0.6,0,0.2,0.3,1.4,1.6,1.5,0.3,12.5,0.3,0.7,0
17,Jota,189,Brentford,31, AM(CLR)  ,19(2),1709,5,1.5,31.4,76.4,1.3,1.6,0,7.41,12,3,0,3.4,0.1,2,1.5,0.5,0,1.6,2.3,0.8,0.9,0.6,0,0.5,0.8,0,0
18,Adam Jackson,142,Barnsley,29, D(C)  ,9(1),845,0,0.1,29,71,0,2,0,7.37,0,1,0,0.5,6.4,1,0,0.7,0,0,0.1,0.8,3,1,0.9,11.7,0.2,0.7,0
19,Tom Cairney,170,Fulham,32, M(CR)  ,44(1),3939,10,2.6,80.5,92.6,0.5,3.6,0.1,7.37,12,5,0,2.5,0.3,5,1.7,1.4,0,1.7,1.4,1,0.4,0.4,0,0.6,0.6,0.1,0
20,Adam Webster,165,Ipswich,28, D(C)  ,21(2),1866,1,0.3,38.5,59,0,3.3,0,7.35,1,1,0,0.2,4.7,2,1,0.7,0,0.3,0.2,1.7,3.2,0.7,0.8,6.2,0.4,1,0
21,Adam Webster,165,Ipswich,28, D(C)  ,21(2),1866,1,0.3,38.5,59,0,3.3,0,7.35,1,1,0,0.2,4.7,2,1,0.7,0,0.3,0.2,1.7,3.2,0.7,0.8,6.2,0.4,1,0
22,Uwe Hünemeier,211,Brighton,37, D(C)  ,11,990,0,0.1,44.4,80.7,0,6.5,0,7.35,1,0,0,1,4.2,2,0,1.1,0,0,0.2,1.2,2.8,0.5,0.4,7.5,0.5,0.9,0
23,Uwe Hünemeier,211,Brighton,37, D(C)  ,11,990,0,0.1,44.4,80.7,0,6.5,0,7.35,1,0,0,1,4.2,2,0,1.1,0,0,0.2,1.2,2.8,0.5,0.4,7.5,0.5,0.9,0
24,Christophe Berra,165,Ipswich,38, D(C)  ,44,3909,1,0.2,33.5,59.2,0,2,0,7.33,2,8,0,0.6,6.5,6,0.1,1.3,0,0.1,0.3,1.4,3.4,1.3,1,7.9,0.2,0.7,0
25,Christophe Berra,165,Ipswich,38, D(C)  ,44,3909,1,0.2,33.5,59.2,0,2,0,7.33,2,8,0,0.6,6.5,6,0.1,1.3,0,0.1,0.3,1.4,3.4,1.3,1,7.9,0.2,0.7,0
26,Ciaran Clark,23,Newcastle,33, D(CL)  ,34,3034,2,0.2,50.1,78.6,0,3.8,0,7.32,3,3,0,0.7,3.7,1,0.3,1,0.1,0.2,0.3,1.1,1.7,0.5,0.5,9.5,0.4,0.5,1
27,Ciaran Clark,23,Newcastle,33, D(CL)  ,34,3034,2,0.2,50.1,78.6,0,3.8,0,7.32,3,3,0,0.7,3.7,1,0.3,1,0.1,0.2,0.3,1.1,1.7,0.5,0.5,9.5,0.4,0.5,1
28,Cameron Borthwick-Jackson,161,Wolves,26," D(CL),M(CL)  ",6,537,0,1.2,43.2,75.7,0.7,1.8,0,7.32,0,2,0,0,3.2,1,0.8,1,0,0.7,0.5,2.3,2.7,0.7,0.3,6.2,0.7,0.8,0
29,Cameron Borthwick-Jackson,161,Wolves,26," D(CL),M(CL)  ",6,537,0,1.2,43.2,75.7,0.7,1.8,0,7.32,0,2,0,0,3.2,1,0.8,1,0,0.7,0.5,2.3,2.7,0.7,0.3,6.2,0.7,0.8,0
30,Aden Flint,182,Bristol City,33, D(C)  ,46,4140,1,0.4,35.5,62.5,0,3.1,0,7.32,5,4,0,1.3,6.3,4,0.1,0.8,0.1,0.1,0.1,1.3,1.5,0.9,0.6,9,0.4,1,1
