,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Marco Festa,779,Crotone,30, Goalkeeper  ,1,90,0,0,27,81.5,0,9,0,7.80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,Cristiano Ronaldo,87,Juventus,38," M(L),FW  ",31(2),2803,3,1.1,29.9,82.1,0.4,0.5,0.1,7.61,29,3,0,5.1,0.7,8,1.8,1.3,0.9,1,1.9,0.2,0.2,0.5,0.1,0.5,0.4,0.1,0
2,Zlatan Ibrahimovic,80,AC Milan,41, FW  ,18(1),1498,2,1.1,27.5,72,0.1,0.6,0.1,7.57,15,2,1,4.3,4.5,8,0.6,1.3,2.1,0.6,1.7,0.3,0.3,1.7,0.1,1.4,0.2,0.2,0
3,Lorenzo Insigne,276,Napoli,31," AM(CL),FW  ",33(2),2872,7,1.8,48.7,83.7,0.7,3.2,0.2,7.56,19,2,1,4.1,0.1,11,1.9,1.1,0.3,1,1.8,0.7,1.1,0.3,0,0.1,1.7,0,0
4,Romelu Lukaku,75,Inter,29," AM(R),FW  ",32(4),2887,11,1.4,20.4,72.5,0.1,0.4,0.1,7.47,24,4,0,2.7,1.3,7,1.5,1.3,0.5,1.4,2.6,0.3,0.1,0.9,0,0.9,0.2,0,0
5,Domenico Berardi,2889,Sassuolo,28," AM(R),FW  ",28(2),2485,7,1.9,39.4,80.5,1,2,0.2,7.42,17,4,0,3.8,0.4,8,1,2,0.1,1,1.8,1.4,0.9,1.4,0,1,1.4,0,0
6,Rodrigo De Paul,86,Udinese,28," AM(CLR),FW  ",36,3204,9,2.3,51.1,79.8,2,4.5,0.2,7.41,9,3,2,2.3,0.2,12,3.4,3.5,0,1.6,2.6,1.1,0.5,0.9,0,0.3,1.3,0,0
7,Adam Ounas,779,Crotone,26," AM(CLR),FW  ",15,1209,3,1.4,30.2,83,0.5,2.3,0.2,7.39,4,1,0,1.7,0.6,4,3.8,2.1,0.6,1.5,2.5,0.6,0.2,0.7,0,0.1,0.5,0.1,0
8,Henrikh Mkhitaryan,84,Roma,34," M(CLR),FW  ",30(4),2747,10,1.4,33.9,78.5,0.4,0.9,0.2,7.30,13,2,0,2.4,0.4,4,1.4,1.4,0.3,0.7,1.5,1.7,1.1,1.1,0,0.2,1.5,0,0
9,Sergej Milinkovic-Savic,77,Lazio,28, AM(C)  ,32,2754,9,1.3,54.1,78.7,0.5,3.7,0,7.30,8,4,0,2,3.3,8,0.9,1.6,0.3,1.4,2.5,1.8,1,1.8,0.1,1.3,1.8,0.4,0
