,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Jeff Reine-Adélaïde,614,Angers,25," AM(CLR),FW  ",1,80,1,1,34,82.4,0,2,0,9.23,1,0,0,2,2,1,9,2,0,2,4,3,0,1,0,1,0,0,0
1,Neymar,304,PSG,31," AM(CLR),FW  ",15,1322,6,2.6,58.4,80.6,0.8,2.9,0.9,8.58,13,2,1,4.7,0.1,8,6,4.1,0.1,3.1,4.9,0.8,0.3,0.9,0,0,1.2,0,0
2,Kylian Mbappé,304,PSG,24," AM(LR),FW  ",17(3),1516,5,2,30.1,80.4,0.4,0.5,0.1,8.14,18,0,0,4.4,0.2,6,2.8,1.1,0.9,1.3,2.4,0.4,0.2,0.6,0,0,0.4,0,0
3,Ángel Di María,304,PSG,35," M(CLR),FW  ",23(3),2005,14,3,41.3,78.5,1.6,2.3,0.5,7.75,8,2,0,2.8,0,6,2.6,0.8,0.2,1.1,2,0.7,0.4,0.5,0,0,1.2,0.1,0
4,Dimitri Payet,249,Marseille,36," M(CLR),FW  ",22,1937,4,4,40.9,76.6,2.5,2.7,0.2,7.73,9,5,1,2.9,0.4,8,2.3,1.4,0.1,2.3,2,1,0.4,0.7,0,0.5,0.7,0,0
5,Anthony Caci,148,Strasbourg,25," D(CLR),M(L)  ",8,693,4,1.5,52.3,80.1,1.4,5.1,0.1,7.60,1,0,0,0.5,0.9,2,0.4,0.6,0,1.1,1.1,3.6,2.4,1.4,0.1,1.1,1.1,0.6,0
6,Memphis Depay,228,Lyon,29," AM(CL),FW  ",12(1),1022,2,1.9,33.8,78.8,0.8,1.2,0.2,7.59,9,0,0,3.7,0.2,4,2,1.4,0.2,1.5,2.7,0.3,0.2,0.6,0,0.2,0.4,0,0
7,Hianga'a M'Bock,2332,Brest,23, DMC  ,1(1),140,0,0.5,44.5,82,0,2.5,0,7.49,1,0,0,2,4,0,1,1.5,0,1,0.5,0.5,2,0.5,0,0,0,0,0
8,Téji Savanier,311,Montpellier,31, M(C)  ,18(1),1532,2,1.5,45.3,79,1.3,5,0,7.45,6,5,0,1.6,1.2,3,1.7,2.9,0,0.8,2.2,2.7,1.8,2.1,0,1,2.7,0,0
9,Donovan Léon,2332,Brest,30, Goalkeeper  ,1(1),122,0,0,17,64.7,0,4,0,7.38,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0
10,Souleyman Doumbia,313,Rennes,26," D(L),M(L)  ",1,90,0,1,34,82.4,0,1,0,7.38,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,3,0,2,0
11,Moreto Cassamá,950,Reims,25, DMC  ,7,594,1,1.1,68.6,90.4,1.4,6.6,0,7.38,1,3,0,0.6,0.7,2,1.9,1.6,0,1.1,1.7,2.4,0.7,0.9,0,0.9,0.3,0.3,0
12,Wissam Ben Yedder,248,Monaco,32," AM(C),FW  ",25(1),2173,4,1.7,29.9,74.9,0.2,0.4,0.2,7.35,18,2,0,2.5,0.5,5,1.3,0.7,0.3,1.5,1.9,0.8,0.2,0.4,0,0,0.4,0,0
13,Idrissa Gueye,304,PSG,33, M(C)  ,19(1),1655,2,1.2,78.3,92.7,0.1,2.1,0.1,7.33,1,2,0,0.6,0.9,1,1.1,1.1,0.1,0.7,1.3,3.3,1.7,1.9,0,0.6,1.3,0.2,0
14,Marco Verratti,304,PSG,30, M(C)  ,15(5),1482,5,1.4,85.5,92.5,0.3,3.3,0.3,7.32,0,6,0,0.1,0.4,0,1.3,1.7,0,1.1,0.7,2.7,1,1.3,0,0.3,1.8,0.2,0
15,Mounir Chouiar,1364,Dijon,24, AM(CL)  ,18(2),1514,0,2.2,26.1,76.2,1.7,0.9,0,7.30,4,3,1,2,0.7,4,3.5,1,0.2,1.8,2.5,1.8,0.7,1.7,0,0.4,1.5,0,0
16,Jessy Moulin,145,Saint-Etienne,37, GK  ,5,450,0,0,29,53.1,0,5.2,0,7.30,0,0,0,0,0.6,1,0,0.4,0,0,0,0,0.2,0,0,0.8,0,0,0
17,Zinédine Ould Khaled,614,Angers,23, Defender  ,1,60,0,0,25,96,0,3,0,7.23,0,0,0,0,2,0,1,0,0,2,0,2,4,2,0,0,2,0,0
