,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Lucas João,25,Sheff Wed,29," AM(LR),FW  ",0(1),12,0,0,3,100,0,0,0,7.72,1,0,0,1,0,0,3,3,0,1,2,0,1,1,0,0,0,0,0
1,Saïd Benrahma,189,Brentford,27, AM(CLR)  ,39(4),3548,8,2.1,36.8,77.9,0.8,1.5,0.1,7.51,17,5,0,3.9,0.2,10,3.1,1.3,0.2,2.5,3.1,1.1,0.2,0.7,0,0.1,0.8,0,0
2,Matheus Pereira,175,West Brom,27, AM(CLR)  ,38(4),3377,16,2.8,39.5,79.7,1.1,1.3,0.2,7.41,8,5,0,2.6,0.6,7,1.5,2.7,0.2,1.6,2,1,0.6,1.3,0,0.3,1.2,0.1,0
3,Eberechi Eze,171,QPR,0, AM(CLR)  ,46,4063,8,1.8,37.5,86.5,1.2,1.7,0,7.36,14,3,0,2.2,0.6,10,3,2.3,0.1,1.7,2.8,1.2,0.5,0.7,0,0.2,0.7,0,0
4,Anfernee Dijksteel,160,Charlton,26," D(CR),M(R)  ",1,90,0,1,24,62.5,0,2,0,7.36,0,0,0,0,1,0,1,3,0,0,1,2,0,1,3,5,2,1,0
5,André Ayew,259,Swansea,33," M(CLR),FW  ",43(1),3908,7,0.9,31.8,77.1,0.1,0.7,0,7.35,15,3,0,2.6,2.8,7,2,2.3,0.3,1.9,2.3,1.6,0.6,0.8,0.1,1.4,1,0.1,0
6,Jarrod Bowen,214,Hull,26," AM(CLR),FW  ",29,2610,7,1.5,21.8,69.8,1.1,0.7,0.1,7.35,16,5,0,3.6,0.8,6,1.8,1.5,0.4,2.2,2.9,1.1,0.6,0.9,0,0.3,1,0,0
7,Shaun Hutchinson,192,Millwall,32, D(C)  ,36,3240,1,0.4,44.5,68.4,0.1,4.4,0,7.29,6,4,0,0.8,5.8,6,0.1,0.7,0.1,0.2,0.3,1.9,2.3,0.8,0.4,4.2,0.8,0.7,1
8,Ollie Watkins,189,Brentford,27," AM(LR),FW  ",46,4130,3,1.5,24.9,74.4,0.1,0.4,0,7.28,25,4,0,2.7,2.2,6,0.8,1.3,1,1.2,2.5,0.6,0.3,1.6,0,0.3,0.6,0.1,0
9,Jed Wallace,192,Millwall,29," AM(CLR),FW  ",43,3798,13,2.3,30.9,69.1,2.1,1.7,0,7.27,10,7,1,2.2,0.6,7,2.1,1.1,0.2,1.9,2.8,1.8,0.6,1.2,0,0.3,1.4,0,0
