,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Bruno Fernandes,296,Sporting,28, M(CLR)  ,33,2942,13,3.2,53.4,75.1,1.8,4.3,0.2,7.83,20,9,0,3.6,1,9,0.9,2.4,0.2,1.8,2.2,1.7,0.4,1.6,0.1,0.6,1.2,0.2,0
1,Rafa,299,Benfica,30," AM(CLR),FW  ",21(5),1919,2,1.6,23.9,76.3,0.3,0.6,0.1,7.73,17,6,0,2.2,0.5,8,2.4,1.8,0.1,1.7,1.7,1.9,0.7,1.2,0,0.2,0.8,0.1,0
2,Pizzi,299,Benfica,33, M(CLR)  ,34,2797,18,3,54.7,81.5,2.4,4.4,0.2,7.66,13,4,0,2,0.3,5,0.7,1.7,0.3,1.4,1.5,1.3,0.4,1,0,0.2,1.3,0.1,0
3,Éder Militão,297,Porto,25, D(CR)  ,29,2600,1,0.4,53,81.5,0.1,4.3,0,7.63,3,0,0,1,4.1,7,0.7,1.2,0,0.4,0.6,2.1,2.2,1.6,0.6,2.9,0.4,0.8,0
4,João Félix,299,Benfica,23," AM(CL),FW  ",21(5),1736,7,1.1,23.7,76.7,0.3,0.6,0.2,7.52,15,2,0,2.6,1,0,0.7,2,0.5,1.4,1.9,0.5,0.2,1,0,0.2,0.5,0,0
5,Alex Telles,297,Porto,30," D(CL),M(L)  ",33,2920,8,2.6,34.5,78.2,3.2,1.7,0,7.51,4,4,0,1,2,4,0.5,0.6,0.1,0.3,1,1.1,1.8,1.2,0.2,1.8,0.4,0.2,0
6,Alejandro Grimaldo,299,Benfica,27," D(L),M(L)  ",34,3052,12,1.6,57.5,82.7,1.5,2.8,0,7.50,4,3,0,1.1,0.8,0,1.5,1.1,0.1,1.1,1,1.8,1.6,0.7,0.3,1.8,0.6,0.1,0
7,Assis,122,Boavista,33, Goalkeeper  ,1,90,0,0,37,32.4,0,9,0,7.48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,Haris Seferovic,299,Benfica,31," AM(LR),FW  ",20(9),1969,5,1,15.9,64.9,0.3,0.5,0.1,7.47,23,1,0,2.8,1.2,4,0.2,0.6,1.1,0.5,1.7,0.2,0.1,1.2,0,0.4,0.3,0.1,0
9,André Almeida,299,Benfica,32," D(CLR),DMC  ",33,2916,11,1.2,46.8,80,0.8,1.7,0,7.37,2,6,0,0.7,3.2,2,0.6,1.1,0.1,1,1.2,1.8,1.2,1.5,0.2,2.5,0.5,0.2,0
10,Florentino,299,Benfica,23, DMC  ,9(2),840,0,0.1,44.7,90.2,0,1.1,0,7.36,1,1,0,0.2,0.8,0,0.4,0.6,0,0.1,0.5,3.8,2.9,1.5,0,1.1,0.7,0.4,0
11,Gabriel Pires,299,Benfica,29," M(C),FW  ",14(3),1253,1,0.6,54.3,80.1,0,5.6,0.1,7.33,0,3,1,1,3.5,1,0.5,0.9,0,1.2,1.1,3.1,1.9,2,0,1.7,1.4,0.2,0
