,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Matheus Nunes,296,Sporting,24, M(CLR)  ,2,180,1,1.5,49,89.8,0,3.5,0.5,7.99,1,1,0,1,1,0,3,1.5,0,0,1,1,1.5,1.5,0,0,0,0,0
1,Thiago,5948,Arouca,26, GK  ,1,90,0,0,16,87.5,0,4,0,7.70,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2,Otávio,297,Porto,28," AM(CLR),FW  ",25(2),2269,7,2,54.5,81.5,1,3.6,0.7,7.61,5,7,0,1.4,1.1,5,1.5,3,0.1,1,1.7,2.6,0.7,1.6,0,0.5,1.8,0.1,0
3,Alejandro Grimaldo,299,Benfica,27," D(L),M(L)  ",33,2949,9,2.2,60.1,86,1.6,1.6,0.2,7.58,5,5,0,1.2,0.6,4,1.1,0.9,0.2,0.5,1,2.2,1.2,0.6,0,0.7,1.2,0,0
4,Pote,296,Sporting,24, M(CL)  ,33,2818,11,2.2,34.7,81.3,1.1,1.5,0.2,7.52,15,8,0,3.2,0.2,8,1.3,1,0.3,1.4,1.9,1.8,0.6,0.6,0,0.2,0.9,0.1,0
5,Mehdi Taremi,297,Porto,30," AM(L),FW  ",31(2),2636,7,1.4,23.9,75,0.1,0.3,0.2,7.47,22,7,0,2.9,1.8,7,0.9,1.3,0.6,0.7,1.9,0.7,0.2,1,0,0.5,0.6,0,0
6,Willyan,1463,Portimonense,28," D(C),DMC  ",4,360,0,0.3,61.8,76.5,0,5.8,0,7.41,0,1,0,1,4.5,0,0.8,2.3,0.3,0,0,1.8,2,1,0,4,0.8,0.8,0
7,Ricardo Horta,288,Braga,28," AM(CLR),FW  ",30,2617,8,2.3,37.1,84.4,0.4,1.4,0.1,7.41,14,4,0,3.1,0.2,8,0.6,1.4,0,1,1.9,1.2,0.4,0.7,0,0.3,1,0.1,0
8,Samuel,1463,Portimonense,29, GK  ,4,360,0,0,30.8,61.8,0,6.8,0,7.38,0,1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.8,0.3,0,0
9,Bruma,288,Braga,28, AM(CLR)  ,13(3),1029,6,1.1,27.3,80.3,0.1,0.8,0.2,7.32,4,3,0,1.9,0.1,2,2.4,0.8,0.3,1.3,1.4,1.4,0.5,0.6,0,0.4,0.6,0,0
