,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Julio César,1239,Flamengo,43, GK  ,1,90,0,0,28,64.3,0,7,0,8.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,Anselmo,1231,Sport Recife,34, DMC  ,8,720,1,1.4,41.3,86.7,0,2.6,0.1,7.81,2,2,0,1.1,2.1,2,2.4,1.8,0,1.9,0.8,4.3,1.6,2.3,0.1,3.5,2.4,0.4,0
2,Róger Guedes,1235,Atletico MG,26," AM(CLR),FW  ",11(1),991,3,1.3,37.7,81.6,0.3,2.5,0.2,7.66,9,2,0,3.5,0.7,3,2.4,3.4,0.3,0.7,2.2,0.2,0.3,0.9,0,0.6,0.8,0.1,0
3,Éder Militão,1224,Sao Paulo,25, D(CR)  ,13,1121,1,0.5,34.9,74.7,0.4,1.7,0,7.65,1,6,0,0.8,4.4,4,1.9,1.1,0,0.9,0.9,3.5,1.9,1.8,0.4,4.1,1,0.3,0
4,João Pedro,1221,Bahia,26," D(R),M(C)  ",3,270,1,0.7,38.7,81.9,0.3,0.7,0,7.61,0,0,0,1.7,0,0,4.7,0,0,0,1.7,1,2.7,0.7,0,2.3,0,0,0
5,Lucas Paquetá,1239,Flamengo,25," M(CLR),FW  ",31(1),2747,1,1.3,51.1,83.5,0.4,2.3,0.2,7.55,10,7,1,3,2.5,4,1.7,2.9,0.1,2.3,2,2.5,0.9,2,0,1.5,1.4,0.2,0
6,Arthur,1244,Gremio,26, DMC  ,7,601,1,1.4,88,94.8,0,4.3,0.1,7.53,1,0,0,0.7,0.7,1,2,4.3,0,1.3,1,0.6,2.4,0.4,0,0.3,0.6,0.1,0
7,Dudu,1234,Palmeiras,31," AM(CLR),FW  ",28(3),2475,14,2.2,27,75.8,1.9,1.6,0.1,7.49,7,9,1,2.5,0.3,7,2.3,4.1,0.1,1.5,2,0.7,0.4,0.9,0,0.3,0.8,0,0
8,Renê,1239,Flamengo,30, D(L)  ,33(1),2977,5,1.3,61.5,83.2,0.7,3.3,0.1,7.47,2,7,0,0.5,1.9,6,0.9,1.1,0,0.7,0.9,2.5,2.4,1,0.1,2.8,1.3,0.4,0
9,Marcos Rocha,1234,Palmeiras,34," D(R),M(R)  ",20,1660,2,1.2,49.7,74.8,0.7,5.3,0.1,7.39,1,5,0,0.3,1.1,3,0.6,1.1,0,0.5,0.7,4.3,3.3,2.1,0.1,2.3,1.9,0.2,0
10,Éverton,1244,Gremio,27," AM(CLR),FW  ",24(3),2132,3,0.8,27.1,82.9,0.2,1,0.1,7.38,10,5,0,3.3,0.3,4,3.4,1.7,0.3,2.1,2,0.9,0.5,1.1,0,0.2,0.6,0,0
11,Luan,1244,Gremio,30," AM(CLR),FW  ",18,1571,6,2.8,61.5,85.2,1.3,3.4,0.2,7.36,1,3,0,2.9,0.3,3,2.7,3.1,0.2,3.5,3.1,1.7,0.4,1.3,0,0.1,1.2,0,0
12,Juninho Capixaba,1244,Gremio,25," D(L),M(L)  ",4,360,0,0.8,49.5,81.8,1,1.5,0,7.36,3,1,0,2,3.3,1,0.8,3,1,2.5,2.5,1.5,0.3,2,0,2.3,1.8,0,0
13,Geromel,1244,Gremio,37, D(C)  ,20,1800,0,0.3,49.6,88.1,0.1,3.3,0,7.33,2,3,0,1,2.8,2,0.2,0.4,0,0.3,0.3,2.1,2.4,0.7,0.1,5.1,0.5,0.7,0
14,Giorgian de Arrascaeta,1230,Cruzeiro,28," AM(CLR),FW  ",14(6),1336,6,2.1,34.4,81.5,1.2,1.4,0,7.32,6,4,0,2.7,0.5,7,2.1,2.3,0.1,1.1,2.4,1.5,0.4,1.1,0,0.2,0.9,0.1,0
15,Rodrigo Moledo,1219,Internacional,35, D(C)  ,26,2340,0,0.1,36.4,84.9,0,2.8,0,7.32,2,4,1,0.8,4.4,2,0.2,1.2,0.1,0,0.3,1.4,2.6,1,0.4,5.5,0.2,0.7,0
16,Mailson,1231,Sport Recife,26, GK  ,13,1170,1,0.1,18.8,43,0,4.5,0,7.31,0,0,0,0,0.8,3,0,0.2,0,0,0.1,0.1,0,0,0,1.8,0.1,0,0
17,Víctor Cuesta,1219,Internacional,34, D(C)  ,34,3050,2,0.4,40.9,83.4,0.1,3.6,0,7.30,2,11,1,0.3,2.6,1,1.1,1.3,0.1,0.2,0.5,1.4,3.1,1.6,0.2,4.1,0.5,0.6,0
18,Thiago Carleto,1243,Athletico Paranaense,34," D(L),M(L)  ",12,1039,3,2.4,51.7,85.2,2.8,1.8,0,7.29,2,2,0,2.7,1.1,2,0.5,1.3,0,0.8,1.3,1.2,0.8,0.5,0,1.3,0.8,0.2,0
19,Sidcley,1237,Corinthians,30," D(L),M(L)  ",11,946,1,0.8,54.6,88.4,0.4,1.5,0,7.29,1,1,0,0.5,0.9,1,2.3,0.9,0,0.5,0.7,1.8,1.5,0.5,0.3,1.5,0.6,0.5,0
20,Walisson Maia,1238,Vitoria,31, D(CR)  ,2,180,0,0,24.5,67.3,0,1.5,0,7.28,0,1,0,0,3.5,1,0,0.5,0,0.5,0.5,1.5,4,1.5,0.5,8.5,0.5,1,0
21,Rodrigo Dourado,1219,Internacional,28, DMC  ,33,2964,1,0.3,49,87.3,0,2.2,0,7.27,1,11,0,0.5,3,3,0.5,1,0.1,0.5,0.9,2.9,2.7,2.2,0.1,2.1,1.3,0.5,0
22,Réver,1239,Flamengo,38," D(C),DMC  ",26,2273,0,0.1,48.5,88.7,0,4,0,7.27,2,1,0,1,3.7,0,0.3,1,0,0.2,0.3,0.9,1.2,0.4,0.3,5.3,0.6,1.2,0
23,Vinícius Júnior,1239,Flamengo,22," AM(L),FW  ",11(1),976,3,1.1,23.8,80.7,0.3,0.3,0.1,7.26,4,3,0,2.7,0,1,2.6,2.3,0.2,1.8,2.3,0.8,0.3,0.7,0,0.3,2.1,0,0
24,Éverton Ribeiro,1239,Flamengo,34, AM(CLR)  ,34(1),2829,5,1.8,48.4,83.1,0.8,1.7,0.1,7.26,6,5,1,1.6,0.8,5,2,1.9,0.1,1.8,2,1.7,1,1.4,0,0.3,1.2,0.1,0
25,Patrick,1219,Internacional,30, M(CL)  ,35(1),3077,3,0.5,43.8,85.9,0.2,1.6,0.1,7.26,5,6,0,1.3,1.6,3,2.8,1.4,0,2.6,2.8,3.2,0.9,1.7,0,0.6,1.9,0.2,0
