,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,David Ayala,901,Estudiantes,20, DMC  ,1,80,0,0,38,81.6,0,4,0,7.68,0,0,0,0,3,1,5,2,0,2,1,3,3,0,0,1,0,0,0
1,Nacho Fernández,905,River Plate,33, M(CLR)  ,18,1570,3,2.2,58.7,79.2,1.3,3.2,0.1,7.66,5,4,0,2.6,0.8,3,2.5,2.9,0.1,1.1,2.4,2.2,0.8,1.2,0,0.8,2.8,0.1,0
2,Pablo Pérez,902,Newell's Old Boys,37, M(C)  ,3,248,0,1.3,58.7,90.3,0,2.3,0.3,7.52,1,1,0,1.3,1.3,1,0.7,2.3,0,1.3,0.3,3,0.7,3,0,1.7,0.7,0,0
3,Nicolás Giménez,1746,Arsenal Sarandi,27, AM(C)  ,21(1),1697,4,1.7,27.8,73.7,1,1.7,0.2,7.48,7,2,0,3,0.5,5,3.4,1.3,0,2,2.4,1.3,0.5,0.7,0,0.3,1.3,0.1,0
4,Marcelino Moreno,899,Lanus,28, AM(CLR)  ,20,1705,4,1.2,35.5,79.4,0.8,1.5,0.1,7.43,3,3,0,2,0.5,6,4.1,2.8,0.1,1.7,2.8,1.8,0.6,1.4,0,0.2,1.1,0.1,0
5,Matías Orihuela,902,Newell's Old Boys,31," D(L),M(L)  ",1,90,0,0,26,76.9,0,1,1,7.42,0,0,0,0,6,0,3,0,0,0,1,1,0,0,0,8,0,0,0
6,Marcos Díaz,889,Boca Juniors,37, GK  ,3,270,0,0,28.7,52.3,0,6,0,7.39,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
7,Miguel Barbieri,903,Rosario Central,29, D(C)  ,11,972,1,0.3,32.8,64.8,0,4.3,0.1,7.37,0,4,0,0.9,5.1,1,0.2,0.5,0.2,0.3,0.8,1.5,2.8,1.5,0.5,6.5,0.3,1.5,0
8,Maximiliano Cavallotti,9627,Central Cordoba de Santiago,38, Goalkeeper  ,1,90,0,0,32,50,0,7,0,7.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Paolo Goltz,889,Boca Juniors,38, D(C)  ,4,360,0,0,56.5,78.3,0,4.3,0,7.34,0,1,0,1.3,4.5,1,0.3,0,0,0.3,0,1.5,2,0.5,0.8,7,0.5,0.8,0
10,Carlos Tevez,889,Boca Juniors,39," AM(CL),FW  ",11(6),1056,2,1.6,31.9,84.2,1,1.4,0,7.34,9,2,0,2,0.6,2,1.1,1.9,0.3,1.1,1.5,0.5,0.1,0.9,0,0.1,0.6,0,0
11,Enzo Díaz,893,Talleres,27," D(CL),M(L)  ",15,1306,3,0.6,37,74.6,0.1,1.9,0,7.33,0,4,0,0.8,1.7,2,2.5,2.3,0.1,1.3,2.5,4.2,1.7,2.3,0.2,1.1,1.3,0.2,0
12,Mario López,6145,Aldosivi,27, D(C)  ,1,88,0,1,21,71.4,0,1,0,7.33,0,0,0,0,1,0,0,0,0,0,0,3,1,1,4,4,0,0,0
13,Francisco Pizzini,6147,Defensa y Justicia,29," AM(CLR),FW  ",4(1),303,3,1.4,18.6,71,0.6,0.8,0,7.31,1,0,0,1.2,0.2,1,2,1.6,0.2,1.6,2.2,0.6,0,0.4,0,0.4,1,0,0
14,Eduardo Salvio,889,Boca Juniors,32, M(CR)  ,12(5),1112,3,0.5,25.4,76.1,0.2,0.3,0.1,7.31,6,1,0,2.3,0.8,1,3.2,1.2,0.2,1.4,2.2,0.6,0.3,0.9,0,0.2,1.1,0,0
15,Guillermo Burdisso,899,Lanus,34, D(C)  ,1,90,0,1,51,84.3,0,2,0,7.30,0,0,0,3,4,0,0,1,0,0,0,0,1,0,0,3,1,1,0
16,Nicolás de la Cruz,905,River Plate,25, AM(CL)  ,16(1),1347,5,2,40.9,76.6,1,1.2,0.1,7.29,4,4,1,2.5,1.4,4,1.6,2.6,0.1,0.9,2.8,1.6,0.2,1.2,0,0.1,1.3,0.1,0
17,Danilo Ortíz,3802,Godoy Cruz,30, D(C)  ,2,180,0,0,7.5,66.7,0,1.5,0,7.29,0,1,0,0,2,0,0,0,0,0,0,0.5,1,1,0.5,11,0,1,0
18,Ricardo Centurión,895,Velez Sarsfield,30," AM(CLR),FW  ",3(2),306,2,1.8,22,76.4,1,1.2,0,7.29,1,1,0,2.2,0.4,1,3,1.6,0.2,3,3.6,1,0.4,0.8,0,0.2,0.2,0,0
19,Rubén Botta,6147,Defensa y Justicia,33," AM(CLR),FW  ",7,561,0,1.6,36.9,77.5,1,3.1,0.1,7.28,1,2,0,1.9,0.1,1,3.3,1.7,0,2,1.7,1.1,0.4,1.6,0,0.1,1.3,0.1,0
20,Yeimar Gómez Andrade,892,Union,30, D(C)  ,15,1350,0,0.1,37.5,75,0,2.4,0,7.28,2,5,0,0.7,3.3,3,0.2,0.9,0,0,0.4,1.7,2.8,0.9,0.5,6.9,0.7,0.9,0
21,Rafael Delgado,6147,Defensa y Justicia,33," D(CL),M(L)  ",16,1434,2,0.6,41.5,71.5,1.1,2.9,0.1,7.27,3,2,0,1.3,2.9,1,2,1.3,0.1,1.2,1.4,1.4,1.1,0.9,0.1,2.3,1.1,0.3,0
22,Enzo Kalinski,901,Estudiantes,36, DMC  ,15(1),1327,1,0.4,50.3,79.1,0,2.6,0,7.25,1,5,0,1,4.3,3,1.1,0.8,0,1.2,1.6,2.4,1.8,1.6,0.1,2,1.1,0.5,0
