,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Lionel Messi,65,Barcelona,35," AM(CR),FW  ",32(4),2997,12,2.4,52.3,81.2,0.3,2.1,0.5,8.68,34,3,0,5.5,0.2,22,5.1,2.2,0.4,3,1.4,0.5,0.2,0.5,0,0,0.4,0,0
1,Cristiano Ronaldo,52,Real Madrid,38," M(L),FW  ",27,2293,5,1.4,27.1,81.6,0.3,0.5,0.1,7.94,26,1,0,6.6,1.3,7,1.1,0.7,1.5,1,1.6,0.3,0.2,0.7,0,0.5,0.2,0.1,0
2,Luis Suárez,65,Barcelona,36," AM(CLR),FW  ",32(1),2902,12,1.7,31.9,76.9,0,1.4,0.2,7.72,25,9,0,3.7,0.4,5,1.2,1.5,1.7,1.2,2.4,0.5,0.2,1.4,0.1,0.9,0.5,0.1,0
3,Philippe Coutinho,65,Barcelona,30, M(CLR)  ,16(2),1304,5,1.6,45.2,86.9,0.8,0.9,0.4,7.66,8,1,0,2.1,0.3,2,2.6,1.8,0.4,2,2.3,1.5,0.3,0.7,0,0.2,1.3,0,0
4,João Cancelo,55,Valencia,28," D(LR),M(R)  ",1,90,0,5,41,63.4,1,0,1,7.65,0,0,0,4,1,0,2,2,0,1,3,1,2,4,0,0,0,0,0
5,Marc Bartra,54,Real Betis,32," D(CR),DMC  ",16,1421,0,0.3,68.3,85.8,0.1,5.2,0.1,7.54,1,6,0,0.8,3.2,2,1.4,1,0,0.4,0.9,2.4,2,1.3,0.9,5.9,1.1,0.6,0
6,Yoel Rodríguez,824,Eibar,34, GK  ,1,90,0,0,39,33.3,0,13,0,7.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
7,Casemiro,52,Real Madrid,31, DMC  ,30,2601,3,0.8,58.2,88.4,0.1,5.1,0.1,7.49,5,8,0,1.1,2.1,1,0.4,2.4,0.1,1.1,0.7,3.6,2.1,2,0.2,1.5,1.4,0.4,0
8,Gareth Bale,52,Real Madrid,33," M(CLR),FW  ",20(6),1803,2,1.6,26.8,82.5,0.6,1.4,0,7.49,16,5,0,3,1.3,6,1.2,0.6,0.5,0.8,1.3,0.7,0.5,1,0,0.5,0.4,0,0
9,Iago Aspas,62,Celta Vigo,35," AM(CR),FW  ",33(1),2938,5,2,36.3,78.8,0.3,1.5,0.2,7.49,22,9,0,2.8,0.5,11,1.7,1.8,0.3,1.4,2.1,0.8,0.7,0.7,0,0.3,0.9,0,0
10,Toni Kroos,52,Real Madrid,33, M(C)  ,26(1),2268,7,2.4,76.7,93.1,1.7,6.2,0.1,7.47,5,4,0,1.5,0.4,0,0.9,1.4,0.1,0.5,0.7,2,0.6,0.8,0,0.3,1.4,0.1,0
11,Filipe Luís,63,Atletico,37, D(L)  ,19(1),1660,2,1,47.4,83.4,0.3,1.8,0,7.45,1,4,0,0.3,0.9,2,1.3,1.4,0.1,0.7,0.9,4.2,1.8,0.8,0.3,1.6,0.7,0.4,0
12,Daniel Parejo,55,Valencia,34, M(C)  ,34,3005,7,2.1,69.5,85.6,1.7,6.1,0.1,7.41,7,15,1,1.3,0.5,7,1.4,2,0.1,1.4,1,2.6,1,1.4,0,0.7,1.6,0.3,0
13,Jasper Cillessen,65,Barcelona,34, GK  ,1,90,0,0,26,76.9,0,2,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,Geoffrey Kondogbia,55,Valencia,30," D(C),DMC  ",30(1),2618,4,0.7,49.9,87.4,0,4,0.1,7.40,4,11,1,0.9,1.5,4,1.8,1.7,0,2,1.2,2.8,2,1.8,0,2.1,1.5,0.5,0
