,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Hakim Ziyech,130,Ajax,30, M(CLR)  ,29,2413,13,3.7,49.2,73.4,2.5,3,0.7,8.54,16,2,0,5.3,0.3,11,2.6,1.4,0.1,2.5,3,1.7,0.9,1.2,0,0.1,1.1,0,0
1,Luuk de Jong,129,PSV Eindhoven,32," AM(C),FW  ",34,3060,6,1.5,30.8,66.3,0,0.3,0.1,8.35,28,3,0,4.5,8.9,14,0.5,1.3,0.4,1.2,2.6,1.4,0.3,1,0,1.4,1,0.1,0
2,Dusan Tadic,130,Ajax,34," AM(CLR),FW  ",34,2909,13,2.6,41.9,75.5,1,0.8,0.4,7.98,28,4,0,2.2,0.4,5,1.4,1.4,0.4,2.3,2.7,0.9,0.5,0.7,0,0.4,0.4,0.1,0
3,Steven Berghuis,256,Feyenoord,31," AM(CR),FW  ",32(1),2878,12,3.5,58.2,79.7,2.4,4.5,0.2,7.91,12,5,0,3.5,0.2,5,2,0.9,0.2,1.2,1.9,1.3,0.3,0.8,0,0.2,0.6,0,0
4,Martin Ødegaard,255,Vitesse,24, AM(CR)  ,29(2),2615,10,3.5,39.3,79.7,2.1,2,0.2,7.84,8,2,0,2.5,0.6,9,2.8,1.5,0,2,2.5,1.7,1.2,0.8,0,0.3,1.5,0,0
5,Hirving Lozano,129,PSV Eindhoven,27," AM(LR),FW  ",30,2476,8,2.1,22.6,74.9,2.3,0.7,0.1,7.84,17,4,0,3,0.6,5,2.2,2.3,0.5,2.4,3.2,1.1,0.6,1,0,0.1,1.2,0,0
6,Steven Bergwijn,129,PSV Eindhoven,25," AM(CLR),FW  ",33,2861,12,2,32.7,85,0.3,0.6,0.3,7.81,14,4,0,2.9,0.1,4,3.2,1.2,0.2,2.4,2.8,0.9,0.2,0.5,0,0.3,0.7,0.1,0
7,Alexander Isak,115,Willem II,23, FW  ,15(1),1370,6,1.5,19.6,72.5,0.1,0.4,0.1,7.62,13,0,0,3.4,2.1,5,2,1.5,0.7,2,3.6,0.7,0.1,0.7,0,0.4,0.4,0,0
8,Angeliño,129,PSV Eindhoven,26," D(L),M(L)  ",34,3050,9,2,54.3,77.5,1.7,2.3,0.1,7.55,1,3,0,0.8,0.8,1,1.4,1.1,0.3,0.6,1.3,2.2,1.4,0.5,0.2,2,0.7,0.2,0
9,Frenkie de Jong,130,Ajax,26," D(C),DMC  ",30(1),2517,3,1.5,79.5,91.1,0.2,2.5,0.2,7.54,3,0,0,0.9,1.1,2,2,1.5,0.1,0.9,1.2,1.7,1.4,0.5,0,1.3,0.9,0.2,0
10,Maarten Paes,128,FC Utrecht,25, GK  ,1,90,0,0,32,53.1,0,8,0,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,Sam Larsson,256,Feyenoord,30," AM(CL),FW  ",29(3),2514,8,2.6,39,81.6,0.4,1.3,0,7.50,6,0,0,2,0.6,3,2.3,1.1,0.1,1.5,2.5,1.3,0.9,0.6,0,0.3,0.8,0,0
12,Robin van Persie,256,Feyenoord,39," AM(C),FW  ",23(2),1914,4,1.2,22.8,80.2,0.1,0.6,0.1,7.47,16,0,1,3.7,1.8,3,1.4,1.2,0.6,1.4,1.8,0.4,0.2,0.7,0,0.6,0.3,0.2,0
13,Adam Maher,243,AZ Alkmaar,29, M(CR)  ,21(4),1985,4,1.7,69.2,82.1,1,7.6,0.1,7.47,1,5,0,1,1.8,3,1.2,2.1,0.1,1.2,1.5,2.6,2,1.9,0,1.3,1.2,0.2,0
14,Nicolás Tagliafico,130,Ajax,30," D(CL),M(L)  ",29,2516,4,1.1,51.4,84.8,1,1,0,7.47,2,4,0,1.3,1.9,2,0.5,2,0.2,0.6,1,2.3,2.1,1.2,0.1,1.9,1.3,0.2,1
15,Mattijs Branderhorst,115,Willem II,29, GK  ,1,90,0,0,20,35,0,7,0,7.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0
16,Denzel Dumfries,129,PSV Eindhoven,27," D(R),M(R)  ",34,2985,6,0.8,49.4,81.9,0.2,1.4,0,7.41,4,4,0,1.3,3,1,1.2,1.3,0.1,1,1.8,2.1,1.3,2,0.1,2.1,0.7,0.2,0
17,Abdenasser El Khayati,764,ADO Den Haag,34, AM(C)  ,33,2932,12,2.6,36.4,75.4,2.4,3.1,0.2,7.39,17,1,0,2.6,0.2,4,1.2,0.7,0.1,1.6,1.3,1,0.3,0.5,0,0.5,0.8,0,0
18,Oussama Idrissi,243,AZ Alkmaar,27, AM(LR)  ,31(1),2724,6,1.8,39.4,81.3,0.4,2.9,0,7.36,8,4,0,3.1,0,5,3,1.2,0.3,3,2.7,1.6,0.3,1,0,0.3,1.4,0,0
19,Daley Blind,130,Ajax,33," D(CL),DMC,M(L)  ",34,2973,4,0.7,79.9,88.8,0.1,4.1,0.1,7.35,5,0,0,1,2,0,0.8,0.6,0,0.4,0.7,2.1,1.6,0.7,0.3,2.3,0.7,0.5,0
20,Matthijs de Ligt,130,Ajax,23, D(C)  ,33,2970,1,0.4,67.2,89.9,0.1,3.1,0.1,7.32,3,1,0,1.5,3.9,1,0.3,0.5,0,0.2,0.7,1,1.1,0.7,0.3,4,0.4,0.8,0
