,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Hakim Ziyech,130,Ajax,30, M(CLR)  ,28,2404,11,3.8,49.4,76,2,2.8,0.4,7.82,7,2,0,4.4,0.5,6,1.8,1.8,0.2,2.2,2.2,1.8,0.9,1.1,0,0.4,1.7,0,0
1,Andrés Guardado,129,PSV Eindhoven,36," D(L),M(CL)  ",27,2273,9,2.6,67.1,83.5,2.1,7.4,0.2,7.73,2,2,0,1,1.2,1,1.3,1.3,0,0.9,0.7,2.2,1.7,0.8,0.1,1,1.1,0.3,0
2,Lasse Schöne,130,Ajax,36, M(CLR)  ,26(1),2216,4,2.4,56.6,83.6,0.8,2.3,0,7.73,7,3,0,1.9,1.2,3,1,1.1,0,0.9,1,2.2,2.8,0.9,0.1,1.9,1.2,0.3,0
3,Renze Fij,870,Heracles,30, Goalkeeper  ,0(1),67,0,0,30,36.7,0,6,0,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4,Nicolai Jørgensen,256,Feyenoord,32, FW  ,32,2698,11,1.8,26.3,75.1,0.2,0.4,0,7.70,21,0,0,3.2,2.2,6,0.9,1.2,0.7,1.5,2.5,0.8,0.3,1.2,0,0.6,0.3,0.1,0
5,Joël Veltman,130,Ajax,31," D(CR),M(R)  ",30,2694,3,0.9,61.6,84.6,0.5,6.3,0.2,7.70,0,6,1,0.4,1.9,1,1,1.6,0,0.5,1,4.4,2.7,1.7,0.2,3.8,1.4,0.3,0
6,Eljero Elia,256,Feyenoord,36," AM(LR),FW  ",21(3),1707,8,1.5,29.1,77.9,0.9,1.3,0,7.69,9,1,0,2,0.3,5,2.3,1,0.6,1.9,1.8,2,0.7,1.3,0,0.4,0.9,0,0
7,Nemanja Gudelj,130,Ajax,31," D(C),M(C)  ",5(1),459,1,2,41.5,89.2,2,2.5,0,7.62,2,0,0,3.8,0.5,1,1.3,0.5,0.3,1.7,1.7,1.3,1.3,0.7,0,1.3,0,0,1
8,David Neres,130,Ajax,26, AM(CLR)  ,5(3),498,1,1.8,22.1,84.2,0.6,0.3,0.3,7.60,3,1,0,3,0.4,1,2.8,0.9,0.1,1.1,1.9,0.6,0.5,1.3,0,0,1,0.3,0
9,Hakim Ziyech,113,Twente,30, M(CLR)  ,4,360,1,2.8,37,73,1.3,3.5,0.5,7.60,2,1,0,5.8,0.3,1,2,3,0.3,4,3,1.3,1,1.3,0,0.3,1,0,0
10,Eric Botteghin,256,Feyenoord,35, D(C)  ,34,3060,1,0.4,64.5,86.9,0,7,0,7.59,4,3,0,1.1,3,3,0.3,0.4,0,0.2,0.5,2,3,1.7,0.4,5.7,0.8,0.6,0
11,Marco van Ginkel,129,PSV Eindhoven,30, M(C)  ,15,1288,3,1.9,48.5,79.9,0.1,3,0,7.53,7,4,0,2.4,2.7,2,0.8,1.3,0.2,1.5,1.7,1.2,0.7,1.3,0.1,0.7,0.9,0,0
12,Sam Larsson,287,SC Heerenveen,30," AM(CL),FW  ",29(2),2481,11,2.2,40.8,73.8,0.6,2,0.3,7.52,9,4,1,2.9,0.3,8,2.9,1.4,0,2,2.2,1.3,1.1,1,0,0.3,1.4,0,0
13,Bertrand Traoré,130,Ajax,27," AM(R),FW  ",22(2),1797,0,1,33.3,80.2,0,1,0,7.49,9,4,0,3.5,0.9,3,3,1.4,0.4,2,2.9,1,0.8,0.8,0,0.2,0.4,0,0
14,Sébastien Haller,128,FC Utrecht,28, FW  ,32,2853,5,1.5,33.9,66.6,0.2,0.9,0.1,7.47,13,3,0,2.6,5.2,7,1.2,2.3,0.7,2.1,3.2,0.8,0.4,1,0,1,0.6,0.2,0
15,Tonny Vilhena,256,Feyenoord,28," D(L),M(CL)  ",29,2610,1,1.5,47.2,80.3,0.8,3.3,0,7.47,4,5,0,2.3,1.4,2,1.1,1.8,0.1,1.8,1.6,2.6,2,1.2,0,1,0.9,0,0
16,Luuk de Jong,129,PSV Eindhoven,32," AM(C),FW  ",31(1),2759,7,1.8,33.6,67.1,0.1,0.5,0.1,7.45,8,4,0,3.7,6.1,5,0.3,1.2,0.6,1.6,2.3,0.6,0.3,1,0.1,1,0.7,0.1,0
17,Amin Younes,130,Ajax,29, AM(CL)  ,28(1),2371,6,1.8,30.2,81.7,0.3,1.1,0.1,7.43,3,3,0,2.1,0.1,4,3.4,1,0.1,1.8,1.7,1.2,0.4,0.8,0,0,0.4,0,0
18,Yassin Ayoub,128,FC Utrecht,29, M(C)  ,31(1),2755,5,2.1,41.3,80.1,1,2.2,0.1,7.43,4,4,0,1.6,0.5,6,2,1.6,0,1.8,2.1,3,1.3,1.3,0,1,1.2,0.1,0
19,Kasper Dolberg,130,Ajax,25, FW  ,26(3),2158,6,1,17.2,73.3,0.1,0.1,0.1,7.41,16,1,0,2.9,0.9,5,1.8,2.2,0.5,2,3,0.3,0.1,1.4,0,0.1,0.2,0,0
20,Alireza Jahanbakhsh,243,AZ Alkmaar,29, AM(CLR)  ,25(4),2231,8,1.7,31.5,68.3,1,1.1,0.1,7.40,10,4,0,2.7,0.7,4,2,1.5,0.7,1.3,2.4,1.5,1,1.5,0,0.1,0.9,0.1,0
21,Karim El Ahmadi,256,Feyenoord,38, DMC  ,30,2653,1,0.6,51,88,0.1,3.3,0,7.38,5,8,0,1.1,0.8,0,0.6,0.8,0,1,1.1,3.4,2.2,2.2,0,0.8,1.5,0.2,0
22,Steven Berghuis,256,Feyenoord,31," AM(CR),FW  ",25(5),2110,5,2.1,38.1,79.4,1.9,2.7,0.1,7.38,7,4,0,2.2,0.4,1,1.2,1,0.1,0.7,1.3,1.4,0.3,0.8,0,0.1,0.9,0,0
23,Jens Toornstra,256,Feyenoord,34, M(CLR)  ,31(3),2801,9,1.7,39.8,80.4,1.4,2.5,0.2,7.37,14,3,0,2.1,0.3,4,0.6,0.5,0.3,1.1,1.7,0.7,0.9,0.9,0,0.8,0.7,0,0
24,Santiago Arias,129,PSV Eindhoven,31, D(R)  ,28,2509,2,1.4,57.8,85.5,1,3.5,0,7.37,1,3,0,0.9,0.9,2,0.8,1.1,0.1,0.7,0.6,2.3,1.9,0.9,0.3,1.9,0.9,0.4,0
25,Enes Ünal,113,Twente,26, FW  ,31(1),2729,3,0.8,20.1,63.5,0.1,0.3,0,7.36,18,2,0,3.3,4.2,5,1.3,1.8,0.3,2.5,2.8,0.6,0.2,0.9,0,0.9,0.6,0.2,0
26,Davy Pröpper,129,PSV Eindhoven,31, M(C)  ,33(1),2891,7,2.3,48.6,80.2,1.3,2.1,0.2,7.35,6,2,0,2.1,1.6,3,0.6,0.8,0.1,1.1,1.9,1.5,1.4,0.9,0,0.8,1.3,0.2,0
