,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Lionel Messi,65,Barcelona,35," AM(CR),FW  ",32(1),2881,21,2.7,59.8,82.6,0.8,2.2,0.6,8.71,25,4,0,4.8,0.3,22,5.5,2.1,0.4,2.4,2.1,0.6,0.2,0.6,0,0,0.5,0,0
1,Guillermo Maripán,60,Deportivo Alaves,29, D(C)  ,1,90,0,0,12,75,0,1,0,7.54,0,0,0,0,5,0,0,0,0,0,0,1,2,0,1,9,1,0,0
2,Casemiro,52,Real Madrid,31, DMC  ,35,3091,3,0.4,61.5,84.1,0.2,6.5,0,7.47,4,12,0,1.3,2.9,3,0.8,1.9,0.1,0.8,0.7,2.7,1.9,2.5,0.1,1.9,1.7,0.3,0
3,Karim Benzema,52,Real Madrid,35, FW  ,36(1),3155,8,1.6,34.7,86.2,0,1.4,0.1,7.44,21,0,0,3.4,0.8,10,1,0.4,0.7,1.1,1.7,0.5,0.2,0.6,0,0.8,0.4,0.1,0
4,Luis Suárez,65,Barcelona,36," AM(CLR),FW  ",22(6),2002,8,0.9,23.4,75.5,0.1,0.9,0,7.33,16,4,0,2.8,0.4,3,0.8,0.9,0.6,0.9,1.2,0.1,0,0.5,0,0.4,0.4,0,0
5,Mikel Merino,68,Real Sociedad,26, M(C)  ,35(1),3144,1,0.9,53.7,75.8,0.2,2.2,0,7.31,5,9,0,1.2,5.1,5,1,2.5,0.1,1.4,1.6,2.2,1.4,2.1,0.1,1.4,1.6,0.2,0
6,Gerard Moreno,839,Villarreal,31," AM(CR),FW  ",33(2),2755,5,1.4,27.5,74.5,0.3,1.9,0.1,7.31,18,5,0,2.5,1.6,6,1.7,1.4,0.5,1.3,2.6,0.5,0.3,1,0.1,1.4,1.2,0.1,0
7,Eden Hazard,52,Real Madrid,32," M(CLR),FW  ",14(2),1088,3,1.3,35.9,85.9,0.2,1.4,0,7.30,1,0,0,1.2,0.4,1,3.1,3.1,0.1,2.1,1.8,0.4,0.4,0.8,0,0,0.8,0,0
8,Nabil Fekir,54,Real Betis,29," AM(CLR),FW  ",31(1),2652,4,1.3,29.8,83.9,0.5,1.2,0,7.22,7,6,2,3.2,1,8,3.1,3.5,0.4,1.9,2.6,1.3,0.3,2.2,0,0.1,0.8,0.1,0
9,Saúl Ñíguez,63,Atletico,28," D(CL),M(CLR)  ",35,3076,0,0.4,47.7,79.3,0.1,2.2,0.1,7.22,6,10,0,1.3,3.4,5,0.8,0.7,0.2,0.9,1.1,2.7,1.6,1.8,0.1,1.6,1.4,0.4,0
10,Joselu,60,Deportivo Alaves,33, FW  ,31(5),2786,2,0.4,26.9,52,0,0.9,0,7.22,11,6,0,2.4,8.7,10,0.4,1.6,0.2,1.2,2.5,0.7,0.4,1.4,0.1,1.3,0.8,0.1,0
11,Lucas Ocampos,67,Sevilla,28," M(CLR),FW  ",31(2),2756,3,0.7,25.4,79.9,0.6,0.8,0,7.21,14,8,1,2.5,0.9,4,2.1,1.7,0.4,2.2,2.8,1.6,0.7,1.3,0,0.7,1.3,0.1,0
12,Raúl García,53,Athletic Bilbao,36," M(CLR),FW  ",33(2),2878,1,0.6,26.8,55.9,0.1,0.6,0,7.21,15,11,0,2.3,6.1,6,0.3,1.7,0.5,0.4,1.7,1.6,0.7,2.2,0.1,1.2,1.7,0.2,0
13,Toni Kroos,52,Real Madrid,33, M(C)  ,31(4),2656,5,1.7,66.7,93.5,1,6.9,0,7.20,4,2,0,1.6,0.3,2,0.9,1.2,0.1,0.4,0.5,1.6,0.7,0.8,0,0.4,1.5,0,0
14,Dani Carvajal,52,Real Madrid,31, D(R)  ,31,2741,5,1.3,64.4,86.6,0.7,2.9,0,7.18,1,11,0,0.6,0.9,3,0.8,1,0.1,0.8,1.3,2.1,1.2,1.4,0.2,1.1,0.6,0.5,0
15,Santi Cazorla,839,Villarreal,38, M(CLR)  ,29(6),2461,9,2,44.9,86.4,1.2,4,0.1,7.17,11,3,0,1.4,0.3,2,1.4,1.1,0.1,0.9,1.7,1.4,0.5,0.8,0,0.3,1.1,0,0
16,Koke Vegas,832,Levante,27, GK  ,2,180,0,0,24.5,63.3,0,6,0,7.16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,0.5,0,0
17,Chimy Avila,131,Osasuna,29," AM(LR),FW  ",18(2),1593,2,1.1,14.5,57.2,0.2,0.8,0,7.16,9,6,0,3.5,3.1,5,0.8,2.2,1.2,1.5,2.5,0.9,0.2,2.3,0,0.3,0.6,0,0
18,Marcelo,52,Real Madrid,35," D(L),M(L)  ",15,1299,2,1.7,59.2,84.2,1.1,3.3,0.1,7.15,1,2,0,1.1,0.7,1,1.2,1.2,0,0.7,1.3,1.3,1.2,0.5,0.1,1.2,1.3,0.1,0
19,Nacho,52,Real Madrid,33, D(CLR)  ,4(2),438,0,0.5,41.7,86.8,0.3,1.3,0,7.14,1,3,0,1,2.7,1,0.2,1.2,0,0.3,0.8,1.8,2,1.5,0.2,2.5,0.7,0.5,0
20,Rafinha,62,Celta Vigo,31, M(CLR)  ,25(4),2121,1,0.8,44.1,87.1,0.1,1.8,0.2,7.13,4,5,0,1.1,0.9,4,2.1,3.4,0.1,1.7,2.1,2.4,1.1,1.2,0,0.7,1.4,0.1,0
21,Martin Ødegaard,68,Real Sociedad,24, AM(CR)  ,29(2),2533,6,2,48.2,84.7,1.1,1.8,0.2,7.10,4,3,0,1.6,0.3,4,2,1.2,0,1.2,1.7,0.9,0.5,0.8,0,0.1,0.9,0,0
22,Éver Banega,67,Sevilla,34, M(C)  ,28(5),2483,7,1.8,67,86,1.5,7.3,0.2,7.10,3,10,0,1.2,0.5,4,1.8,1.7,0.1,1.2,1.6,1.3,0.5,0.9,0,0.1,1.5,0,0
23,Sergio Reguilón,67,Sevilla,26," D(L),M(L)  ",29(2),2509,4,1.3,47.4,81.4,0.9,2.3,0,7.10,2,8,0,0.9,1.3,2,1.6,1.5,0.1,0.8,1.6,1.8,1.1,1.8,0.4,1.4,1.2,0.2,0
24,Thomas Partey,63,Atletico,29," D(R),M(CR)  ",29(6),2553,0,0.5,46.8,83.4,0.1,2.9,0,7.08,3,13,0,0.9,1.9,4,1.6,0.9,0,0.4,0.7,2,1.4,1.4,0,1.1,0.9,0.2,0
25,Sébastien Corchia,70,Espanyol,32," D(R),M(R)  ",3,270,0,2.3,40.7,85.2,3,1.7,0,7.08,0,1,0,1,0,1,2,1.7,0,1,1.3,0.7,1.7,1.3,0,1.7,0.7,0.7,0
26,Sergio Ramos,52,Real Madrid,37, D(CR)  ,35,3017,0,0.1,61.4,91,0,6.8,0,7.07,11,10,0,1.1,2,1,0.3,0.8,0.2,0.1,0.4,1.3,1.4,1.5,0.4,2.8,0.6,0.3,0
27,Sergio Busquets,65,Barcelona,34, DMC  ,29(4),2491,2,0.7,78,89.9,0,3.3,0.2,7.07,2,10,0,0.3,1.2,1,0.7,1.5,0,0.4,0.5,2.4,1.3,1.4,0,0.6,0.9,0.2,0
