,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Mattia Zaccagni,76,Verona,27," AM(CL),FW  ",2,180,0,2.5,30,83.3,3,0.5,0.5,8.47,2,0,0,2,2,1,3.5,3.5,0,4,1,1.5,2,0.5,0,0,0.5,0,0
1,Luca Gemello,72,Torino,22, Goalkeeper  ,1,90,0,0,33,39.4,0,7,0,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Domenico Berardi,2889,Sassuolo,28," AM(R),FW  ",33,2838,14,2.5,38.9,74.8,0.8,3.1,0.3,7.43,15,9,0,3.3,0.5,8,0.9,2.3,0.3,1.3,1.9,1,0.9,1.6,0,0.7,1.3,0.1,0
3,Rafael Leão,80,AC Milan,23," AM(CL),FW  ",31(3),2621,8,1.3,20.7,74.8,0.4,1,0.1,7.37,11,4,0,2.9,0.8,2,2.9,1.3,0.2,1.5,2.1,0.5,0.4,0.7,0,0.2,0.3,0,0
4,Sergej Milinkovic-Savic,77,Lazio,28, AM(C)  ,36(1),3111,11,1.4,62.2,81.4,0.3,2.6,0.1,7.36,11,4,1,2,2.8,7,1.2,1.2,0.1,1.3,2.7,1.8,0.9,1.5,0,1.1,1,0.2,0
5,Lorenzo Pellegrini,84,Roma,26, M(CL)  ,27(1),2300,5,2.4,32.9,77.7,2,1.9,0.1,7.34,9,6,1,3.3,0.6,6,1.5,1.8,0.3,0.9,2.3,1.3,1,1.6,0,0.7,1.6,0,0
6,Dusan Vlahovic,73,Fiorentina,23, FW  ,21,1862,2,1,18,70.6,0.2,1,0.1,7.33,17,2,0,3.6,2,5,1,2.3,0.9,2,3.9,0.2,0,0.9,0,0.7,0.4,0.1,0
7,Ciro Immobile,77,Lazio,33, FW  ,31,2718,2,0.9,27.9,78,0.1,0.6,0.1,7.31,27,4,0,3.8,0.7,2,0.6,1.3,0.4,1.4,2.5,0.3,0.1,1.2,0,0.5,0.5,0,0
8,Luis Muriel,300,Atalanta,32," AM(CL),FW  ",17(10),1543,8,2.2,24.9,75.6,1.1,0.7,0.1,7.30,9,1,0,2.1,1.1,4,2.3,1,0.3,1.7,2.3,0.6,0.1,0.5,0,0.2,0.6,0,0
9,Hakan Çalhanoglu,75,Inter,29," M(CLR),FW  ",33(1),2509,12,2.6,47.5,86.8,2.1,3.1,0.1,7.28,7,11,0,1.9,0.3,5,0.4,0.8,0,0.6,1.3,1.2,0.7,1.1,0,0.3,0.9,0.1,0
10,Wisdom Amey,71,Bologna,17, Defender  ,1,72,0,0,29,69,0,3,0,7.27,0,0,0,0,3,0,0,2,0,0,0,3,3,1,0,1,1,0,0
11,Victor Osimhen,276,Napoli,24, FW  ,23(4),1993,2,0.6,12,70.5,0,0.3,0,7.22,14,5,1,3.4,1.9,4,1.1,1.4,0.7,1.2,2.8,0.4,0.1,1.4,0,0.6,0.1,0.1,0
12,Ivan Perisic,75,Inter,34," M(CLR),FW  ",35,2844,7,1.6,33.3,76.3,1.1,1.8,0,7.22,8,4,0,1.3,1.6,5,0.7,0.2,0.4,0.2,1.4,1.1,1.3,0.8,0,0.9,0.6,0.2,0
13,Paulo Dybala,87,Juventus,29," AM(CR),FW  ",26(3),2074,5,1.3,36.3,84.3,0.6,2.3,0.1,7.22,10,3,0,3.4,0.3,5,1.6,1.7,0.2,1,2.4,1,0.3,0.6,0,0.1,0.9,0,0
14,Bremer,72,Torino,26, D(C)  ,33,2895,1,0.2,43.3,81.6,0,2.6,0,7.22,3,7,0,0.8,4,4,0.5,0.6,0.2,0.2,0.9,1.5,3.2,2,0.6,4,0.3,0.7,0
15,Gianluca Caprari,76,Verona,29," AM(CLR),FW  ",33(2),2755,7,1.8,32.9,80.5,0.7,0.9,0.2,7.20,12,4,0,1.9,0.2,6,1.9,2.1,0.4,1.5,2.7,1.2,0.1,1.2,0,0.1,1,0,0
16,Juan Cuadrado,87,Juventus,34," D(R),M(CLR),FW  ",28(5),2496,4,1.8,49.2,88.7,1.3,3.9,0,7.19,4,9,0,1.1,0.6,5,1.4,1.6,0,0.5,1.4,1.5,0.9,0.6,0,0.9,0.8,0.2,0
17,Lautaro Martínez,75,Inter,25, FW  ,28(7),2302,3,0.8,14,74.7,0.1,0.4,0,7.18,21,6,0,3.4,0.8,4,0.6,1.3,0.3,0.7,1.8,0.6,0.5,1.1,0,0.2,0.1,0,0
18,Tammy Abraham,84,Roma,25, FW  ,36(1),3099,4,1,18.3,71,0.1,0.4,0.1,7.17,17,9,0,2.6,2.1,4,1,1.3,0.5,1.1,2.3,0.7,0.1,1,0,0.7,0.4,0.1,0
19,Theo Hernández,80,AC Milan,25," D(L),M(L)  ",30(2),2713,6,1.6,42.8,83.8,1.2,2.2,0.1,7.16,5,5,2,1.3,0.8,4,1.5,2.3,0.3,0.8,1.7,1.7,0.7,1.1,0.3,0.8,0.3,0.1,0
20,Marcelo Brozovic,75,Inter,30, M(CR)  ,35,2951,1,1,73.6,92.5,0.3,5.8,0.1,7.13,2,7,0,0.9,0.4,2,0.8,0.9,0,0.6,1.1,2.2,1.1,1.2,0,0.9,1,0.3,0
21,Nicolò Barella,75,Inter,26, AM(C)  ,36,2933,12,1.8,49.6,85.1,0.6,2.3,0.2,7.13,3,9,0,1.9,0.6,2,1,1.4,0.1,1.1,1.6,1.8,0.6,0.8,0,0.2,0.7,0.1,0
22,Fabián Ruiz,276,Napoli,27, M(CL)  ,29(3),2398,4,1,67.9,90.5,0.1,4.2,0.1,7.10,7,2,0,1.3,0.3,3,0.4,0.6,0,0.3,0.9,1.7,0.7,0.7,0,1,1.2,0,0
