,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Aleksandar Mitrovic,170,Fulham,28, FW  ,44,3837,7,1.1,27.5,75.5,0,0.8,0,7.71,43,10,0,4.5,2.9,15,0.7,0.9,0.5,1.2,3.2,0.4,0.1,1.1,0,0.8,0.3,0.2,0
1,Harry Wilson,170,Fulham,26, AM(CLR)  ,40(1),3487,19,2.5,35.4,83.3,0.9,1,0.1,7.37,10,6,1,2.3,0.4,6,0.9,1.8,0.4,0.7,2,1.5,0.7,0.9,0,0.3,0.7,0,0
2,Keinan Davis,174,Nottingham Forest,25, FW  ,14(1),1069,2,1.5,16.1,78.9,0,0.1,0.3,7.27,5,5,0,1.9,1.7,1,2.5,1.5,0.5,2.1,3.7,0.5,0.1,1.1,0,0.7,0.1,0,0
3,Jonathan Panzo,174,Nottingham Forest,22, D(C)  ,1,65,0,0,55,87.3,0,1,0,7.26,0,0,0,1,2,0,2,0,0,2,2,2,1,0,0,4,0,0,0
4,Neco Williams,170,Fulham,22," D(LR),M(LR)  ",14,1198,2,1,57.4,82.9,1.2,2.5,0,7.23,2,2,0,1.4,1.2,1,1.4,0.8,0.1,0.8,2.5,2.6,1.3,1.1,0.2,1.6,1.1,0.3,0
5,Brandon Fleming,214,Hull,23," D(L),M(L)  ",15(1),1322,3,1.2,33.3,72.7,0.8,1,0.1,7.21,0,3,0,0.4,1.4,2,1.8,2.5,0,1.1,2.1,3.3,1.8,0.8,0.1,1.5,1.4,0.1,0
6,Harry Souttar,96,Stoke,24, D(C)  ,16,1428,0,0.1,65.3,82.4,0,3.9,0,7.21,0,3,0,0.4,4.4,1,0.3,0.4,0,0.1,0.3,1.8,1.8,0.8,0.9,5.7,0.1,0.4,0
7,Max Lowe,174,Nottingham Forest,26," D(LR),M(L)  ",19(1),1623,4,1,33.9,72.6,0.3,1.3,0,7.19,1,2,0,0.4,1.3,1,0.9,0.7,0.2,1,1.6,3.7,1.5,1.1,0.2,1.7,0.6,0.3,0
8,Alex Palmer,95,Luton,26, GK  ,2,180,1,0.5,23.5,57.4,0,10,0,7.17,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Jamal Blackman,166,Huddersfield,29, GK  ,1,90,0,0,20,80,0,2,0,7.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
