,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Luis Sinisterra,256,Feyenoord,23," AM(LR),FW  ",29(1),2417,7,2,39.1,83.2,0.1,1.3,0.1,7.88,12,1,0,2.6,1.9,7,3.6,1.4,0.3,1.5,2.7,1.3,0.6,0.8,0,0.5,0.6,0.1,0
1,Connor van den Berg,115,Willem II,22, Goalkeeper  ,0(1),73,0,0,25,28,0,6,0,7.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2,Dusan Tadic,130,Ajax,34," AM(CLR),FW  ",34,2941,19,4.1,40.7,76.1,2.8,0.5,0.3,7.80,13,2,0,2.2,0.4,7,1.1,1.3,0.4,1.7,2.7,0.6,0.4,0.8,0,0.6,0.4,0,0
3,Cody Gakpo,129,PSV Eindhoven,24," AM(CL),FW  ",22(5),1911,13,2.6,24.2,77.2,1.6,0.2,0.1,7.79,12,1,0,3,0.9,9,2.9,1.2,0.4,1.5,2.6,0.6,0.6,0.6,0,0.3,0.7,0.1,0
4,Sébastien Haller,130,Ajax,28, FW  ,31,2579,7,1.4,24.6,70.6,0.1,0.3,0,7.67,21,4,0,3.2,3.7,5,0.7,1.1,0.4,1.4,2.4,0.6,0.1,0.9,0,0.7,0.4,0.1,0
5,Thom Haye,287,SC Heerenveen,28, M(CLR)  ,14,1230,5,2.5,49.9,78.4,2.9,6.3,0.1,7.67,0,3,0,1.3,0.9,3,2.2,1.2,0,0.9,2.3,3.5,1,1.6,0,1.6,1.7,0.2,0
6,Lisandro Martínez,130,Ajax,25," D(CL),DMC  ",23(1),1911,3,0.7,81.8,88.9,0,5.4,0.2,7.60,1,4,0,1.6,3.3,0,0.6,0.5,0,0.3,0.4,2,1.9,0.8,0.4,2.8,0.3,0.5,0
7,Noussair Mazraoui,130,Ajax,25, D(LR)  ,23(2),1960,2,1.3,53,84.8,0.5,2.1,0,7.49,5,2,0,1.5,1.8,1,1.5,0.9,0.2,0.8,1.4,1.9,0.8,0.8,0,1.5,0.6,0,0
8,Ibrahim Sangaré,129,PSV Eindhoven,25, DMC  ,26(3),2415,2,0.8,70,86.1,0.2,2.4,0,7.49,3,4,0,1.4,1.3,4,1.6,1.2,0.1,1,1.4,3.3,2.6,1.2,0,1,1,0.5,0
9,Antony,130,Ajax,23, AM(R)  ,21(2),1736,4,1.6,44.5,82.3,1.1,1,0.1,7.47,8,3,1,3.4,0.8,3,1.8,1.3,0.3,1,2,1,0.5,0.9,0,0.1,1,0,0
10,Jesper Karlsson,243,AZ Alkmaar,24," AM(LR),FW  ",34,2916,12,2.1,35.1,78.3,1.6,1.5,0,7.42,15,3,0,3.2,0.4,8,1.4,0.5,0.4,1.2,2.2,0.8,0.3,0.6,0,0.2,0.9,0.1,0
11,Jurriën Timber,130,Ajax,21, D(CR)  ,29(1),2554,2,0.5,75.6,91.5,0,1.7,0.1,7.40,3,0,0,0.8,1.5,1,0.9,1.1,0,0.4,1.3,2.4,1.7,0.9,0.3,1.4,0.4,0.4,0
12,Issam El Maach,114,RKC Waalwijk,23, Goalkeeper  ,1,90,0,0,44,45.5,0,15,0,7.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Orkun Kökcü,256,Feyenoord,22, DMC  ,32,2635,9,3.2,70.2,86.1,2,3.6,0.1,7.39,7,5,0,2.4,0.5,3,1.3,1.2,0,1.2,1.5,1.3,0.5,0.7,0,0.3,0.8,0.2,0
