,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Andreas Skov Olsen,124,Club Bruges,23, M(CR)  ,8(1),742,6,2.6,38.9,77.4,1.3,1.3,0.2,7.91,5,0,0,2.3,0.2,2,1.2,0.7,0.4,1,2.1,1.9,0.4,0.1,0.1,0.9,0.7,0,0
1,Deniz Undav,2647,Union St.Gilloise,26," AM(C),FW  ",33,2895,9,2,27.5,73.1,0.1,0.9,0.2,7.52,25,6,0,3.8,1,8,0.4,2.2,0.8,3.2,2.7,0.8,0.3,1.7,0,0.6,0.5,0,0
2,Charles De Ketelaere,124,Club Bruges,22," M(CLR),FW  ",31(2),2731,8,1.9,32.3,72.4,0.6,1,0,7.42,14,4,0,2.2,1,7,1.4,1.2,0.5,1.8,2.5,1.2,0.5,0.5,0,0.4,0.5,0.1,0
3,Shamar Nicholson,260,Sporting Charleroi,26, FW  ,15(3),1339,5,1,16.2,65.6,0.1,0.2,0,7.39,13,1,0,3.5,3.1,2,0.4,0.8,1,0.8,1.9,0.3,0.1,0.7,0,0.9,0.2,0.1,0
4,Tarik Tissoudali,231,Gent,30," AM(CL),FW  ",24(5),2200,4,1.6,22.5,69.2,0.1,0.6,0,7.37,19,3,0,2.9,0.4,8,1.5,0.5,1,1.9,2.1,0.7,0.3,0.5,0,0.1,0.4,0,0
5,Teddy Teuma,2647,Union St.Gilloise,29, AM(C)  ,31(1),2729,9,2,54.7,78.6,1.1,3.6,0,7.35,6,4,0,1.8,0.5,1,0.8,1.2,0.2,1.8,1.7,2.9,1.3,1.3,0,0.3,1.6,0.2,0
6,Junya Ito,140,Genk,30," AM(LR),FW  ",32(2),2696,13,2.3,33.8,76.2,1.4,0.7,0.1,7.32,8,5,0,1.6,0.2,7,1.4,1.1,0.6,1.6,2.1,1.5,0.5,0.6,0,0.1,0.5,0.1,0
7,Ryota Morioka,260,Sporting Charleroi,32," M(C),FW  ",27(3),2328,8,2.1,43.6,82.5,0.4,5.1,0.1,7.32,4,5,0,1.3,1.1,3,0.8,1.2,0,1.2,1.4,2.7,1.1,1.3,0,0.5,1,0.2,0
8,Julien De Sart,231,Gent,28, DMC  ,30,2649,1,1.1,60.9,76.1,0.4,6.2,0,7.29,5,11,0,1.5,2.6,4,0.4,1.5,0,0.9,0.8,2.8,2,1.5,0.1,1.6,0.9,0.3,0
9,Hans Vanaken,124,Club Bruges,30, AM(CL)  ,30(3),2746,9,1.6,63.2,87.3,0.1,3.8,0.2,7.29,9,1,0,1.8,1.5,1,0.6,0.8,0,1.4,1,1.2,0.6,0.4,0,0.7,0.5,0.2,0
