Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,FK,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off
47,Cristian Benavente,pe PER,MF,Antwerp,26,1994,9,1,180,2.0,2,0,2,2,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches,2020-2021,Belgium,1,0,0.0,0.87,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,0,0,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3.4,64,0,2,20,0,0.67,0,2,-2,-1.73,-1.70
48,Amine Benchaib,ma MAR,MF,Charleroi,22,1998,17,7,774,8.6,1,1,2,1,0,0,3,0,0.12,0.12,0.23,0.12,0.23,Matches,2020-2021,Belgium,15,3,20.0,1.74,0.35,0.07,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,8,,,,,,,,,,,,,,,,,0,20,2,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,25.3,78,1,10,23,2,1.00,17,16,+1,+0.12,+0.27
49,Saido Berahino,bi BDI,"FW,MF",Charleroi,26,1993,16,5,595,6.6,2,0,2,2,0,0,1,0,0.30,0.00,0.30,0.30,0.30,Matches,2020-2021,Belgium,11,4,36.4,1.66,0.61,0.18,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,7,,,,,,,,,,,,,,,,,0,10,0,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,19.4,66,0,11,24,2,0.75,8,13,-5,-0.76,-0.83
50,Saido Berahino,bi BDI,"FW,MF",Zulte Waregem,26,1993,8,6,506,5.6,2,1,3,2,0,0,1,0,0.36,0.18,0.53,0.36,0.53,Matches,2020-2021,Belgium,11,4,36.4,1.66,0.61,0.18,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,7,,,,,,,,,,,,,,,,,0,10,0,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,19.4,66,0,11,24,2,0.75,8,13,-5,-0.76,-0.83
51,Leonardo Bertone,ch SUI,MF,Waasland-Bev,26,1994,28,28,2506,27.8,1,2,3,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11,Matches,2020-2021,Belgium,38,9,23.7,1.36,0.32,0.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,43,,,,,,,,,,,,,,,,,0,30,1,22,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,81.9,90,27,0,,0,1.00,34,52,-18,-0.65,+0.65
52,Barnabás Bese,hu HUN,"DF,MF",OH Leuven,26,1994,12,7,587,6.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,2,1,50.0,0.31,0.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,19,,,,,,,,,,,,,,,,,0,3,0,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,19.2,79,4,5,7,6,1.50,11,15,-4,-0.61,-0.58
53,Roman Bezus,ua UKR,"MF,FW",Gent,29,1990,22,14,1168,13.0,2,3,5,1,1,1,4,0,0.15,0.23,0.39,0.08,0.31,Matches,2020-2021,Belgium,30,8,26.7,2.31,0.62,0.03,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,14,,,,,,,,,,,,,,,,,0,20,2,19,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,38.2,66,1,8,30,6,1.43,18,18,0,0.00,-0.95
54,Giulian Biancone,fr FRA,"DF,MF",Cercle Brugge,20,2000,18,17,1550,17.2,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,2020-2021,Belgium,11,4,36.4,0.64,0.23,0.09,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,22,,,,,,,,,,,,,,,,,0,35,0,66,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,50.7,89,15,1,30,1,1.00,16,21,-5,-0.29,+0.07
55,William Bianda,fr FRA,DF,Zulte Waregem,20,2000,7,6,486,5.4,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,4,2,50.0,0.74,0.37,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,1,7,0,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,15.9,75,3,1,39,5,0.57,6,13,-7,-1.30,-0.98
56,Lucas Bijker,nl NED,DF,Mechelen,27,1993,26,26,2295,25.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,7,2,28.6,0.27,0.08,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,38,,,,,,,,,,,,,,,,,0,29,1,37,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,75.0,88,22,0,,7,1.66,39,35,+4,+0.16,+0.16
57,Djihad Bizimana,rw RWA,MF,Waasland-Bev,23,1996,6,3,311,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,3,2,66.7,0.87,0.58,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,5,,,,,,,,,,,,,,,,,0,4,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,10.2,76,1,3,28,1,0.50,6,12,-6,-1.74,-1.08
58,Eric Bocat,fr FRA,"DF,MF",Excel Mouscron,21,1999,8,8,655,7.3,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,1,0,0.0,0.14,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,18,,,,,,,,,,,,,,,,,1,10,0,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,21.4,82,6,0,,1,1.00,7,13,-6,-0.82,-0.23
59,Arnaud Bodart,be BEL,GK,Standard Liège,22,1998,33,33,2970,33.0,1,0,1,1,0,0,0,0,0.03,0.00,0.03,0.03,0.03,Matches,2020-2021,Belgium,2,1,50.0,0.06,0.03,0.50,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,0,1,0,0,,,0,41,1.24,115,75,65.2,13,10,10,9,27.3,1,2,0,66.7,,,,,,,,,,,,,,,,,,,,,,,,,90,97.1,90,33,0,,0,1.41,51,40,+11,+0.33,+10.33
60,Merveille Bokadi,cd COD,"DF,MF",Standard Liège,28,1992,31,27,2483,27.6,4,1,5,4,0,0,2,0,0.14,0.04,0.18,0.14,0.18,Matches,2020-2021,Belgium,22,7,31.8,0.80,0.25,0.18,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,50,,,,,,,,,,,,,,,,,0,21,1,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,81.1,90,27,4,13,1,1.39,40,40,0,0.00,-0.16
61,Sinan Bolat,tr TUR,GK,Gent,31,1988,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,0,1,,,0,32,1.19,95,65,69.5,12,7,8,9,33.3,3,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,90,79.4,90,27,0,,3,1.70,48,32,+16,+0.59,+0.02
62,Jonathan Bolingi,cd COD,FW,Antwerp,26,1994,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.6,,0,1,17,0,0.00,0,2,-2,-10.59,-10.77
63,Aleksandar Boljević,me MNE,FW,Standard Liège,24,1995,6,3,330,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,6,0,0.0,1.64,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,0,2,1,20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10.8,64,0,3,46,2,1.33,2,3,-1,-0.27,-0.34
64,Aleksandar Boljević,me MNE,"FW,MF",Eupen,24,1995,7,6,478,5.3,0,2,2,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,Matches,2020-2021,Belgium,6,0,0.0,1.64,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,0,2,1,20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10.8,64,0,3,46,2,1.33,2,3,-1,-0.27,-0.34
65,Theo Bongonda,cd COD,"FW,MF",Genk,24,1995,29,28,2414,26.8,14,5,19,13,1,2,3,1,0.52,0.19,0.71,0.48,0.67,Matches,2020-2021,Belgium,91,40,44.0,3.39,1.49,0.14,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,10,,,,,,,,,,,,,,,,,0,28,4,108,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,78.9,85,19,1,21,1,1.74,53,36,+17,+0.63,-1.04
66,Indy Boonen,be BEL,"FW,MF",Oostende,21,1999,10,2,271,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,3,1,33.3,1.00,0.33,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,0,,,,,,,,,,,,,,,,,0,6,0,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8.9,72,1,8,16,10,1.25,5,3,+2,+0.66,+0.50
67,Louis Bostyn,be BEL,GK,Zulte Waregem,26,1993,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,0,0,,,0,55,1.96,171,121,70.8,12,4,12,4,14.3,5,1,0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,90,82.4,90,28,0,,6,1.43,46,55,-9,-0.32,+0.85
68,Jordan Botaka,cd COD,"DF,MF",Charleroi,27,1993,10,9,686,7.6,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches,2020-2021,Belgium,8,3,37.5,1.05,0.39,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,13,,,,,,,,,,,,,,,,,0,5,1,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,22.4,73,5,1,27,1,0.90,10,8,+2,+0.26,+0.45
69,Jordan Botaka,cd COD,"MF,DF",Gent,27,1993,8,4,387,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,8,3,37.5,1.05,0.39,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,13,,,,,,,,,,,,,,,,,0,5,1,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,22.4,73,5,1,27,1,0.90,10,8,+2,+0.26,+0.45
70,Pierre Bourdin,fr FRA,"MF,DF",Beerschot,26,1994,31,22,2012,22.4,3,1,4,3,0,0,3,0,0.13,0.04,0.18,0.13,0.18,Matches,2020-2021,Belgium,11,2,18.2,0.49,0.09,0.27,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,25,,,,,,,,,,,,,,,,,0,18,3,24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65.8,82,16,9,24,2,1.32,36,36,0,0.00,+0.52
71,Frank Boya,cm CMR,MF,Antwerp,24,1996,10,6,520,5.8,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches,2020-2021,Belgium,11,2,18.2,1.90,0.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,11,,,,,,,,,,,,,,,,,0,11,3,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,17.0,79,3,4,12,9,1.33,6,9,-3,-0.52,-0.77
72,George Broadbent,eng ENG,"DF,MF",Beerschot,19,2000,2,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.3,,0,2,4,2,0.00,0,2,-2,-22.50,-22.38
73,Loris Brogno,be BEL,"FW,MF",Beerschot,27,1992,16,9,803,8.9,3,2,5,3,0,0,3,1,0.34,0.22,0.56,0.34,0.56,Matches,2020-2021,Belgium,11,3,27.3,1.23,0.34,0.27,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,7,,,,,,,,,,,,,,,,,0,10,1,16,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,26.2,77,1,7,16,4,1.44,17,13,+4,+0.45,+0.85
74,Christian Brüls,be BEL,MF,Sint-Truiden,31,1988,14,12,956,10.6,1,3,4,1,0,0,1,0,0.09,0.28,0.38,0.09,0.38,Matches,2020-2021,Belgium,25,6,24.0,2.35,0.56,0.04,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,3,,,,,,,,,,,,,,,,,0,4,0,55,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,31.2,79,2,2,6,1,1.21,16,18,-2,-0.19,+0.20
75,Gianni Bruno,be BEL,"FW,MF",Zulte Waregem,28,1991,34,33,2922,32.5,20,4,24,17,3,5,2,0,0.62,0.12,0.74,0.52,0.65,Matches,2020-2021,Belgium,109,39,35.8,3.36,1.20,0.16,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,15,,,,,,,,,,,,,,,,,0,26,10,71,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,95.5,87,23,1,45,0,1.35,50,65,-15,-0.46,+0.19
76,Massimo Bruno,be BEL,"MF,FW",Charleroi,26,1993,18,6,597,6.6,2,0,2,2,0,0,0,0,0.30,0.00,0.30,0.30,0.30,Matches,2020-2021,Belgium,22,7,31.8,3.32,1.06,0.09,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,3,,,,,,,,,,,,,,,,,0,7,1,26,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,19.5,67,0,12,16,2,0.83,6,16,-10,-1.51,-1.76
77,Jacob Bruun Larsen,dk DEN,"FW,MF",Anderlecht,21,1998,9,4,328,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,12,1,8.3,3.29,0.27,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,0,2,1,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10.7,54,0,5,23,2,1.33,6,4,+2,+0.55,+0.12
78,Sébastien Bruzzese,be BEL,GK,Cercle Brugge,31,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,90,2.9,90,1,0,,14,1.00,1,1,0,0.00,+0.33
79,Charles-Andréas Brym,ca CAN,FW,Excel Mouscron,21,1998,7,2,201,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,1,0,0.0,0.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2,,,,,,,,,,,,,,,,,0,7,0,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6.6,59,0,5,17,3,0.57,2,4,-2,-0.90,-0.27
80,Jonathan Buatu Mananga,ao ANG,DF,Sint-Truiden,26,1993,29,26,2421,26.9,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches,2020-2021,Belgium,6,2,33.3,0.22,0.07,0.17,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,28,,,,,,,,,,,,,,,,,0,17,0,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,79.1,90,26,3,27,5,1.17,31,36,-5,-0.19,+0.66
81,Osman Bukari,gh GHA,"FW,MF",Gent,21,1998,25,18,1616,18.0,4,3,7,4,0,0,3,0,0.22,0.17,0.39,0.22,0.39,Matches,2020-2021,Belgium,45,17,37.8,2.51,0.95,0.09,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,7,,,,,,,,,,,,,,,,,0,26,12,40,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,52.8,85,11,7,13,2,1.50,27,22,+5,+0.28,-0.66
82,Mustapha Bundu,sl SLE,MF,Anderlecht,23,1997,9,5,402,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,6,0,0.0,1.34,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,0,8,1,21,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,13.1,68,1,4,16,5,1.78,4,3,+1,+0.22,-0.25
83,Rocky Bushiri,be BEL,DF,Mechelen,20,1999,6,6,510,5.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,3,0,0.0,0.53,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5,,,,,,,,,,,,,,,,,0,9,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,16.7,85,4,0,,6,0.67,6,11,-5,-0.88,-1.20
84,Rocky Bushiri,be BEL,DF,Eupen,20,1999,1,1,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,3,0,0.0,0.53,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5,,,,,,,,,,,,,,,,,0,9,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,16.7,85,4,0,,6,0.67,6,11,-5,-0.88,-1.20
85,Maxime Busi,be BEL,DF,Charleroi,20,1999,7,7,630,7.0,0,1,1,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,Matches,2020-2021,Belgium,3,0,0.0,0.43,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,10,,,,,,,,,,,,,,,,,0,10,1,24,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20.6,90,7,0,,0,2.71,13,3,+10,+1.43,+1.91
86,Aurélio Buta,pt POR,MF,Antwerp,23,1997,19,10,1059,11.8,0,3,3,0,0,0,7,0,0.00,0.25,0.25,0.00,0.25,Matches,2020-2021,Belgium,6,1,16.7,0.51,0.08,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,15,,,,,,,,,,,,,,,,,0,16,0,54,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,34.6,83,4,9,26,3,1.20,16,18,-2,-0.17,-0.44
87,Jean Butez,fr FRA,GK,Antwerp,25,1995,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,0,0,0,,,0,25,1.39,74,51,68.9,9,4,5,2,11.1,2,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,90,52.9,90,18,0,,6,1.50,33,25,+8,+0.44,+0.69
88,Liberato Cacace,nz NZL,"MF,DF",Sint-Truiden,19,2000,27,27,2422,26.9,0,2,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches,2020-2021,Belgium,23,3,13.0,0.85,0.11,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,42,,,,,,,,,,,,,,,,,0,23,3,54,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,79.2,90,25,0,,0,1.22,33,37,-4,-0.15,+0.84
89,Igor de Camargo,be BEL,FW,Mechelen,37,1983,27,14,1383,15.4,8,1,9,7,1,1,3,0,0.52,0.07,0.59,0.46,0.52,Matches,2020-2021,Belgium,38,21,55.3,2.47,1.37,0.18,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,4,,,,,,,,,,,,,,,,,0,17,5,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,45.2,80,6,13,21,0,1.64,26,20,+6,+0.39,+0.50
90,Capita,ao ANG,FW,Excel Mouscron,18,2002,3,0,51,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,1,0,0.0,1.76,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,0,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1.7,,0,3,17,2,0.33,0,2,-2,-3.53,-2.93
91,Brecht Capon,be BEL,"DF,MF",Oostende,32,1988,11,9,803,8.9,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,2020-2021,Belgium,7,4,57.1,0.78,0.45,0.14,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,8,,,,,,,,,,,,,,,,,0,11,0,22,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,26.2,88,7,2,8,9,1.92,14,11,+3,+0.34,+0.18
92,Mehdi Carcela,ma MAR,"MF,FW",Standard Liège,31,1989,24,11,1121,12.5,1,2,3,0,1,1,4,0,0.08,0.16,0.24,0.00,0.16,Matches,2020-2021,Belgium,32,16,50.0,2.57,1.28,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,10,,,,,,,,,,,,,,,,,0,14,1,51,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,36.6,72,2,13,25,7,1.19,21,14,+7,+0.56,+0.84
93,Arne Cassaert,be BEL,DF,Cercle Brugge,19,2000,2,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3.0,90,1,1,1,1,2.00,1,1,0,0.00,+0.33
94,Bram Castro,be BEL,GK,Oostende,37,1982,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,4,1.33,10,7,70.0,2,0,1,0,0.0,1,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,90,8.8,90,3,0,,29,1.50,5,4,+1,+0.33,+0.14
95,Alessio Castro-Montes,be BEL,"MF,DF",Gent,23,1997,31,31,2624,29.2,6,1,7,6,0,2,4,0,0.21,0.03,0.24,0.21,0.24,Matches,2020-2021,Belgium,25,13,52.0,0.86,0.45,0.24,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,40,,,,,,,,,,,,,,,,,0,36,1,98,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85.8,85,18,0,,1,1.57,47,35,+12,+0.41,-1.24
