Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,FK,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off
1,Almen Abdi,ch SUI,MF,Sheffield Weds,30,1986,4,1,160,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,4,0,0.0,2.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0,,,,,,,,,,,,,,,,,0,2,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3.9,,0,3,,7,1.00,2,2,0,0.00,+0.02
2,Che Adams,sct SCO,"FW,MF",Birmingham City,21,1996,30,16,1541,17.1,5,2,7,5,0,0,1,1,0.29,0.12,0.41,0.29,0.41,Matches,2017-2018,England2,47,20,42.6,2.74,1.17,0.11,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,5,,,,,,,,,,,,,,,,,0,28,15,24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,37.2,,6,14,,1,1.10,14,23,-9,-0.53,+0.20
3,Tom Adeyemi,eng ENG,MF,Ipswich Town,25,1991,5,4,361,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,5,1,20.0,1.25,0.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,2,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,8.7,,3,1,,0,1.20,10,6,+4,+1.00,+1.16
4,Albert Adomah,gh GHA,MF,Aston Villa,29,1987,39,34,2846,31.6,14,5,19,11,3,3,1,0,0.44,0.16,0.60,0.35,0.51,Matches,2017-2018,England2,57,27,47.4,1.80,0.85,0.19,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,32,,,,,,,,,,,,,,,,,0,30,24,192,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,68.7,,12,5,,2,1.83,46,25,+21,+0.66,+0.04
5,Benik Afobe,cd COD,FW,Wolves,24,1993,16,7,698,7.8,6,0,6,6,0,0,0,0,0.77,0.00,0.77,0.77,0.77,Matches,2017-2018,England2,28,10,35.7,3.61,1.29,0.21,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,6,,,,,,,,,,,,,,,,,0,6,10,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,16.9,,0,9,,1,2.13,17,4,+13,+1.68,+0.89
6,Gabby Agbonlahor,eng ENG,MF,Aston Villa,30,1986,6,2,288,3.2,1,1,2,1,0,0,0,0,0.31,0.31,0.62,0.31,0.62,Matches,2017-2018,England2,3,2,66.7,0.94,0.62,0.33,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,0,,,,,,,,,,,,,,,,,0,10,1,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,7.0,,2,4,,1,0.50,2,7,-5,-1.56,-2.38
7,Ola Aina,ng NGA,"DF,MF",Hull City,20,1996,44,42,3824,42.5,0,3,3,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches,2017-2018,England2,34,7,20.6,0.80,0.16,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,88,,,,,,,,,,,,,,,,,0,45,2,98,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,92.4,,41,2,,2,1.09,60,62,-2,-0.05,-0.62
8,Joost van Aken,nl NED,DF,Sheffield Weds,23,1994,14,14,1228,13.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,,4,,,0.29,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,29.7,,13,0,,0,,,,,,
9,Lucas Akins,gd GRN,"MF,FW",Burton Albion,28,1989,42,39,3508,39.0,5,6,11,3,2,3,5,0,0.13,0.15,0.28,0.08,0.23,Matches,2017-2018,England2,48,18,37.5,1.23,0.46,0.06,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,37,,,,,,,,,,,,,,,,,0,58,7,99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,84.7,,35,3,,0,0.95,35,68,-33,-0.85,+0.58
10,Hope Akpan,ng NGA,MF,Burton Albion,25,1991,26,19,1760,19.6,2,1,3,2,0,0,1,1,0.10,0.05,0.15,0.10,0.15,Matches,2017-2018,England2,29,9,31.0,1.48,0.46,0.07,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,12,,,,,,,,,,,,,,,,,0,25,0,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,42.5,,13,7,,9,0.77,18,35,-17,-0.87,+0.11
11,Ezgjan Alioski,mk MKD,"MF,FW",Leeds United,25,1992,42,40,3127,34.7,7,5,12,7,0,0,6,0,0.20,0.14,0.35,0.20,0.35,Matches,2017-2018,England2,88,27,30.7,2.53,0.78,0.08,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,25,,,,,,,,,,,,,,,,,0,49,23,143,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,75.5,,14,2,,3,1.33,47,47,0,0.00,+0.44
12,Jamie Allen,eng ENG,MF,Burton Albion,22,1995,29,19,1723,19.1,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches,2017-2018,England2,20,6,30.0,1.04,0.31,0.05,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,12,,,,,,,,,,,,,,,,,0,14,1,61,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,41.6,,11,10,,10,0.79,12,40,-28,-1.46,-0.90
13,Ben Alnwick,eng ENG,GK,Bolton,30,1987,39,39,3465,38.5,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,2017-2018,England2,1,0,0.0,0.03,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,59,1.53,184,125,70.1,9,11,18,8,20.5,4,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,89,83.7,,38,0,,5,1.05,32,59,-27,-0.70,+0.37
14,Sone Aluko,ng NGA,"MF,FW",Reading,28,1989,39,36,3032,33.7,2,4,6,2,0,0,4,0,0.06,0.12,0.18,0.06,0.18,Matches,2017-2018,England2,59,22,37.3,1.75,0.65,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,22,,,,,,,,,,,,,,,,,0,35,5,148,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,73.2,,20,3,,1,0.95,36,55,-19,-0.56,-0.32
15,Sone Aluko,ng NGA,FW,Fulham,28,1989,4,4,331,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,59,22,37.3,1.75,0.65,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,22,,,,,,,,,,,,,,,,,0,35,5,148,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,73.2,,20,3,,1,0.95,36,55,-19,-0.56,-0.32
16,Sammy Ameobi,eng ENG,"MF,FW",Bolton,25,1992,35,33,2901,32.2,4,2,6,4,0,0,8,0,0.12,0.06,0.19,0.12,0.19,Matches,2017-2018,England2,71,19,26.8,2.20,0.59,0.06,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,36,,,,,,,,,,,,,,,,,0,60,2,108,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,70.1,,23,2,,0,1.06,32,47,-15,-0.47,+0.99
17,Vurnon Anita,cw CUW,DF,Leeds United,28,1989,18,14,1290,14.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,2,1,50.0,0.14,0.07,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,22,,,,,,,,,,,,,,,,,0,20,0,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,31.2,,10,4,,22,1.56,17,18,-1,-0.07,+0.06
18,Ikechi Anya,sct SCO,MF,Derby County,29,1988,7,3,304,3.4,0,1,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,Matches,2017-2018,England2,3,0,0.0,0.89,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,0,2,1,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,7.3,,1,4,,3,1.00,3,2,+1,+0.30,-0.20
19,Jordan Archer,sct SCO,GK,Millwall,24,1993,45,45,4050,45.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,45,1.00,176,131,75.6,19,14,12,18,40.0,2,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,90,97.8,,45,0,,0,1.58,56,45,+11,+0.24,+0.24
20,Theo Archibald,sct SCO,"FW,MF",Brentford,19,1998,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.5,,0,2,,3,0.50,0,0,0,0.00,-0.22
21,Adam Armstrong,eng ENG,"MF,FW",Bolton,20,1997,20,14,1113,12.4,1,2,3,1,0,0,0,0,0.08,0.16,0.24,0.08,0.24,Matches,2017-2018,England2,33,8,24.2,2.67,0.65,0.03,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,6,,,,,,,,,,,,,,,,,0,11,2,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,26.9,,3,6,,4,0.95,12,19,-7,-0.57,+0.27
22,Joel Asoro,se SWE,"FW,MF",Sunderland,18,1999,26,11,1225,13.6,3,1,4,3,0,0,2,0,0.22,0.07,0.29,0.22,0.29,Matches,2017-2018,England2,34,11,32.4,2.50,0.81,0.09,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,3,,,,,,,,,,,,,,,,,0,20,7,29,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,29.6,,7,15,,9,0.65,16,27,-11,-0.81,-0.28
23,Britt Assombalonga,cd COD,FW,Middlesbrough,24,1992,44,32,2982,33.1,15,0,15,14,1,2,3,0,0.45,0.00,0.45,0.42,0.42,Matches,2017-2018,England2,89,34,38.2,2.69,1.03,0.16,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,6,,,,,,,,,,,,,,,,,0,49,42,7,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,72.0,,20,12,,2,1.54,46,32,+14,+0.42,-0.20
24,Daniel Ayala,es ESP,DF,Middlesbrough,26,1990,33,33,2909,32.3,7,2,9,7,0,0,3,2,0.22,0.06,0.28,0.22,0.28,Matches,2017-2018,England2,28,8,28.6,0.87,0.25,0.25,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,33,,,,,,,,,,,,,,,,,1,43,2,4,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,70.3,,31,0,,3,1.59,49,33,+16,+0.50,+0.06
25,Floyd Ayité,tg TOG,FW,Fulham,28,1988,28,23,1711,19.0,4,2,6,4,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches,2017-2018,England2,46,18,39.1,2.42,0.95,0.09,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,7,,,,,,,,,,,,,,,,,0,22,12,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,41.3,,7,5,,2,1.69,25,23,+2,+0.11,-1.04
26,Luke Ayling,eng ENG,DF,Leeds United,25,1991,27,27,2365,26.3,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,2017-2018,England2,10,2,20.0,0.38,0.08,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,41,,,,,,,,,,,,,,,,,0,24,0,56,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,57.1,,26,0,,0,1.70,39,28,+11,+0.42,+1.23
27,Leandro Bacuna,cw CUW,MF,Aston Villa,25,1991,1,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,1,0,0.0,1.30,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1.7,,0,0,,0,1.00,1,1,0,0.00,-0.66
28,Leandro Bacuna,cw CUW,"MF,DF",Reading,25,1991,33,29,2650,29.4,1,3,4,0,1,1,8,1,0.03,0.10,0.14,0.00,0.10,Matches,2017-2018,England2,1,0,0.0,1.30,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1.7,,0,0,,0,1.00,1,1,0,0.00,-0.66
29,Chris Baird,nir NIR,DF,Derby County,35,1982,22,21,1887,21.0,0,1,1,0,0,0,3,1,0.00,0.05,0.05,0.00,0.05,Matches,2017-2018,England2,2,0,0.0,0.10,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,43,,,,,,,,,,,,,,,,,0,22,0,83,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,45.6,,20,1,,17,1.64,34,24,+10,+0.48,0.00
30,Ash Baker,wls WAL,MF,Sheffield Weds,20,1996,1,1,83,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,2.0,,0,0,,5,3.00,4,1,+3,+3.25,+3.34
31,Lewis Baker,eng ENG,MF,Middlesbrough,22,1995,12,6,621,6.9,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,2017-2018,England2,17,5,29.4,2.46,0.72,0.06,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,6,,,,,,,,,,,,,,,,,0,5,0,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,15.0,,4,6,,11,1.83,6,5,+1,+0.14,-0.39
32,Nathan Baker,eng ENG,DF,Bristol City,26,1991,34,34,2731,30.3,0,1,1,0,0,0,7,1,0.00,0.03,0.03,0.00,0.03,Matches,2017-2018,England2,17,5,29.4,0.56,0.16,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,39,,,,,,,,,,,,,,,,,0,44,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,66.0,,27,0,,2,1.56,43,39,+4,+0.13,-0.19
33,George Baldock,gr GRE,MF,Sheffield Utd,24,1993,34,30,2683,29.8,1,1,2,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,Matches,2017-2018,England2,29,10,34.5,0.97,0.34,0.03,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,23,,,,,,,,,,,,,,,,,0,48,11,82,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,64.8,,26,4,,1,1.38,38,35,+3,+0.10,-0.15
34,Sol Bamba,ci CIV,DF,Cardiff City,32,1985,46,43,3849,42.8,4,1,5,4,0,0,7,0,0.09,0.02,0.12,0.09,0.12,Matches,2017-2018,England2,37,14,37.8,0.87,0.33,0.11,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,120,,,,,,,,,,,,,,,,,0,50,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,93.0,,40,3,,0,1.96,62,38,+24,+0.56,-1.29
35,Patrick Bamford,eng ENG,"FW,MF",Middlesbrough,23,1993,39,23,2083,23.1,11,0,11,11,0,0,2,0,0.48,0.00,0.48,0.48,0.48,Matches,2017-2018,England2,74,27,36.5,3.20,1.17,0.15,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,10,,,,,,,,,,,,,,,,,0,44,19,9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,50.3,,7,16,,3,1.56,40,21,+19,+0.82,+0.69
36,Barry Bannan,sct SCO,MF,Sheffield Weds,27,1989,29,28,2451,27.2,0,3,3,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches,2017-2018,England2,29,4,13.8,1.06,0.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,35,,,,,,,,,,,,,,,,,0,19,0,64,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,59.2,,22,1,,0,1.59,42,29,+13,+0.48,+1.22
37,Alex Baptiste,eng ENG,DF,QPR,31,1986,26,26,2242,24.9,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,6,1,16.7,0.24,0.04,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,52,,,,,,,,,,,,,,,,,1,14,0,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,54.2,,22,0,,9,1.12,28,37,-9,-0.36,-0.22
38,Yoann Barbet,fr FRA,DF,Brentford,24,1993,34,32,2949,32.8,3,2,5,3,0,0,6,0,0.09,0.06,0.15,0.09,0.15,Matches,2017-2018,England2,65,13,20.0,1.98,0.40,0.05,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,48,,,,,,,,,,,,,,,,,0,21,2,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,71.2,,30,2,,11,1.44,43,37,+6,+0.18,-0.12
39,Shaun Barker,eng ENG,DF,Burton Albion,34,1982,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,,0,1,,14,3.00,0,0,0,0.00,+0.94
40,Tom Barkhuizen,eng ENG,MF,Preston,24,1993,46,43,3692,41.0,8,7,15,8,0,0,3,0,0.20,0.17,0.37,0.20,0.37,Matches,2017-2018,England2,76,28,36.8,1.85,0.68,0.11,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,23,,,,,,,,,,,,,,,,,0,26,13,94,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,89.2,,25,3,,0,1.59,53,43,+10,+0.24,+0.04
41,Harvey Barnes,eng ENG,MF,Barnsley,19,1997,23,18,1398,15.5,5,1,6,5,0,0,1,0,0.32,0.06,0.39,0.32,0.39,Matches,2017-2018,England2,40,12,30.0,2.58,0.77,0.13,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,5,,,,,,,,,,,,,,,,,0,22,0,49,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,33.8,,5,5,,1,1.00,17,24,-7,-0.45,+0.11
42,Modou Barrow,gm GAM,"MF,FW",Reading,24,1992,41,37,3343,37.1,10,4,14,10,0,0,6,0,0.27,0.11,0.38,0.27,0.38,Matches,2017-2018,England2,55,22,40.0,1.48,0.59,0.18,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,12,,,,,,,,,,,,,,,,,0,32,38,111,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,80.7,,28,4,,1,1.02,41,53,-12,-0.32,+0.81
43,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,29,1988,45,44,3884,43.2,2,1,3,2,0,0,8,0,0.05,0.02,0.07,0.05,0.07,Matches,2017-2018,England2,18,4,22.2,0.42,0.09,0.11,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,92,,,,,,,,,,,,,,,,,0,38,6,93,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,93.8,,40,1,,0,1.51,61,52,+9,+0.21,+0.91
44,Danny Batth,eng ENG,DF,Wolves,26,1990,16,15,1275,14.2,1,0,1,1,0,0,3,1,0.07,0.00,0.07,0.07,0.07,Matches,2017-2018,England2,6,1,16.7,0.42,0.07,0.17,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,19,,,,,,,,,,,,,,,,,0,24,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,30.8,,13,1,,27,2.00,26,17,+9,+0.64,-0.43
45,Daniel Batty,eng ENG,MF,Hull City,19,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,0,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2.2,,1,0,,5,1.00,1,1,0,0.00,0.00
46,Roy Beerens,nl NED,"FW,MF",Reading,29,1987,17,9,879,9.8,2,0,2,2,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches,2017-2018,England2,11,3,27.3,1.13,0.31,0.18,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,2,,,,,,,,,,,,,,,,,0,15,7,58,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,21.2,,6,8,,4,1.12,9,19,-10,-1.02,-0.69
47,Mark Beevers,eng ENG,DF,Bolton,27,1989,44,44,3960,44.0,1,0,1,1,0,0,10,0,0.02,0.00,0.02,0.02,0.02,Matches,2017-2018,England2,18,7,38.9,0.41,0.16,0.06,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,67,,,,,,,,,,,,,,,,,0,44,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,95.7,,44,0,,0,0.93,36,71,-35,-0.80,-0.80
48,Joe Bennett,eng ENG,"DF,MF",Cardiff City,27,1990,38,38,3338,37.1,1,4,5,1,0,0,7,0,0.03,0.11,0.13,0.03,0.13,Matches,2017-2018,England2,11,2,18.2,0.30,0.05,0.09,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,76,,,,,,,,,,,,,,,,,0,42,2,82,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,80.6,,36,0,,1,1.89,53,33,+20,+0.54,-0.58
49,Mason Bennett,eng ENG,MF,Derby County,21,1996,3,1,42,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,England2,1,0,0.0,2.14,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,0,1,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1.0,,0,2,,4,1.67,1,0,+1,+2.14,+1.68
50,Ryan Bennett,eng ENG,DF,Wolves,27,1990,29,27,2510,27.9,1,1,2,1,0,0,7,0,0.04,0.04,0.07,0.04,0.07,Matches,2017-2018,England2,11,1,9.1,0.39,0.04,0.09,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,40,,,,,,,,,,,,,,,,,0,32,0,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,60.6,,27,2,,10,2.38,54,18,+36,+1.29,+0.90
