Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Myenty Abena,sr SUR,DF,De Graafschap,23,1994,12,10,886,9.8,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.7,13,34,7,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches,2018-2019,Netherlands,6,1,16.7,0.61,0.10,0.00,0.00,10.2,0,0.10,-0.6,-0.6,319,392,81.4,6159,2216,118,138,85.5,157,184,85.3,40,54,74.1,0.2,-0.1,2,22,1,0,11,1.12,7,2,1,0,0,0,0.00,0,0,0,0,0,0,30,19,22,7,1,13,54.2,11,9,7,18,48,33,0,516,39,13,516,8,57.1,6,42.9,266,5,7,2,249,0,14,0,3,0,0,0,61,11,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1,1,46,0,0,0,74,29.0,82,7,2,33,6,0.83,8,26,-18,-1.83,-1.04,13.6,19.9,-6.3,-0.64,+0.33
2,Zakaria Aboukhlal,ma MAR,FW,PSV Eindhoven,18,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39,Matches,2018-2019,Netherlands,1,0,0.0,8.18,0.00,0.00,,17.8,0,0.05,0.0,0.0,4,6,66.7,44,2,1,2,50.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,10,0,2,10,0,,0,,5,0,0,1,6,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,11,0.4,,0,1,10,1,0.00,0,0,0,0.00,-2.13,0.5,0.0,+0.5,+4.04,+2.14
3,Amir Absalem,nl NED,DF,Groningen,21,1997,3,2,163,1.8,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,1,5,5,0.00,0.55,0.55,0.00,0.55,0.02,0.05,0.07,0.02,0.07,Matches,2018-2019,Netherlands,1,1,100.0,0.55,0.55,0.00,0.00,20.9,0,0.04,0.0,0.0,46,68,67.6,867,295,20,26,76.9,20,29,69.0,6,12,50.0,0.1,+0.9,1,3,2,1,4,2.21,4,0,0,0,0,1,0.55,1,0,0,0,0,0,6,4,5,0,1,1,20.0,4,0,0,6,12,3,0,90,4,1,90,0,0.0,1,100.0,55,1,1,1,42,0,3,0,3,0,0,0,15,1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,8,0,0,0,54,5.3,81,1,1,2,25,2.00,3,2,+1,+0.55,+0.65,1.2,2.6,-1.4,-0.79,-0.78
4,Atakan Akkaynak,de GER,MF,Willem II,19,1999,8,5,283,3.1,1,2,3,1,0,0,0,1,0.5,0.5,0.1,0.5,3,9,3,0.32,0.64,0.95,0.32,0.95,0.14,0.03,0.17,0.14,0.17,Matches,2018-2019,Netherlands,1,1,100.0,0.32,0.32,1.00,1.00,15.4,0,0.45,+0.5,+0.5,115,135,85.2,1770,492,60,69,87.0,42,45,93.3,8,13,61.5,0.1,+1.9,2,6,0,0,7,2.22,6,0,0,0,1,2,0.63,2,0,0,0,0,0,3,1,1,2,0,1,20.0,4,4,4,3,6,6,0,163,4,2,163,1,100.0,0,0.0,86,1,5,3,109,0,5,1,0,0,0,0,13,4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,2,0,0,0,0,35,9.2,53,0,3,7,19,0.88,9,7,+2,+0.64,+1.15,6.0,5.5,+0.6,+0.17,+0.37
5,Mukhtar Ali,sa KSA,MF,Vitesse,20,1997,6,2,177,2.0,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,0,5,3,0.51,0.00,0.51,0.51,0.51,0.45,0.00,0.45,0.45,0.45,Matches,2018-2019,Netherlands,2,1,50.0,1.02,0.51,0.50,1.00,10.4,0,0.44,+0.1,+0.1,67,80,83.8,1005,194,33,37,89.2,23,25,92.0,5,6,83.3,0.0,0.0,0,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,1,3,2,0,2,66.7,1,4,4,2,7,2,0,104,3,3,104,1,50.0,1,50.0,48,0,4,3,56,0,3,0,0,0,0,0,11,6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,30,5.8,85,1,4,2,20,2.29,4,3,+1,+0.51,-0.05,3.5,2.3,+1.2,+0.60,+0.25
6,Mounir El Allouchi,ma MAR,"MF,FW",NAC Breda,23,1994,28,21,1906,21.2,0,2,2,0,0,0,2,2,1.4,1.4,2.8,4.2,55,96,90,0.00,0.09,0.09,0.00,0.09,0.07,0.13,0.20,0.07,0.20,Matches,2018-2019,Netherlands,35,11,31.4,1.65,0.52,0.00,0.00,23.4,2,0.04,-1.4,-1.4,843,1057,79.8,13055,3283,463,533,86.9,286,337,84.9,67,117,57.3,2.7,-0.8,20,74,22,3,61,2.88,48,1,0,6,1,6,0.28,5,0,0,1,0,0,35,24,21,12,2,15,37.5,25,15,14,16,51,26,1,1259,37,28,1259,10,47.6,11,52.4,804,11,38,30,911,1,23,0,31,0,0,0,149,14,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,6,16,2,1,0,68,62.3,81,12,7,28,3,0.64,19,44,-25,-1.18,+0.38,23.1,36.8,-13.6,-0.64,+0.20
7,Pelle van Amersfoort,nl NED,"MF,FW",Heerenveen,22,1996,28,11,1178,13.1,4,1,5,4,0,0,2,0,3.3,3.3,3.2,6.5,18,44,62,0.31,0.08,0.38,0.31,0.38,0.25,0.24,0.49,0.25,0.49,Matches,2018-2019,Netherlands,23,11,47.8,1.76,0.84,0.17,0.36,14.2,0,0.14,+0.7,+0.7,257,391,65.7,3877,1176,138,194,71.1,85,121,70.2,16,33,48.5,2.8,-2.2,18,32,11,2,42,3.21,35,0,0,4,1,7,0.53,2,0,0,1,3,1,24,17,10,9,5,8,32.0,17,10,6,9,33,19,0,555,23,39,555,4,23.5,13,76.5,252,3,28,12,383,0,25,2,8,2,0,1,53,41,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,3,12,0,0,0,42,38.5,89,10,17,11,6,1.36,27,27,0,0.00,+0.43,23.5,24.3,-0.8,-0.06,+0.52
8,Mikael Anderson,is ISL,"FW,MF",Excelsior,20,1998,17,7,715,7.9,1,1,2,1,0,0,1,0,1.0,1.0,0.7,1.7,29,10,59,0.13,0.13,0.25,0.13,0.25,0.13,0.08,0.21,0.13,0.21,Matches,2018-2019,Netherlands,12,4,33.3,1.51,0.50,0.08,0.25,19.4,1,0.09,0.0,0.0,103,185,55.7,1484,352,57,82,69.5,40,64,62.5,3,21,14.3,0.8,+0.3,4,5,6,3,16,2.02,9,0,2,4,0,2,0.25,1,0,1,0,0,0,18,10,11,3,4,10,50.0,10,7,7,2,20,4,0,285,4,21,285,10,28.6,25,71.4,181,7,23,10,200,0,9,2,30,0,0,0,36,13,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,0,0,0,42,23.4,79,1,10,16,7,0.82,9,12,-3,-0.38,+0.77,9.8,13.7,-3.9,-0.49,+0.46
9,Angeliño,es ESP,DF,PSV Eindhoven,21,1997,34,34,3048,33.9,1,9,10,1,0,0,3,0,2.0,2.0,10.8,12.8,143,194,274,0.03,0.27,0.30,0.03,0.30,0.06,0.32,0.38,0.06,0.38,Matches,2018-2019,Netherlands,28,13,46.4,0.83,0.38,0.04,0.08,18.4,2,0.07,-1.0,-1.0,1803,2442,73.8,29085,10813,937,1055,88.8,661,909,72.7,149,329,45.3,10.1,-1.8,68,146,88,44,129,3.81,106,8,6,5,2,17,0.50,14,1,0,0,0,2,74,41,39,28,7,37,61.7,23,34,27,48,122,89,0,2815,86,89,2815,49,63.6,28,36.4,1542,25,45,23,1671,0,18,10,212,0,0,0,243,27,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,2,8,380,1,9,2,90,99.6,90,32,0,,0,2.44,96,26,+70,+2.07,-12.93,89.5,25.8,+63.7,+1.88,-5.40
10,Pele van Anholt,nl NED,"DF,MF",NAC Breda,27,1991,16,14,1272,14.1,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.6,24,66,54,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,2018-2019,Netherlands,6,0,0.0,0.42,0.00,0.00,,21.4,0,0.04,-0.2,-0.2,566,753,75.2,9775,3694,284,322,88.2,208,270,77.0,62,120,51.7,0.8,-0.3,5,38,9,2,17,1.20,15,0,0,1,1,1,0.07,1,0,0,0,0,0,35,21,24,8,3,8,34.8,15,13,7,19,54,32,1,899,43,9,899,11,55.0,9,45.0,464,2,14,10,491,0,15,1,36,0,0,0,89,15,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,1,6,156,0,0,0,80,41.6,84,11,2,49,6,0.88,10,32,-22,-1.56,-0.40,17.1,26.4,-9.4,-0.66,+0.10
