Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Alaa Abbas,iq IRQ,"FW,MF",Gil Vicente FC,23,1997,4,1,112,1.2,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,1,0,6,0.80,0.00,0.80,0.80,0.80,0.84,0.00,0.84,0.84,0.84,Matches,2020-2021,Portugal,3,1,33.3,2.41,0.80,0.33,1.00,12.0,0,0.35,0.0,0.0,17,23,73.9,198,35,12,15,80.0,4,5,80.0,0,2,0.0,0.0,0.0,0,1,0,0,1,0.80,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,37,1,3,37,0,,0,,20,0,5,3,30,0,3,0,0,0,0,0,3,4,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,28,3.7,62,0,3,17,5,0.00,1,2,-1,-0.80,-0.56,1.7,2.1,-0.4,-0.33,-0.24
2,Amir Abedzadeh,ir IRN,GK,Marítimo,27,1993,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Portugal,0,0,,0.00,0.00,,,,0,,0.0,0.0,678,1017,66.7,22018,16287,61,61,100.0,303,309,98.1,309,633,48.8,0.0,0.0,0,20,0,0,1,0.03,0,1,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,50.0,1,0,0,1,2,11,1,1084,899,0,1084,0,,0,,592,0,2,0,402,0,0,0,0,0,0,0,40,11,100.0,34,1.17,125,91,75.2,10,5,14,10,34.5,3,1,0,25.0,4,42.4,0.32,+9.4,+0.33,129,43.2,38.4,63.0,49.1,467,27,5.8,35,1.21,14.6,329,0,4,0,0,0,0,90,85.3,90,29,0,,5,1.21,22,34,-12,-0.41,+1.19,31.0,42.6,-11.6,-0.40,+0.25
3,Abner,br BRA,DF,Farense,24,1996,14,14,1223,13.6,0,1,1,0,0,0,4,0,0.0,0.0,0.3,0.3,7,34,25,0.00,0.07,0.07,0.00,0.07,0.00,0.02,0.02,0.00,0.02,Matches,2020-2021,Portugal,0,0,,0.00,0.00,,,,0,,0.0,0.0,342,536,63.8,6740,3189,126,155,81.3,163,244,66.8,51,111,45.9,0.4,+0.7,1,27,5,1,12,0.88,3,6,0,2,1,1,0.07,0,1,0,0,0,0,20,11,14,5,1,9,50.0,9,9,6,34,54,28,1,662,42,3,662,2,40.0,3,60.0,264,3,19,6,261,0,23,0,19,0,0,0,61,14,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,0,2,160,0,0,0,87,40.0,87,11,0,,16,1.14,13,19,-6,-0.44,+0.10,17.5,19.1,-1.6,-0.12,-0.09
4,Fábio Abreu,ao ANG,FW,Moreirense,27,1993,3,3,269,3.0,2,0,2,1,1,1,1,0,2.5,1.7,0.0,1.7,2,4,9,0.67,0.00,0.67,0.33,0.33,0.82,0.01,0.83,0.56,0.57,Matches,2020-2021,Portugal,6,2,33.3,2.01,0.67,0.17,0.50,14.9,0,0.28,-0.5,-0.7,21,32,65.6,330,35,10,17,58.8,10,12,83.3,1,1,100.0,0.0,0.0,1,3,0,0,4,1.34,2,0,0,1,0,2,0.67,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,58,1,10,57,0,0.0,1,100.0,29,1,6,2,47,0,2,0,0,1,0,0,3,9,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,90,8.8,90,2,0,,0,1.33,3,3,0,0.00,+0.19,4.2,5.7,-1.5,-0.49,+0.03
5,Antonio Adán,es ESP,GK,Sporting CP,33,1987,32,32,2880,32.0,0,1,1,0,0,0,5,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches,2020-2021,Portugal,0,0,,0.00,0.00,,,,0,,0.0,0.0,759,1000,75.9,20046,13002,106,106,100.0,427,437,97.7,224,454,49.3,0.0,+0.8,1,5,0,0,4,0.12,2,2,0,0,0,2,0.06,1,1,0,0,0,0,2,1,2,0,0,2,50.0,2,0,0,1,3,12,3,1046,899,0,1046,0,,0,,592,0,2,0,456,0,2,0,0,0,1,0,47,13,100.0,19,0.59,75,56,76.0,24,7,1,19,59.4,1,1,0,50.0,1,20.3,0.25,+2.3,+0.07,136,29.7,32.8,35.7,33.4,331,19,5.7,39,1.22,14.6,285,0,0,0,0,0,0,90,94.1,90,32,0,,0,2.47,58,19,+39,+1.22,-1.78,57.7,23.8,+33.9,+1.06,-1.02
6,João Afonso Crispim,br BRA,"MF,DF",Gil Vicente FC,25,1995,20,14,1211,13.5,0,0,0,0,0,0,10,1,0.0,0.0,0.1,0.1,5,47,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,2020-2021,Portugal,0,0,,0.00,0.00,,,,0,,0.0,0.0,470,568,82.7,10071,2351,149,184,81.0,229,257,89.1,87,109,79.8,0.2,-0.1,3,45,1,0,9,0.67,8,0,0,1,0,1,0.07,1,0,0,0,0,0,41,27,17,23,1,16,41.0,23,17,11,23,64,29,0,697,43,1,697,9,81.8,2,18.2,328,0,14,9,394,1,34,0,0,1,0,0,80,20,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,12,2,0,0,0,61,39.6,81,6,6,14,2,1.05,17,16,+1,+0.07,+0.56,14.3,18.0,-3.7,-0.27,-0.29
7,João Afonso,pt POR,DF,Santa Clara,30,1990,26,14,1331,14.8,0,0,0,0,0,0,2,0,0.9,0.9,0.6,1.5,3,37,2,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches,2020-2021,Portugal,5,0,0.0,0.34,0.00,0.00,,6.7,0,0.18,-0.9,-0.9,460,583,78.9,10491,4004,95,114,83.3,272,305,89.2,90,148,60.8,0.1,-0.6,1,21,0,0,5,0.34,4,0,0,0,0,0,0.00,0,0,0,0,0,0,18,16,14,4,0,9,60.0,6,13,5,26,44,68,0,720,97,10,720,2,100.0,0,0.0,359,0,5,2,427,0,5,0,2,0,0,0,48,39,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,11,1,0,0,0,51,43.5,90,14,12,6,8,1.46,17,15,+2,+0.14,-0.18,18.5,21.0,-2.5,-0.17,-0.60
8,Lucas Áfrico,br BRA,DF,Marítimo,25,1995,17,15,1343,14.9,1,0,1,1,0,0,2,0,1.2,1.2,0.1,1.3,7,29,0,0.07,0.00,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Matches,2020-2021,Portugal,15,4,26.7,1.01,0.27,0.07,0.25,17.1,2,0.08,-0.2,-0.2,505,649,77.8,11072,3990,108,134,80.6,305,339,90.0,86,144,59.7,0.2,-0.1,4,19,0,0,10,0.67,6,2,0,1,1,1,0.07,0,0,0,0,1,0,17,13,14,3,0,7,63.6,4,17,6,14,31,39,1,776,75,20,776,1,100.0,0,0.0,388,0,6,1,479,0,22,0,2,1,1,0,67,36,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,12,3,0,0,0,79,43.9,88,12,2,11,7,0.76,13,28,-15,-1.01,-0.74,13.8,23.1,-9.3,-0.62,-0.33
9,Salvador Agra,pt POR,"FW,MF",Tondela,28,1991,31,26,2257,25.1,3,3,6,3,0,1,6,2,4.7,3.9,2.9,6.8,63,87,193,0.12,0.12,0.24,0.12,0.24,0.19,0.12,0.30,0.15,0.27,Matches,2020-2021,Portugal,50,19,38.0,1.99,0.76,0.06,0.16,22.4,10,0.08,-1.7,-0.9,559,837,66.8,9875,2575,266,327,81.3,209,284,73.6,72,164,43.9,3.1,+0.1,39,47,23,6,71,2.83,41,15,7,3,0,4,0.16,3,1,0,0,0,0,13,7,5,6,2,4,16.0,21,14,13,10,23,10,0,1062,8,52,1061,35,63.6,20,36.4,653,18,59,38,765,0,35,8,131,0,1,0,98,4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,2,11,12,30,16,3,73,73.8,82,12,5,25,0,1.06,22,43,-21,-0.84,-0.84,24.6,40.7,-16.2,-0.64,+0.10
10,Mikel Agu,ng NGA,"MF,DF",Vitória,27,1993,14,8,781,8.7,0,0,0,0,0,0,2,0,1.0,1.0,0.5,1.4,3,20,4,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.16,0.11,0.16,Matches,2020-2021,Portugal,11,1,9.1,1.27,0.12,0.00,0.00,15.1,0,0.09,-1.0,-1.0,313,378,82.8,5666,1538,129,147,87.8,141,156,90.4,35,60,58.3,0.2,-0.5,1,18,0,0,7,0.81,3,1,0,0,0,0,0.00,0,0,0,0,0,0,25,17,16,9,0,9,32.1,19,12,7,25,50,28,0,498,38,12,498,6,66.7,3,33.3,227,0,9,2,266,0,17,0,2,0,0,0,66,22,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,4,1,0,0,0,56,25.5,82,7,6,21,1,1.14,6,9,-3,-0.35,-0.19,10.5,10.7,-0.1,-0.02,+0.22
