Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Aly Abeid,mr MTN,DF,Levante,19,1997,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches,2017-2018,Spain,0,0,,0.00,0.00,,,,0,,0.0,0.0,29,38,76.3,474,167,17,19,89.5,10,12,83.3,2,5,40.0,0.1,-0.1,1,0,1,1,2,2.34,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,0,0.0,1,1,1,3,5,3,0,49,4,0,49,1,100.0,0,0.0,17,0,0,0,23,0,1,0,2,0,0,0,5,1,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,8,0,0,0,77,2.3,77,0,0,,1,0.00,0,3,-3,-3.51,-3.21,0.5,0.9,-0.4,-0.45,+0.04
2,Antonio Adán,es ESP,GK,Betis,30,1987,30,30,2700,30.0,0,2,2,0,0,0,4,0,0.0,0.0,0.7,0.7,0,0,0,0.00,0.07,0.07,0.00,0.07,0.00,0.02,0.02,0.00,0.02,Matches,2017-2018,Spain,0,0,,0.00,0.00,,,,0,,0.0,0.0,868,1256,69.1,24352,18206,125,125,100.0,444,462,96.1,298,664,44.9,0.0,+1.3,4,8,0,0,5,0.17,4,1,0,0,0,2,0.07,1,1,0,0,0,0,1,0,1,0,0,1,100.0,0,1,1,0,1,11,2,1327,1084,0,1327,5,100.0,0,0.0,759,0,6,0,673,0,1,0,0,0,0,0,41,4,80.0,53,1.77,132,82,62.1,14,4,12,9,30.0,3,1,0,25.0,5,41.8,0.29,-7.2,-0.24,130,33.8,32.8,59.7,44.4,468,17,3.6,22,0.73,14.6,344,0,1,0,0,0,0,90,78.9,90,30,0,,0,1.53,50,53,-3,-0.10,-0.35,35.2,41.5,-6.3,-0.21,-0.61
3,Aday,es ESP,DF,Girona,29,1987,31,20,1835,20.4,2,0,2,1,1,2,10,0,2.8,1.3,1.6,2.9,82,61,156,0.10,0.00,0.10,0.05,0.05,0.14,0.08,0.22,0.06,0.14,Matches,2017-2018,Spain,31,12,38.7,1.52,0.59,0.03,0.08,22.8,5,0.04,-0.8,-0.3,738,1047,70.5,12574,3756,386,450,85.8,261,350,74.6,77,188,41.0,2.2,-1.6,20,36,30,22,56,2.75,41,7,0,3,0,3,0.15,3,0,0,0,0,0,17,15,11,4,2,6,35.3,11,19,16,25,42,52,1,1259,49,39,1257,27,64.3,15,35.7,658,12,25,23,739,0,39,6,134,0,0,1,97,37,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,1,15,190,0,2,0,59,53.7,82,13,11,18,4,1.16,29,31,-2,-0.10,+0.30,29.4,27.6,+1.8,+0.09,+0.18
4,Aritz Aduriz,es ESP,FW,Athletic Club,36,1981,33,21,2152,23.9,9,1,10,6,3,5,5,0,11.1,7.6,1.5,9.0,27,45,150,0.38,0.04,0.42,0.25,0.29,0.47,0.06,0.53,0.32,0.38,Matches,2017-2018,Spain,56,23,41.1,2.34,0.96,0.11,0.26,13.5,0,0.13,-2.1,-1.6,337,518,65.1,4422,934,218,296,73.6,86,143,60.1,12,30,40.0,1.6,-0.5,11,41,11,0,35,1.46,19,0,2,7,1,2,0.08,2,0,0,0,0,0,11,8,2,6,3,1,16.7,5,6,6,3,14,18,0,702,20,108,697,19,79.2,5,20.8,411,10,43,42,575,0,42,35,20,0,0,0,45,99,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,2,7,0,0,0,65,62.9,86,15,12,30,2,1.12,26,24,+2,+0.08,+0.79,29.8,27.4,+2.4,+0.10,+0.31
5,Martin Agirregabiria,es ESP,DF,Alavés,21,1996,21,20,1828,20.3,0,4,4,0,0,0,4,0,0.1,0.1,1.5,1.6,24,48,54,0.00,0.20,0.20,0.00,0.20,0.00,0.08,0.08,0.00,0.08,Matches,2017-2018,Spain,3,1,33.3,0.15,0.05,0.00,0.00,36.8,0,0.02,-0.1,-0.1,634,884,71.7,9706,4749,366,436,83.9,207,288,71.9,47,104,45.2,0.9,+2.5,13,46,12,9,25,1.23,20,5,0,0,0,5,0.25,5,0,0,0,0,0,50,33,31,17,2,32,64.0,18,13,6,41,91,66,0,1114,81,6,1114,16,47.1,18,52.9,476,6,20,10,483,0,19,0,50,0,0,0,120,17,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,2,3,216,0,0,0,87,53.5,89,19,1,45,4,1.81,28,19,+9,+0.44,+1.52,24.2,24.0,+0.2,+0.01,+1.00
6,Imanol Agirretxe,es ESP,FW,Real Sociedad,30,1987,11,2,232,2.6,0,0,0,0,0,0,0,0,1.2,1.2,0.0,1.2,1,5,8,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches,2017-2018,Spain,6,2,33.3,2.33,0.78,0.00,0.00,10.4,0,0.19,-1.2,-1.2,38,60,63.3,488,81,24,32,75.0,9,16,56.3,1,3,33.3,0.0,0.0,0,1,0,0,2,0.78,0,0,0,1,0,2,0.78,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,0,78,2,11,78,3,100.0,0,0.0,46,0,8,4,65,0,1,1,1,1,0,0,6,8,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,21,6.8,68,1,9,11,5,1.45,5,2,+3,+1.16,+1.05,4.7,2.0,+2.7,+1.04,+1.03
7,Matías Aguirregaray,uy URU,DF,Las Palmas,28,1989,15,14,1153,12.8,0,0,0,0,0,0,3,0,0.6,0.6,0.6,1.2,23,57,49,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches,2017-2018,Spain,9,0,0.0,0.70,0.00,0.00,,21.1,0,0.07,-0.6,-0.6,519,698,74.4,8233,3470,272,304,89.5,188,260,72.3,40,94,42.6,1.3,-0.6,5,42,18,5,19,1.48,16,0,1,0,0,2,0.16,1,0,0,1,0,0,26,20,12,12,2,12,37.5,20,13,12,24,50,25,0,830,34,12,830,14,60.9,9,39.1,460,2,12,15,473,0,19,1,19,0,0,0,87,14,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,2,4,126,0,0,0,77,33.7,81,10,1,17,2,0.53,7,17,-10,-0.78,+0.81,10.9,23.1,-12.2,-0.95,-0.16
8,Ager Aketxe,es ESP,MF,Athletic Club,23,1993,3,0,37,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,6,3,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches,2017-2018,Spain,2,0,0.0,4.86,0.00,0.00,,26.2,0,0.03,-0.1,-0.1,32,42,76.2,478,96,18,21,85.7,9,11,81.8,3,7,42.9,0.0,0.0,0,3,0,0,3,7.30,3,0,0,0,0,1,2.43,1,0,0,0,0,0,1,1,1,0,0,1,50.0,1,1,1,1,2,0,0,49,0,1,49,0,0.0,1,100.0,31,1,0,3,34,0,1,0,7,0,0,0,6,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,2,1,0,12,1.1,,0,3,12,6,1.67,1,0,+1,+2.43,+2.67,1.0,0.7,+0.4,+0.92,+0.95
9,David Alba,es ESP,DF,Getafe,18,1999,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2017-2018,Spain,0,0,,0.00,0.00,,,,0,,0.0,0.0,7,9,77.8,178,102,2,3,66.7,3,4,75.0,2,2,100.0,0.0,0.0,0,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,100.0,0,0,0,0,1,7,1,17,5,0,17,0,,0,,5,0,0,0,4,0,3,0,0,0,0,0,3,1,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,61,1.8,61,0,0,,2,3.00,0,0,0,0.00,-0.24,0.0,1.0,-0.9,-1.39,-1.64
10,Jordi Alba,es ESP,DF,Barcelona,28,1989,33,30,2744,30.5,2,8,10,2,0,0,7,0,2.1,2.1,6.1,8.3,58,135,314,0.07,0.26,0.33,0.07,0.33,0.07,0.20,0.27,0.07,0.27,Matches,2017-2018,Spain,15,5,33.3,0.49,0.16,0.13,0.40,14.4,0,0.14,-0.1,-0.1,2074,2418,85.8,28727,8911,1320,1416,93.2,597,716,83.4,91,138,65.9,5.3,+1.9,38,99,39,4,64,2.10,61,1,1,0,0,11,0.36,10,0,0,1,0,0,63,42,35,22,6,26,50.0,26,34,29,68,131,67,1,2688,82,98,2688,23,69.7,10,30.3,1525,13,30,14,1858,0,35,16,46,0,0,0,189,15,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,2,19,261,0,0,0,83,80.2,89,27,3,24,3,2.48,81,21,+60,+1.97,+0.64,70.9,31.7,+39.2,+1.29,+0.97
