Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Max Aarons,eng ENG,DF,Norwich City,18,2000,41,41,3664,40.7,2,6,8,2,0,0,8,0,2.6,2.6,4.6,7.2,87,151,226,0.05,0.15,0.20,0.05,0.20,0.06,0.11,0.18,0.06,0.18,Matches,2018-2019,England2,24,7,29.2,0.59,0.17,0.08,0.29,17.4,0,0.11,-0.6,-0.6,1826,2289,79.8,25468,10346,1149,1264,90.9,577,727,79.4,57,173,32.9,4.7,+1.4,31,111,34,9,77,1.89,62,2,4,6,0,13,0.32,12,1,0,0,0,0,64,42,38,21,5,37,68.5,17,34,21,46,110,85,2,2699,107,65,2699,56,60.9,36,39.1,1399,20,46,27,1610,0,30,5,78,1,0,0,252,24,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,0,5,389,0,0,0,89,88.5,89,40,0,,1,2.20,84,46,+38,+0.93,+1.31,68.8,41.9,+26.9,+0.66,-0.10
2,Rolando Aarons,eng ENG,"MF,FW",Sheffield Weds,22,1995,9,6,555,6.2,1,1,2,1,0,0,1,0,0.8,0.8,0.9,1.8,22,6,32,0.16,0.16,0.32,0.16,0.32,0.14,0.15,0.29,0.14,0.29,Matches,2018-2019,England2,9,3,33.3,1.46,0.49,0.11,0.33,20.0,0,0.09,+0.2,+0.2,116,163,71.2,1334,252,80,99,80.8,16,27,59.3,6,12,50.0,0.5,+0.1,6,3,6,4,18,2.92,11,0,3,3,0,4,0.65,2,0,0,0,2,0,10,5,6,3,1,3,23.1,10,9,9,5,15,5,0,260,5,20,260,14,46.7,16,53.3,150,10,19,10,169,0,15,0,14,0,0,0,36,6,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0,0,0,62,13.4,85,3,3,15,1,2.11,14,3,+11,+1.78,+2.11,10.5,3.9,+6.5,+1.06,+1.41
3,Tammy Abraham,eng ENG,FW,Aston Villa,20,1997,37,37,3138,34.9,25,3,28,20,5,6,3,0,25.2,20.4,2.9,23.3,48,57,190,0.72,0.09,0.80,0.57,0.66,0.72,0.08,0.80,0.59,0.67,Matches,2018-2019,England2,103,53,51.5,2.95,1.52,0.19,0.38,13.1,1,0.20,-0.2,-0.4,445,654,68.0,6279,1210,263,341,77.1,109,169,64.5,38,61,62.3,2.1,+0.1,26,38,13,2,67,1.92,44,0,7,7,1,10,0.29,4,0,2,2,2,0,17,6,2,13,2,3,27.3,8,27,20,8,25,39,0,1056,44,156,1050,30,58.8,21,41.2,558,16,102,56,826,0,30,15,18,1,0,0,55,105,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4,5,1,0,0,0,85,75.8,85,25,0,,0,1.73,65,42,+23,+0.66,+0.84,59.0,42.3,+16.6,+0.48,+0.50
4,Charlie Adam,sct SCO,MF,Stoke City,32,1985,12,4,386,4.3,0,0,0,0,0,0,3,0,0.4,0.4,0.7,1.1,3,17,7,0.00,0.00,0.00,0.00,0.00,0.10,0.16,0.26,0.10,0.26,Matches,2018-2019,England2,12,1,8.3,2.80,0.23,0.00,0.00,32.8,2,0.03,-0.4,-0.4,129,253,51.0,3443,1324,34,47,72.3,48,78,61.5,45,119,37.8,0.9,-0.7,13,25,7,2,22,5.14,10,9,1,0,1,1,0.23,1,0,0,0,0,0,11,6,4,7,0,6,42.9,8,4,2,13,24,6,0,310,9,0,310,3,75.0,1,25.0,152,0,5,5,156,0,12,0,36,0,0,0,42,7,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,9,0,9,7,8,32,9.3,73,1,8,12,9,1.33,5,4,+1,+0.23,+0.42,4.0,4.5,-0.5,-0.11,-0.09
5,Che Adams,sct SCO,FW,Birmingham City,22,1996,46,43,3728,41.4,22,4,26,21,1,1,5,0,15.9,15.4,6.2,21.6,69,61,332,0.53,0.10,0.63,0.51,0.60,0.39,0.15,0.53,0.37,0.52,Matches,2018-2019,England2,113,54,47.8,2.73,1.30,0.19,0.39,16.5,0,0.14,+6.1,+5.6,526,792,66.4,8111,1453,257,374,68.7,195,266,73.3,39,63,61.9,5.1,-2.2,67,33,19,5,133,3.21,91,2,12,16,1,15,0.36,8,0,6,1,0,0,26,20,4,16,6,2,22.2,7,28,25,8,34,26,0,1249,19,189,1248,39,50.0,39,50.0,797,40,123,84,926,0,76,15,34,0,0,0,122,38,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,6,6,2,0,0,0,81,90.0,86,28,3,16,0,1.33,61,56,+5,+0.12,-0.10,51.1,54.0,-3.0,-0.07,-0.08
6,Tosin Adarabioyo,eng ENG,DF,West Brom,20,1997,29,21,2031,22.6,0,2,2,0,0,0,3,0,1.6,1.6,0.6,2.2,21,69,27,0.00,0.09,0.09,0.00,0.09,0.07,0.03,0.10,0.07,0.10,Matches,2018-2019,England2,10,2,20.0,0.44,0.09,0.00,0.00,9.2,0,0.16,-1.6,-1.6,895,1208,74.1,17230,6455,329,406,81.0,454,586,77.5,101,175,57.7,0.4,+1.4,8,57,6,2,28,1.24,22,3,1,0,1,5,0.22,3,0,1,0,0,1,48,34,36,8,4,25,67.6,12,28,13,36,84,102,3,1472,125,17,1472,18,66.7,9,33.3,512,1,20,13,736,0,17,0,10,0,1,0,135,88,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,11,159,0,0,0,70,49.1,86,16,8,28,12,1.57,37,31,+6,+0.27,-0.54,38.0,27.5,+10.5,+0.46,+0.36
7,Hakeeb Adelakun,eng ENG,MF,Bristol City,22,1996,5,3,166,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,2,1,10,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches,2018-2019,England2,4,0,0.0,2.17,0.00,0.00,,26.2,0,0.03,-0.1,-0.1,33,48,68.8,787,160,10,16,62.5,10,12,83.3,11,15,73.3,0.1,-0.1,3,3,1,1,4,2.17,1,2,0,1,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,0.0,1,4,3,2,3,2,0,75,3,3,75,3,42.9,4,57.1,47,2,2,4,46,0,3,0,6,0,0,0,13,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0,3,0,1,33,4.0,55,0,2,0,0,2.00,0,1,-1,-0.54,-0.70,1.0,1.7,-0.6,-0.35,-0.52
8,Albert Adomah,gh GHA,"MF,FW",Aston Villa,30,1987,36,22,1857,20.6,4,2,6,4,0,0,3,0,3.8,3.8,5.3,9.1,80,51,177,0.19,0.10,0.29,0.19,0.29,0.18,0.26,0.44,0.18,0.44,Matches,2018-2019,England2,36,12,33.3,1.74,0.58,0.11,0.33,15.0,0,0.11,+0.2,+0.2,468,669,70.0,6585,1926,288,338,85.2,116,194,59.8,32,62,51.6,4.6,-3.3,27,30,32,19,59,2.86,50,0,2,2,1,6,0.29,5,0,1,0,0,0,53,38,27,22,4,19,41.3,27,25,23,20,73,19,0,946,27,81,946,18,38.3,29,61.7,486,14,51,41,636,0,23,14,105,0,0,0,100,21,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,2,22,0,0,0,52,44.9,70,5,14,23,4,1.90,35,20,+15,+0.73,+0.49,36.7,22.4,+14.3,+0.69,+0.61
9,Benik Afobe,cd COD,FW,Stoke City,25,1993,45,32,2818,31.3,8,2,10,6,2,4,0,0,12.2,9.0,1.2,10.2,35,16,199,0.26,0.06,0.32,0.19,0.26,0.39,0.04,0.43,0.29,0.33,Matches,2018-2019,England2,47,20,42.6,1.50,0.64,0.13,0.30,12.8,0,0.19,-4.2,-3.0,433,593,73.0,5613,604,290,357,81.2,111,156,71.2,10,20,50.0,1.0,+0.8,17,10,9,6,44,1.41,32,2,0,3,0,4,0.13,3,0,0,1,0,0,27,17,7,14,6,7,31.8,15,17,16,9,36,31,0,909,31,108,905,15,44.1,19,55.9,502,20,106,46,680,0,33,29,23,1,0,0,73,88,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,1,9,0,0,0,63,68.1,81,13,13,18,1,1.22,30,35,-5,-0.16,-0.02,33.0,38.6,-5.5,-0.18,-0.47
10,Semi Ajayi,ng NGA,"DF,MF",Rotherham Utd,24,1993,46,46,4106,45.6,7,1,8,7,0,0,5,0,7.0,7.0,1.3,8.2,13,63,22,0.15,0.02,0.18,0.15,0.18,0.15,0.03,0.18,0.15,0.18,Matches,2018-2019,England2,64,16,25.0,1.40,0.35,0.11,0.44,12.4,0,0.11,0.0,0.0,737,1151,64.0,14778,6000,290,400,72.5,328,451,72.7,109,253,43.1,1.3,-0.3,14,85,8,2,39,0.85,27,0,1,0,0,2,0.04,2,0,0,0,0,0,93,62,60,28,5,27,49.1,28,61,36,52,145,164,5,1708,197,127,1708,18,62.1,11,37.9,554,4,40,32,565,0,63,0,6,0,1,0,267,196,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,11,29,0,0,0,89,99.2,89,45,0,,0,0.87,51,81,-30,-0.66,+1.99,53.5,73.9,-20.5,-0.45,+1.80
