Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Sabit Abdulai,gh GHA,MF,Getafe,21,1999,3,0,60,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,Spain,0,0,,0.00,0.00,,,,0,,0.0,0.0,7,14,50.0,140,10,2,5,40.0,4,4,100.0,1,3,33.3,0.0,0.0,0,0,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,1,1,0,1,33.3,2,0,0,0,2,0,0,19,0,0,19,1,50.0,1,50.0,11,0,1,0,10,0,2,0,1,0,0,0,1,1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,20,1.8,,0,3,20,16,0.67,1,2,-1,-1.50,-1.13,0.9,1.4,-0.4,-0.65,-0.51
2,Marcos Acuña,ar ARG,DF,Sevilla,28,1991,30,26,2330,25.9,1,2,3,1,0,0,5,0,1.0,1.0,2.6,3.6,65,114,133,0.04,0.08,0.12,0.04,0.12,0.04,0.10,0.14,0.04,0.14,Matches,2020-2021,Spain,18,2,11.1,0.70,0.08,0.06,0.50,20.5,0,0.05,0.0,0.0,1415,1767,80.1,24839,9704,675,730,92.5,542,639,84.8,159,310,51.3,2.9,-0.6,32,104,35,19,68,2.63,47,12,6,0,1,8,0.31,5,2,0,1,0,0,62,42,34,20,8,23,56.1,18,23,21,23,85,30,1,2019,61,30,2019,41,67.2,20,32.8,1103,12,40,29,1330,0,45,2,119,0,2,0,160,20,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,0,21,206,2,20,0,78,68.1,83,22,4,46,1,1.97,37,28,+9,+0.35,-0.56,41.1,23.8,+17.3,+0.67,+0.48
3,Bobby Adekanye,nl NED,"FW,MF",Cádiz,21,1999,3,0,36,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,0,4,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.85,0.85,0.85,Matches,2020-2021,Spain,1,0,0.0,2.50,0.00,0.00,,17.1,0,0.34,-0.3,-0.3,7,10,70.0,99,0,5,5,100.0,1,3,33.3,0,1,0.0,0.0,0.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,18,1,3,18,1,100.0,0,0.0,13,0,3,0,11,0,1,0,2,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,12,1.1,,0,3,12,6,2.33,0,0,0,0.00,+0.59,0.9,0.5,+0.4,+0.91,+1.47
4,Martin Agirregabiria,es ESP,"DF,MF",Alavés,24,1996,26,16,1558,17.3,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.9,11,39,36,0.00,0.06,0.06,0.00,0.06,0.01,0.04,0.05,0.01,0.05,Matches,2020-2021,Spain,2,0,0.0,0.12,0.00,0.00,,15.7,0,0.07,-0.1,-0.1,534,751,71.1,8856,4049,268,318,84.3,204,283,72.1,48,106,45.3,0.7,+0.3,12,39,15,10,28,1.62,16,9,0,3,0,3,0.17,2,1,0,0,0,0,32,18,17,12,3,17,51.5,16,9,6,27,59,36,0,888,41,9,888,2,33.3,4,66.7,380,2,14,4,424,0,23,1,32,0,0,0,81,19,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,0,9,165,0,0,0,60,45.6,83,11,10,24,12,1.12,19,31,-12,-0.69,-0.26,16.7,26.0,-9.3,-0.54,-0.63
5,Joseph Aidoo,gh GHA,DF,Celta Vigo,24,1995,25,14,1289,14.3,0,0,0,0,0,0,3,0,0.8,0.8,0.3,1.1,11,43,1,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches,2020-2021,Spain,9,0,0.0,0.63,0.00,0.00,,14.9,0,0.09,-0.8,-0.8,511,629,81.2,10079,3604,164,183,89.6,285,324,88.0,56,95,58.9,0.1,-0.3,2,27,2,0,10,0.70,7,0,1,0,0,2,0.14,2,0,0,0,0,0,26,17,17,9,0,12,57.1,9,7,3,25,51,88,1,816,121,12,816,2,66.7,1,33.3,470,1,10,3,463,0,13,1,1,0,0,0,89,42,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,2,1,0,0,0,52,37.7,80,11,11,15,10,1.76,26,22,+4,+0.28,+0.53,20.1,19.1,+1.0,+0.07,+0.14
6,Carlos Akapo,gq EQG,DF,Cádiz,27,1993,13,10,865,9.6,1,0,1,1,0,0,3,1,0.3,0.3,0.2,0.5,12,15,15,0.10,0.00,0.10,0.10,0.10,0.03,0.02,0.05,0.03,0.05,Matches,2020-2021,Spain,2,1,50.0,0.21,0.10,0.50,1.00,23.4,0,0.17,+0.7,+0.7,229,356,64.3,3877,1740,100,126,79.4,104,156,66.7,17,54,31.5,0.3,-0.2,2,14,4,3,7,0.73,4,2,1,0,0,0,0.00,0,0,0,0,0,0,18,14,14,4,0,10,55.6,8,16,13,19,37,33,0,468,42,3,468,6,60.0,4,40.0,162,2,11,3,149,1,10,0,18,0,0,0,49,14,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,0,102,0,0,0,67,25.3,74,7,3,41,14,1.46,10,8,+2,+0.21,+1.05,8.7,10.2,-1.5,-0.15,+0.52
7,Paul Akouokou,ci CIV,MF,Betis,22,1997,10,4,378,4.2,0,0,0,0,0,0,5,1,0.0,0.0,0.6,0.6,4,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches,2020-2021,Spain,0,0,,0.00,0.00,,,,0,,0.0,0.0,170,187,90.9,3040,728,72,79,91.1,77,80,96.3,17,23,73.9,0.2,-0.6,2,21,1,1,6,1.43,5,0,0,0,1,1,0.24,1,0,0,0,0,0,11,8,2,8,1,5,62.5,3,3,2,6,17,7,0,231,10,0,231,3,75.0,1,25.0,122,0,3,2,143,1,11,0,2,0,0,0,29,10,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,38,11.1,75,1,6,13,21,1.50,6,3,+3,+0.71,+0.80,7.3,4.3,+3.0,+0.71,+0.73
8,Jony Álamo,es ESP,MF,Elche,18,2001,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,2020-2021,Spain,1,0,0.0,1.23,0.00,0.00,,26.1,0,0.03,0.0,0.0,14,16,87.5,255,64,5,6,83.3,7,8,87.5,1,1,100.0,0.0,0.0,0,1,0,0,1,1.23,1,0,0,0,0,1,1.23,1,0,0,0,0,0,2,1,1,0,1,0,0.0,1,0,0,1,3,0,0,25,0,1,25,4,100.0,0,0.0,13,0,1,1,13,0,0,0,0,0,0,0,7,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,73,2.1,73,0,0,,15,1.00,2,1,+1,+1.23,+1.82,0.6,0.8,-0.2,-0.29,+0.54
9,Jordi Alba,es ESP,"DF,FW",Barcelona,31,1989,35,34,3025,33.6,3,5,8,3,0,0,9,0,1.9,1.9,7.6,9.5,48,197,354,0.09,0.15,0.24,0.09,0.24,0.06,0.22,0.28,0.06,0.28,Matches,2020-2021,Spain,27,10,37.0,0.80,0.30,0.11,0.30,20.2,1,0.07,+1.1,+1.1,2479,2929,84.6,34728,9855,1520,1643,92.5,728,867,84.0,117,192,60.9,9.9,-2.6,52,149,76,16,96,2.86,93,2,1,0,0,9,0.27,8,0,1,0,0,0,45,30,22,16,7,24,46.2,28,21,19,49,94,48,0,3199,77,118,3199,17,53.1,15,46.9,1972,14,32,14,2389,0,20,10,119,0,0,1,218,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,0,14,235,0,0,0,86,88.5,88,28,1,45,1,2.14,79,34,+45,+1.34,+0.88,66.4,35.4,+31.1,+0.92,+0.55
10,Raúl Albiol,es ESP,DF,Villarreal,34,1985,35,35,3115,34.6,0,0,0,0,0,0,7,0,0.9,0.9,1.0,1.9,19,136,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,2020-2021,Spain,8,1,12.5,0.23,0.03,0.00,0.00,14.6,0,0.11,-0.9,-0.9,1829,2065,88.6,37606,12938,519,557,93.2,1047,1126,93.0,242,333,72.7,1.0,-1.0,4,92,3,1,18,0.52,18,0,0,0,0,1,0.03,1,0,0,0,0,0,22,15,19,3,0,13,72.2,5,32,10,22,44,146,2,2327,286,11,2327,4,66.7,2,33.3,1420,1,10,6,1634,0,13,1,6,0,0,0,175,65,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,19,5,0,0,0,89,91.1,89,31,0,,2,1.40,51,42,+9,+0.26,-1.81,51.1,38.8,+12.3,+0.35,-0.13
