Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Abner,br BRA,DF,Atl Paranaense,19,2000,34,30,2833,31.5,3,3,6,3,0,0,4,0,2.0,2.0,3.9,5.9,65,142,171,0.10,0.10,0.19,0.10,0.19,0.06,0.12,0.19,0.06,0.19,Matches,2020,Brazil,20,7,35.0,0.64,0.22,0.15,0.43,21.7,0,0.10,+1.0,+1.0,1431,1806,79.2,24757,7794,683,752,90.8,623,733,85.0,111,233,47.6,2.8,-0.9,49,123,26,11,85,2.70,64,16,3,1,1,4,0.13,4,0,0,0,0,0,73,46,40,25,8,39,56.5,30,29,25,27,100,58,0,2081,69,47,2081,22,62.9,13,37.1,1087,12,50,20,1278,0,48,1,131,0,1,0,123,26,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,1,9,293,11,25,0,83,82.8,90,29,4,34,1,1.53,36,26,+10,+0.32,+1.54,39.9,35.8,+4.1,+0.13,+0.99
2,Pedro Acacio,br BRA,"MF,DF",Palmeiras,17,2002,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2020,Brazil,0,0,,0.00,0.00,,,,0,,0.0,0.0,16,20,80.0,315,22,7,7,100.0,6,6,100.0,3,5,60.0,0.0,0.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,2,0,0,1,50.0,1,0,0,0,2,0,0,25,1,0,25,3,75.0,1,25.0,20,0,2,2,22,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,12,1.1,,0,3,12,6,1.00,0,1,-1,-2.43,-2.83,0.0,0.2,-0.2,-0.53,-0.90
3,Luiz Adriano,br BRA,FW,Palmeiras,32,1987,24,19,1538,17.1,10,3,13,8,2,3,2,0,7.5,5.0,1.6,6.6,16,35,59,0.59,0.18,0.76,0.47,0.64,0.44,0.09,0.54,0.29,0.39,Matches,2020,Brazil,25,14,56.0,1.46,0.82,0.32,0.57,13.0,0,0.20,+2.5,+3.0,237,315,75.2,3298,794,134,163,82.2,83,106,78.3,7,15,46.7,1.7,+1.4,19,26,11,1,36,2.11,30,0,0,2,0,6,0.35,5,0,0,1,0,0,6,2,1,3,2,1,10.0,9,8,6,4,10,17,0,426,19,52,423,10,83.3,2,16.7,235,1,20,15,298,0,18,1,9,1,0,0,31,25,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4,1,1,0,0,0,64,45.0,74,6,5,26,0,1.50,25,19,+6,+0.35,-0.03,22.4,15.9,+6.5,+0.38,+0.04
4,Adryelson,br BRA,DF,Sport Recife,21,1998,36,36,3216,35.7,0,0,0,0,0,0,7,0,0.7,0.7,0.1,0.9,5,55,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,2020,Brazil,15,3,20.0,0.42,0.08,0.00,0.00,11.6,0,0.05,-0.7,-0.7,1078,1312,82.2,22230,7973,284,323,87.9,647,730,88.6,138,229,60.3,0.2,-0.1,2,29,0,0,9,0.25,6,1,0,0,0,1,0.03,0,0,0,1,0,0,19,13,19,0,0,11,47.8,12,52,14,71,90,206,1,1704,289,31,1704,2,40.0,3,60.0,851,0,4,1,971,0,46,1,0,0,1,1,102,102,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,5,4,0,0,0,89,94.0,89,34,0,,0,1.17,31,47,-16,-0.45,+0.88,33.6,53.9,-20.3,-0.57,+0.76
5,Felipe Aguilar,co COL,DF,Atl Paranaense,27,1993,11,5,532,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,12,0,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,2020,Brazil,3,1,33.3,0.51,0.17,0.00,0.00,9.9,0,0.08,-0.2,-0.2,364,391,93.1,7437,1985,100,110,90.9,216,221,97.7,46,56,82.1,0.0,-0.1,1,8,0,0,2,0.34,2,0,0,0,0,0,0.00,0,0,0,0,0,0,7,3,3,4,0,5,55.6,4,4,3,16,23,24,0,454,48,6,454,0,,0,,283,0,3,0,331,0,5,0,0,0,0,1,24,23,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,0,0,0,0,48,15.6,90,5,6,14,19,1.55,5,6,-1,-0.17,-0.26,9.1,7.3,+1.8,+0.31,+0.41
6,Yuri Alberto,br BRA,"FW,MF",Internacional,18,2001,23,14,1299,14.4,10,2,12,10,0,0,3,0,8.1,8.1,2.0,10.1,20,14,112,0.69,0.14,0.83,0.69,0.83,0.56,0.14,0.70,0.56,0.70,Matches,2020,Brazil,50,23,46.0,3.46,1.59,0.20,0.43,13.9,0,0.17,+1.9,+1.9,191,281,68.0,2436,383,124,159,78.0,56,83,67.5,2,6,33.3,1.2,0.0,17,8,6,0,29,2.01,20,0,1,6,0,6,0.42,1,0,0,1,4,0,5,3,1,3,1,3,42.9,4,11,9,2,7,8,0,444,9,74,444,7,41.2,10,58.8,227,11,35,18,316,0,48,6,6,1,0,0,34,43,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,1,0,0,0,56,38.0,80,2,9,19,2,1.78,25,15,+10,+0.69,+0.01,22.2,14.9,+7.2,+0.50,0.00
7,Alerrandro,br BRA,FW,Bragantino,20,2000,16,11,926,10.3,5,2,7,5,0,1,0,0,5.6,4.9,1.4,6.2,6,17,52,0.49,0.19,0.68,0.49,0.68,0.55,0.14,0.68,0.47,0.61,Matches,2020,Brazil,23,10,43.5,2.24,0.97,0.22,0.50,17.5,0,0.21,-0.6,+0.1,125,175,71.4,1803,307,72,85,84.7,45,58,77.6,3,7,42.9,1.0,+0.6,13,8,8,0,32,3.11,22,0,2,7,1,4,0.39,4,0,0,0,0,0,6,2,1,1,4,0,0.0,8,5,4,3,9,6,0,278,7,47,277,6,54.5,5,45.5,162,5,34,10,205,0,10,5,4,0,0,0,19,12,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3,2,1,0,0,0,58,27.1,72,3,5,27,1,0.94,12,14,-2,-0.19,-0.63,14.9,12.7,+2.2,+0.22,-0.06
8,Alesson,br BRA,"FW,MF",Bahia,20,1999,16,3,370,4.1,2,0,2,2,0,0,1,0,2.3,2.3,1.6,3.9,17,8,41,0.49,0.00,0.49,0.49,0.49,0.56,0.39,0.95,0.56,0.95,Matches,2020,Brazil,12,5,41.7,2.92,1.22,0.17,0.40,12.2,0,0.19,-0.3,-0.3,78,110,70.9,1124,325,45,52,86.5,25,35,71.4,4,7,57.1,1.6,-1.6,8,7,1,0,15,3.64,10,0,3,0,0,1,0.24,0,0,1,0,0,0,21,13,13,5,3,11,50.0,11,4,4,2,23,0,0,185,4,26,185,12,60.0,8,40.0,120,8,15,16,118,0,11,2,6,0,0,0,27,1,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,23,10.8,71,1,13,12,11,1.56,6,7,-1,-0.24,+0.05,9.6,9.4,+0.2,+0.06,+0.12
9,Alex,br BRA,DF,Santos,20,1999,11,7,728,8.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,18,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,2020,Brazil,1,1,100.0,0.12,0.12,0.00,0.00,13.6,0,0.04,0.0,0.0,291,337,86.4,5528,1881,94,101,93.1,167,178,93.8,25,51,49.0,0.0,0.0,0,15,0,0,1,0.12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,3,8,2,0,5,83.3,1,7,2,12,22,27,0,401,51,4,401,4,80.0,1,20.0,257,0,4,0,266,0,7,0,0,0,1,0,32,9,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,1,0,0,0,66,21.3,87,6,4,30,18,1.73,10,12,-2,-0.25,-0.35,9.2,15.1,-5.9,-0.73,-0.74
10,Caio Alexandre,br BRA,MF,Botafogo (RJ),20,1999,34,33,2731,30.3,4,0,4,4,0,0,8,0,4.3,4.3,2.1,6.4,71,192,88,0.13,0.00,0.13,0.13,0.13,0.14,0.07,0.21,0.14,0.21,Matches,2020,Brazil,44,12,27.3,1.45,0.40,0.09,0.33,20.7,0,0.10,-0.3,-0.3,1281,1522,84.2,23720,7827,530,577,91.9,581,655,88.7,152,241,63.1,2.9,-2.1,29,175,32,3,82,2.71,67,2,3,4,1,5,0.16,4,0,0,1,0,0,51,31,18,25,8,26,32.9,53,44,40,18,69,25,1,1794,55,41,1794,24,63.2,14,36.8,1273,10,32,30,1364,0,64,3,36,0,0,0,160,7,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,7,16,8,0,0,0,80,79.9,81,16,1,45,0,0.68,25,51,-26,-0.86,-0.33,39.4,50.8,-11.5,-0.38,-0.11
