Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Trustin van 't Loo,nl NED,MF,Heerenveen,17,2004,1,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,4,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39,Matches,2021-2022,Netherlands,1,0,0.0,3.75,0.00,0.00,,16.1,0,0.10,-0.1,-0.1,2,7,28.6,23,2,1,3,33.3,1,2,50.0,0,1,0.0,0.0,0.0,0,0,0,0,1,3.75,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,0,3,10,0,,0,,8,1,0,0,6,0,0,0,1,0,0,0,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,24,0.8,,0,1,24,1,0.00,0,1,-1,-3.75,-3.39,0.5,0.2,+0.3,+1.14,+1.35
2,Dirk Abels,nl NED,"DF,MF",Sparta R'dam,24,1997,33,33,2897,32.2,0,0,0,0,0,0,7,0,0.8,0.8,0.9,1.7,23,97,47,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches,2021-2022,Netherlands,14,4,28.6,0.43,0.12,0.00,0.00,21.2,0,0.06,-0.8,-0.8,1049,1460,71.8,18151,8357,469,565,83.0,460,602,76.4,94,218,43.1,1.0,-0.9,12,90,7,3,27,0.84,17,5,0,0,2,2,0.06,1,0,0,1,0,0,65,39,27,33,5,37,51.4,35,32,22,49,114,112,0,1820,152,14,1820,8,57.1,6,42.9,752,4,27,8,837,0,22,1,19,0,0,0,205,37,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,1,5,248,0,0,0,88,94.7,88,29,0,,0,1.06,30,45,-15,-0.47,+1.19,32.0,47.1,-15.1,-0.47,+0.27
3,Zakaria Aboukhlal,ma MAR,"FW,MF",AZ Alkmaar,21,2000,31,5,815,9.1,4,1,5,4,0,0,1,0,4.6,4.6,1.0,5.5,27,27,106,0.44,0.11,0.55,0.44,0.55,0.50,0.11,0.61,0.50,0.61,Matches,2021-2022,Netherlands,38,14,36.8,4.20,1.55,0.11,0.29,14.5,0,0.12,-0.6,-0.6,170,249,68.3,2278,616,96,132,72.7,56,70,80.0,6,10,60.0,0.8,0.0,7,6,14,2,25,2.76,14,0,4,4,0,4,0.44,1,0,0,2,1,0,13,10,4,4,5,5,38.5,8,15,15,6,19,3,0,440,4,59,440,19,42.2,26,57.8,270,10,53,16,301,0,13,7,7,0,0,0,39,16,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,5,0,0,0,26,26.6,71,0,26,18,1,1.76,18,14,+4,+0.44,-0.20,17.2,13.4,+3.8,+0.42,-0.06
4,Paulos Abraham,se SWE,"FW,MF",Groningen,19,2002,29,16,1353,15.0,0,2,2,0,0,0,2,0,2.0,2.0,1.3,3.3,41,37,91,0.00,0.13,0.13,0.00,0.13,0.13,0.09,0.22,0.13,0.22,Matches,2021-2022,Netherlands,24,8,33.3,1.60,0.53,0.00,0.00,16.7,0,0.08,-2.0,-2.0,210,310,67.7,3297,877,103,124,83.1,75,106,70.8,19,39,48.7,1.8,+0.7,13,25,12,4,42,2.79,29,0,6,1,1,7,0.46,5,0,1,0,0,1,17,10,2,9,6,7,18.4,31,20,20,5,22,4,0,507,9,53,507,30,45.5,36,54.5,312,12,53,20,342,0,22,6,20,0,0,0,69,12,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,4,0,0,0,47,44.2,66,1,13,23,2,0.97,23,22,+1,+0.07,+0.86,18.9,23.9,-5.0,-0.33,-0.20
5,Shawn Adewoye,be BEL,DF,RKC Waalwijk,21,2000,22,18,1717,19.1,0,0,0,0,0,0,5,1,0.3,0.3,0.3,0.5,11,45,6,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches,2021-2022,Netherlands,4,1,25.0,0.21,0.05,0.00,0.00,12.4,0,0.07,-0.3,-0.3,579,748,77.4,11420,3966,187,224,83.5,316,366,86.3,67,121,55.4,0.4,-0.3,6,35,1,0,14,0.73,11,1,2,0,0,1,0.05,1,0,0,0,0,0,32,13,23,7,2,15,65.2,8,28,13,49,81,91,1,995,172,10,995,8,66.7,4,33.3,478,1,14,4,490,0,34,0,0,0,0,0,118,48,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,9,7,0,0,0,78,56.1,89,15,4,30,9,1.27,23,27,-4,-0.21,+0.26,21.0,34.9,-13.9,-0.73,+0.19
6,Luka Adžić,rs SRB,"FW,MF",Zwolle,22,1998,16,7,725,8.1,0,1,1,0,0,0,0,0,2.2,2.2,2.0,4.3,34,19,98,0.00,0.12,0.12,0.00,0.12,0.28,0.25,0.53,0.28,0.53,Matches,2021-2022,Netherlands,19,4,21.1,2.36,0.50,0.00,0.00,18.7,2,0.13,-2.2,-2.2,191,298,64.1,3058,1014,99,134,73.9,51,80,63.8,24,47,51.1,1.9,-1.0,22,13,10,8,38,4.72,17,14,1,2,1,2,0.25,1,1,0,0,0,0,6,5,2,3,1,1,7.1,13,5,5,3,9,3,0,407,2,36,407,18,46.2,21,53.8,240,12,38,16,284,0,4,6,75,0,0,0,35,8,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,4,3,27,13,0,45,23.7,69,0,9,27,7,0.38,4,10,-6,-0.74,+0.03,10.1,12.7,-2.6,-0.33,-0.01
7,Joost van Aken,nl NED,DF,Heerenveen,27,1994,3,2,199,2.2,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,0,5,0,0.45,0.00,0.45,0.45,0.45,0.39,0.01,0.40,0.39,0.40,Matches,2021-2022,Netherlands,6,3,50.0,2.71,1.36,0.17,0.33,12.4,0,0.14,+0.1,+0.1,90,114,78.9,1674,693,34,40,85.0,44,51,86.3,11,22,50.0,0.0,0.0,1,4,0,0,5,2.26,3,0,0,0,0,0,0.00,0,0,0,0,0,0,7,5,3,4,0,5,83.3,1,0,0,2,9,2,0,133,15,11,133,0,,0,,70,0,1,0,80,0,1,0,1,0,1,0,13,9,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,66,6.5,76,1,1,48,2,1.67,2,2,0,0.00,+0.41,4.5,2.3,+2.2,+0.98,+1.26
8,Ali Akman,tr TUR,FW,NEC Nijmegen,19,2002,28,19,1569,17.4,6,0,6,6,0,0,1,1,4.1,4.1,2.3,6.4,18,38,111,0.34,0.00,0.34,0.34,0.34,0.24,0.13,0.37,0.24,0.37,Matches,2021-2022,Netherlands,31,15,48.4,1.78,0.86,0.19,0.40,16.3,0,0.13,+1.9,+1.9,374,498,75.1,5166,930,219,270,81.1,102,133,76.7,23,36,63.9,1.7,-2.3,27,22,12,3,58,3.33,43,1,6,3,3,3,0.17,0,0,2,0,0,1,13,7,1,6,6,3,15.8,16,13,13,6,19,1,1,686,2,60,686,28,59.6,19,40.4,397,6,66,30,502,0,13,17,12,0,0,0,63,16,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,3,3,0,0,0,56,51.3,71,2,9,24,3,1.14,19,24,-5,-0.29,+0.26,23.6,23.4,+0.2,+0.01,+0.79
9,Hamdi Akujobi,nl NED,"DF,FW",Heerenveen,21,2000,5,1,142,1.6,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,7,3,12,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches,2021-2022,Netherlands,3,1,33.3,1.90,0.63,0.00,0.00,15.0,0,0.24,-0.7,-0.7,82,103,79.6,1348,416,39,45,86.7,35,39,89.7,6,13,46.2,0.1,0.0,0,3,1,1,4,2.54,4,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,3,1,0,1,100.0,0,3,3,3,7,8,1,137,6,6,137,1,33.3,2,66.7,75,1,5,5,79,0,0,0,6,0,0,0,10,2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,2,18,0,0,0,28,4.6,78,0,4,16,27,0.60,2,2,0,0.00,+0.40,3.1,2.9,+0.2,+0.14,+0.35
10,Pontus Almqvist,se SWE,"FW,MF",Utrecht,22,1999,7,2,258,2.9,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,4,3,20,0.00,0.00,0.00,0.00,0.00,0.31,0.05,0.36,0.31,0.36,Matches,2021-2022,Netherlands,7,1,14.3,2.44,0.35,0.00,0.00,15.8,0,0.13,-0.9,-0.9,33,48,68.8,484,75,20,28,71.4,10,14,71.4,1,2,50.0,0.1,-0.1,3,1,2,1,7,2.43,5,1,0,1,0,1,0.35,1,0,0,0,0,0,3,3,1,2,0,3,37.5,5,3,2,3,6,1,0,95,2,9,95,8,57.1,6,42.9,55,1,18,7,63,0,2,0,6,0,0,0,9,3,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,1,1,0,0,37,8.4,66,0,5,25,1,1.00,4,4,0,0.00,-0.16,5.3,4.8,+0.5,+0.17,-0.38
