Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,FK,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off
271,Nathan de Medina,be BEL,DF,Excel Mouscron,20,1997,2,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1.2,,0,2,15,2,0.50,0,1,-1,-2.81,-2.75
272,Xavier Mercier,fr FRA,"MF,FW",Cercle Brugge,29,1989,27,26,2292,25.5,2,4,6,2,0,0,9,0,0.08,0.16,0.24,0.08,0.24,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,84.9,87,22,1,32,0,1.04,32,46,-14,-0.55,+4.74
273,Senna Miangue,be BEL,"MF,DF",Standard Liège,21,1997,6,4,440,4.9,0,1,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,12.2,86,3,2,49,7,1.00,9,10,-1,-0.20,-0.66
274,Antonio Milić,hr CRO,DF,Anderlecht,24,1994,21,16,1503,16.7,0,2,2,0,0,0,4,1,0.00,0.12,0.12,0.00,0.12,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,41.8,85,12,5,30,7,1.71,23,15,+8,+0.48,+0.65
275,Danijel Milićević,ba BIH,"MF,FW",Eupen,32,1986,17,10,908,10.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,33.6,76,3,7,21,8,1.06,15,20,-5,-0.50,+0.71
276,Stefan Milošević,me MNE,FW,Waasland-Bev,22,1996,6,1,200,2.2,4,0,4,4,0,0,0,0,1.80,0.00,1.80,1.80,1.80,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,7.4,95,1,5,21,2,0.83,5,7,-2,-0.90,-0.25
277,Goran Milović,hr CRO,DF,Oostende,29,1989,28,27,2407,26.7,2,2,4,2,0,0,7,0,0.07,0.07,0.15,0.07,0.15,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,89.1,89,26,1,7,1,0.96,27,48,-21,-0.79,+0.75
278,Marko Mirić,rs SRB,"FW,MF",Lokeren,31,1987,21,14,1235,13.7,4,2,6,4,0,0,2,0,0.29,0.15,0.44,0.29,0.44,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,45.7,82,8,7,12,1,0.81,14,27,-13,-0.95,-0.21
279,Matej Mitrović,hr CRO,DF,Club Brugge,24,1993,12,11,1029,11.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,28.6,90,11,1,39,5,2.00,25,12,+13,+1.14,+0.19
280,Samy Mmaee,ma MAR,"MF,DF",Sint-Truiden,21,1996,4,4,317,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,11.7,79,2,0,,8,1.00,5,7,-2,-0.57,-1.17
281,Dimitri Mohamed,fr FRA,MF,Excel Mouscron,29,1989,20,19,1617,18.0,1,1,2,0,1,2,0,0,0.06,0.06,0.11,0.00,0.06,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,59.9,85,16,1,2,1,1.15,17,21,-4,-0.22,-0.31
282,Dauda Mohammed,gh GHA,FW,Anderlecht,20,1998,5,1,115,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3.2,61,0,4,14,7,1.80,2,2,0,0.00,-0.10
283,Xavi Molina,es ESP,DF,Eupen,32,1986,19,19,1710,19.0,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,63.3,90,19,0,,10,1.16,24,38,-14,-0.74,+0.63
284,Arno Monsecour,be BEL,DF,Lokeren,22,1996,1,1,78,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2.9,78,0,0,,13,0.00,1,2,-1,-1.15,-0.33
285,Wesley Moraes,br BRA,FW,Club Brugge,21,1996,38,37,3088,34.3,13,7,20,12,1,1,5,1,0.38,0.20,0.58,0.35,0.55,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,85.8,83,22,1,34,0,1.95,72,41,+31,+0.90,-0.68
286,Valtteri Moren,fi FIN,DF,Waasland-Bev,27,1991,14,14,1166,13.0,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,43.2,83,12,0,,2,1.07,18,23,-5,-0.39,+0.49
287,Ryota Morioka,jp JPN,"MF,FW",Anderlecht,27,1991,6,4,369,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,10.3,78,1,2,29,1,1.67,4,4,0,0.00,-0.11
288,Ryota Morioka,jp JPN,MF,Charleroi,27,1991,6,5,481,5.3,1,0,1,0,1,1,0,0,0.19,0.00,0.19,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,10.3,78,1,2,29,1,1.67,4,4,0,0.00,-0.11
289,Ahmed Mostafa,eg EGY,MF,Gent,20,1997,1,0,9,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.3,,0,1,8,1,3.00,1,0,+1,+10.00,+9.95
290,Tracy Mpati,be BEL,DF,Lokeren,26,1992,6,2,229,2.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,8.5,92,2,4,12,3,1.00,1,7,-6,-2.36,-1.67
291,Youssef Msakni,tn TUN,MF,Eupen,27,1990,7,1,190,2.1,1,0,1,1,0,0,0,0,0.47,0.00,0.47,0.47,0.47,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,7.0,89,0,6,17,0,0.86,3,3,0,0.00,+1.04
292,Geoffrey Mujangi Bia,be BEL,MF,Lokeren,28,1989,4,1,138,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,5.1,45,0,3,31,1,0.00,1,6,-5,-3.26,-2.56
293,Rémi Mulumba,cd COD,MF,Eupen,25,1992,13,9,794,8.8,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,29.4,83,6,4,13,13,1.38,6,22,-16,-1.81,-1.20
294,Knowledge Musona,zw ZIM,MF,Anderlecht,28,1990,8,3,302,3.4,1,1,2,1,0,0,0,0,0.30,0.30,0.60,0.30,0.60,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,8.4,78,1,5,13,6,1.88,7,5,+2,+0.60,+0.54
295,Knowledge Musona,zw ZIM,"MF,FW",Lokeren,28,1990,6,6,523,5.8,1,0,1,1,0,1,0,0,0.17,0.00,0.17,0.17,0.17,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,8.4,78,1,5,13,6,1.88,7,5,+2,+0.60,+0.54
296,Joakim Mæhle,dk DEN,DF,Genk,21,1997,39,38,3362,37.4,3,5,8,3,0,0,6,0,0.08,0.13,0.21,0.08,0.21,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,93.4,88,35,1,7,0,2.10,78,39,+39,+1.04,-0.47
297,Ignace N'Dri,ci CIV,"FW,MF",Eupen,17,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.6,,0,1,14,0,0.00,0,1,-1,-6.00,-5.06
298,Andy Najar,hn HON,"DF,MF",Anderlecht,25,1993,25,21,1808,20.1,0,2,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,50.2,85,17,4,4,2,1.20,22,23,-1,-0.05,-0.30
299,Marvelous Nakamba,zw ZIM,MF,Club Brugge,24,1994,18,13,1093,12.1,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,30.4,81,6,5,9,7,2.00,24,14,+10,+0.82,-0.25
300,Luca Napoleone,be BEL,MF,Excel Mouscron,24,1993,5,3,313,3.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,11.6,88,2,2,25,2,0.00,1,4,-3,-0.86,-0.86
301,Paul Nardi,fr FRA,GK,Cercle Brugge,24,1994,30,30,2700,30.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,59,1.97,,,,7,7,16,3,10.0,5,2,0,28.6,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,90,30,0,,0,0.93,35,59,-24,-0.80,
302,Bojan Nastić,ba BIH,DF,Genk,24,1994,7,4,375,4.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10.4,80,3,3,19,10,2.14,8,2,+6,+1.44,+0.41
303,Bojan Nastić,ba BIH,"DF,MF",Oostende,24,1994,5,4,405,4.5,1,0,1,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10.4,80,3,3,19,10,2.14,8,2,+6,+1.44,+0.41
304,Yehor Nazaryna,ua UKR,MF,Antwerp,21,1997,9,7,544,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,15.1,74,3,2,12,12,2.44,8,4,+4,+0.66,+0.75
305,Duckens Nazon,ht HAI,FW,Sint-Truiden,24,1994,5,1,137,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,5.1,64,0,4,18,4,1.80,2,0,+2,+1.31,+0.89
306,Lamine Ndao,sn SEN,FW,Waasland-Bev,23,1994,7,0,170,1.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,6.3,,0,7,23,1,0.86,5,7,-2,-1.06,-0.42
307,Logan Ndenbe,be BEL,MF,Oostende,18,2000,2,1,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,4.5,77,0,1,45,1,1.50,2,2,0,0.00,+0.91
308,Cherif Ndiaye,sn SEN,FW,Waasland-Bev,22,1996,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1.7,45,0,0,,0,1.00,0,1,-1,-2.00,-1.36
309,Dieumerci Ndongala,cd COD,MF,Genk,27,1991,31,21,1792,19.9,4,3,7,4,0,0,1,0,0.20,0.15,0.35,0.20,0.35,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,49.8,75,4,10,21,5,2.16,45,17,+28,+1.41,+0.66
310,Renato Neto,br BRA,MF,Gent,26,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,,0,1,0,1,3.00,0,0,0,0.00,-0.08
311,Cyril Ngonge,be BEL,MF,Club Brugge,18,2000,4,1,141,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3.9,64,0,3,26,4,1.75,2,0,+2,+1.28,+0.29
312,Adama Niane,ml MLI,"FW,MF",Charleroi,25,1993,21,9,846,9.4,2,1,3,2,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,31.3,76,2,12,13,2,1.57,16,13,+3,+0.32,-0.17
313,Urho Nissilä,fi FIN,MF,Zulte Waregem,22,1996,2,2,135,1.5,1,0,1,1,0,0,0,0,0.67,0.00,0.67,0.67,0.67,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,5.0,68,0,0,,5,1.50,2,3,-1,-0.67,-0.32
314,Aristote Nkaka,be BEL,MF,Oostende,22,1996,15,14,1061,11.8,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,39.3,74,8,1,30,7,1.13,10,19,-9,-0.76,+0.17
315,Ken Nkuba,be BEL,MF,Charleroi,16,2002,2,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1.1,,0,2,15,0,0.00,0,0,0,0.00,-0.44
316,Omid Noorafkan,ir IRN,MF,Charleroi,21,1997,2,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.4,,0,2,19,1,0.00,0,3,-3,-6.92,-7.46
317,Casper de Norre,be BEL,DF,Genk,21,1997,11,6,568,6.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,15.8,88,5,5,8,7,1.82,10,4,+6,+0.95,-0.15
318,Casper de Norre,be BEL,"MF,DF",Sint-Truiden,21,1997,19,18,1536,17.1,2,1,3,2,0,0,1,0,0.12,0.06,0.18,0.12,0.18,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,15.8,88,5,5,8,7,1.82,10,4,+6,+0.95,-0.15
319,Amin Nouri,no NOR,"DF,MF",Oostende,28,1990,8,8,709,7.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,26.3,89,7,0,,0,0.50,7,13,-6,-0.76,+0.14
320,Ivan Obradović,rs SRB,DF,Anderlecht,30,1988,10,9,772,8.6,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,21.4,84,6,1,13,1,1.30,10,13,-3,-0.35,-0.57
321,Eric Ocansey,gh GHA,"MF,FW",Eupen,20,1997,22,14,1306,14.5,2,0,2,2,0,0,4,1,0.14,0.00,0.14,0.14,0.14,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,48.4,77,5,8,29,1,1.14,19,29,-10,-0.69,+0.54
322,Guillermo Ochoa,mx MEX,GK,Standard Liège,33,1985,40,40,3600,40.0,0,1,1,0,0,0,0,0,0.00,0.02,0.02,0.00,0.02,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,45,1.13,,,,19,9,12,11,27.5,2,1,0,33.3,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,90,40,0,,0,1.65,63,51,+12,+0.30,
323,Vadis Odjidja-Ofoe,be BEL,MF,Gent,29,1989,28,26,2145,23.8,4,3,7,4,0,1,4,2,0.17,0.13,0.29,0.17,0.29,Matches,2018-2019,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,59.6,80,15,2,30,0,1.54,39,37,+2,+0.08,+0.02
