Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Patrick van Aanholt,nl NED,DF,Crystal Palace,28,1990,29,29,2507,27.9,3,2,5,2,1,1,0,0,2.1,1.3,3.7,5.1,60,143,89,0.11,0.07,0.18,0.07,0.14,0.08,0.13,0.21,0.05,0.18,Matches,2019-2020,England1,26,5,19.2,0.93,0.18,0.08,0.40,21.7,3,0.05,+0.9,+0.7,1241,1595,77.8,19052,8208,668,758,88.1,470,590,79.7,73,163,44.8,3.2,-1.7,32,89,23,3,64,2.30,34,23,4,1,0,5,0.18,3,1,1,0,0,0,43,23,31,10,2,23,46.0,27,31,22,45,88,52,1,1870,89,41,1869,16,42.1,22,57.9,830,10,31,15,994,0,9,2,92,0,0,1,176,16,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,2,4,280,30,7,4,86,73.3,86,25,0,,0,1.24,21,38,-17,-0.61,-0.41,28.3,42.3,-14.0,-0.50,+0.21
2,Max Aarons,eng ENG,DF,Norwich City,19,2000,36,36,3240,36.0,0,1,1,0,0,0,7,0,0.6,0.6,3.9,4.5,92,78,151,0.00,0.03,0.03,0.00,0.03,0.02,0.11,0.12,0.02,0.12,Matches,2019-2020,England1,14,4,28.6,0.39,0.11,0.00,0.00,17.2,0,0.04,-0.6,-0.6,1332,1711,77.8,17879,5691,880,982,89.6,351,469,74.8,49,121,40.5,2.8,-2.9,23,55,28,12,64,1.78,47,2,6,4,2,3,0.08,2,0,0,0,1,0,48,30,33,9,6,18,50.0,18,46,17,37,85,97,1,2144,159,43,2144,48,48.5,51,51.5,1259,21,54,31,1253,0,29,3,73,1,0,0,178,22,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,0,4,299,0,0,0,90,94.7,90,36,0,,0,0.50,23,71,-48,-1.33,-0.83,34.6,62.1,-27.5,-0.76,+0.23
3,Tammy Abraham,eng ENG,FW,Chelsea,21,1997,34,25,2215,24.6,15,3,18,15,0,0,2,0,16.4,16.4,2.7,19.0,31,34,134,0.61,0.12,0.73,0.61,0.73,0.67,0.11,0.77,0.67,0.77,Matches,2019-2020,England1,88,35,39.8,3.58,1.42,0.17,0.43,11.6,0,0.19,-1.4,-1.4,275,418,65.8,3513,697,161,221,72.9,63,86,73.3,13,21,61.9,1.9,+0.3,21,17,7,1,57,2.32,37,0,5,2,3,9,0.37,4,0,2,2,1,0,8,4,2,5,1,3,21.4,11,20,18,6,14,27,0,722,30,146,722,16,45.7,19,54.3,333,10,74,42,479,0,17,23,11,1,0,1,49,89,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2,1,0,0,0,0,65,64.8,81,9,9,20,0,1.82,45,34,+11,+0.45,+0.15,46.3,27.5,+18.8,+0.76,-0.12
4,Che Adams,sct SCO,FW,Southampton,23,1996,30,12,1111,12.3,4,2,6,4,0,0,0,0,5.3,5.3,1.7,7.0,20,16,87,0.32,0.16,0.49,0.32,0.49,0.43,0.14,0.57,0.43,0.57,Matches,2019-2020,England1,36,9,25.0,2.92,0.73,0.11,0.44,15.2,0,0.15,-1.3,-1.3,162,263,61.6,2292,522,97,124,78.2,44,73,60.3,9,19,47.4,0.6,+0.3,13,9,3,0,29,2.35,18,0,4,3,1,6,0.49,3,0,1,0,2,0,6,4,1,5,0,1,25.0,3,9,8,2,8,10,0,418,11,60,418,18,72.0,7,28.0,232,10,40,21,298,0,17,10,13,1,0,0,51,41,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,0,0,0,37,32.5,73,0,18,13,6,1.47,17,17,0,0.00,+0.35,20.0,17.7,+2.3,+0.19,+0.15
5,Adrián,es ESP,GK,Liverpool,32,1987,11,9,875,9.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,England1,0,0,,0.00,0.00,,,,0,,0.0,0.0,238,311,76.5,6251,4149,48,48,100.0,112,113,99.1,78,148,52.7,0.0,0.0,0,3,0,0,2,0.21,2,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,1,100.0,0,0,0,0,1,8,3,331,298,0,331,0,,0,,193,1,0,0,152,0,0,0,0,0,0,0,5,4,100.0,10,1.03,27,17,63.0,9,0,0,2,22.2,0,0,0,,1,7.5,0.28,-2.5,-0.26,51,33.2,33.0,27.1,29.2,127,7,5.5,14,1.44,15.3,94,0,1,0,0,0,0,80,25.6,90,9,2,33,27,3.00,24,10,+14,+1.44,+0.10,18.9,10.5,+8.4,+0.86,+0.06
6,Sergio Agüero,ar ARG,FW,Manchester City,31,1988,24,18,1452,16.1,16,3,19,14,2,3,1,0,14.5,12.1,2.3,14.4,35,34,105,0.99,0.19,1.18,0.87,1.05,0.90,0.14,1.04,0.75,0.89,Matches,2019-2020,England1,73,24,32.9,4.52,1.49,0.19,0.58,13.7,0,0.17,+1.5,+1.9,286,365,78.4,3050,674,186,218,85.3,60,76,78.9,2,5,40.0,2.5,+0.7,18,15,19,0,57,3.53,31,0,9,5,0,7,0.43,3,0,1,2,1,0,7,4,0,4,3,1,12.5,7,9,8,3,10,2,0,544,4,131,541,24,60.0,16,40.0,405,23,34,30,436,0,9,6,9,2,0,0,37,3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,0,1,0,0,0,61,42.5,75,8,6,16,2,2.08,44,18,+26,+1.61,-0.26,39.5,16.2,+23.2,+1.44,-0.05
7,Albian Ajeti,ch SUI,FW,West Ham,22,1997,9,0,139,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0,0,10,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.16,0.11,0.16,Matches,2019-2020,England1,3,0,0.0,1.94,0.00,0.00,,15.7,0,0.06,-0.2,-0.2,12,15,80.0,117,6,9,12,75.0,1,1,100.0,0,0,,0.0,-0.1,2,1,0,0,2,1.29,2,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,1,0,0,28,0,7,28,0,0.0,2,100.0,17,1,4,2,22,0,6,2,0,0,0,0,2,1,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,15,4.1,,0,9,15,19,0.22,2,3,-1,-0.65,-0.32,2.7,1.4,+1.2,+0.80,+1.25
8,Nathan Aké,nl NED,DF,Bournemouth,24,1995,29,29,2503,27.8,2,2,4,2,0,0,2,0,3.0,3.0,2.2,5.1,12,81,7,0.07,0.07,0.14,0.07,0.14,0.11,0.08,0.18,0.11,0.18,Matches,2019-2020,England1,25,7,28.0,0.90,0.25,0.08,0.29,10.3,0,0.12,-1.0,-1.0,1079,1238,87.2,19315,6988,435,472,92.2,554,608,91.1,82,132,62.1,0.3,-0.2,7,58,7,0,14,0.50,8,0,1,1,0,1,0.04,0,0,0,1,0,0,31,21,23,8,0,14,60.9,9,40,11,36,67,152,0,1557,238,36,1557,3,100.0,0,0.0,958,0,9,5,922,0,9,3,5,0,0,0,140,60,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,3,20,0,0,0,86,73.2,86,27,0,,1,0.93,30,46,-16,-0.58,+0.31,32.7,44.9,-12.2,-0.44,+0.08
9,Marc Albrighton,eng ENG,"MF,DF",Leicester City,29,1989,20,9,867,9.6,0,3,3,0,0,0,2,0,0.4,0.4,2.2,2.6,20,45,94,0.00,0.31,0.31,0.00,0.31,0.04,0.22,0.27,0.04,0.27,Matches,2019-2020,England1,10,2,20.0,1.04,0.21,0.00,0.00,20.7,0,0.04,-0.4,-0.4,339,499,67.9,5532,2035,179,216,82.9,110,145,75.9,36,97,37.1,1.6,+0.8,19,39,21,8,27,2.80,23,2,1,0,0,5,0.52,5,0,0,0,0,0,24,17,10,13,1,9,30.0,21,19,17,10,34,8,0,618,12,20,618,14,42.4,19,57.6,393,4,12,9,423,0,7,1,69,0,1,0,67,3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,5,23,1,6,1,43,25.4,69,2,11,22,16,1.45,16,11,+5,+0.52,-0.22,15.3,12.0,+3.2,+0.34,-0.14
10,Toby Alderweireld,be BEL,DF,Tottenham,30,1989,33,33,2957,32.9,2,2,4,2,0,0,7,0,0.7,0.7,1.3,2.1,11,96,10,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06,Matches,2019-2020,England1,16,4,25.0,0.49,0.12,0.13,0.50,12.6,0,0.05,+1.3,+1.3,1630,2009,81.1,33738,10390,480,531,90.4,924,1021,90.5,216,414,52.2,1.4,+0.7,11,110,13,2,27,0.82,25,0,0,0,1,4,0.12,4,0,0,0,0,0,40,29,24,13,3,11,45.8,13,48,16,31,71,172,2,2349,344,22,2349,0,0.0,1,100.0,1460,1,9,5,1566,0,18,1,9,0,0,1,154,73,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,12,20,10,0,0,0,90,86.5,90,32,0,,5,1.64,53,39,+14,+0.43,+0.43,40.7,45.3,-4.7,-0.14,+0.18
