Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Abner,br BRA,DF,Atl Paranaense,22,1996,4,2,219,2.4,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,9,9,18,0.00,0.41,0.41,0.00,0.41,0.00,0.18,0.18,0.00,0.18,Matches,2019,Brazil,0,0,,0.00,0.00,,,,0,,0.0,0.0,95,122,77.9,1463,525,49,59,83.1,41,49,83.7,3,9,33.3,0.6,+0.6,5,7,5,4,7,2.88,7,0,0,0,0,2,0.82,2,0,0,0,0,0,1,1,1,0,0,1,100.0,0,0,0,4,5,6,0,139,7,2,139,4,80.0,1,20.0,72,2,3,1,75,0,6,0,13,0,0,0,16,5,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,21,0,0,0,55,6.4,91,2,2,19,14,1.25,5,3,+2,+0.82,+0.34,3.0,5.3,-2.4,-0.98,-1.44
2,Abner,br BRA,DF,Atl Paranaense,18,2000,8,6,549,6.1,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,8,15,33,0.00,0.16,0.16,0.00,0.16,0.03,0.05,0.08,0.03,0.08,Matches,2019,Brazil,0,0,,0.00,0.00,,,,0,,0.0,0.0,95,122,77.9,1463,525,49,59,83.1,41,49,83.7,3,9,33.3,0.6,+0.6,5,7,5,4,7,2.88,7,0,0,0,0,2,0.82,2,0,0,0,0,0,1,1,1,0,0,1,100.0,0,0,0,4,5,6,0,139,7,2,139,4,80.0,1,20.0,72,2,3,1,75,0,6,0,13,0,0,0,16,5,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,21,0,0,0,55,6.4,91,2,2,19,14,1.25,5,3,+2,+0.82,+0.34,3.0,5.3,-2.4,-0.98,-1.44
3,Adalberto,br BRA,DF,Fortaleza,31,1987,1,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019,Brazil,0,0,,0.00,0.00,,,,0,,0.0,0.0,13,19,68.4,249,68,3,6,50.0,7,7,100.0,3,6,50.0,0.0,0.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,8,0,29,7,0,29,0,,0,,13,0,0,0,12,0,1,0,0,0,1,0,3,3,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,46,1.3,,0,1,45,13,0.00,0,1,-1,-1.96,-2.01,0.6,1.3,-0.8,-1.50,-1.20
4,Adriano,br BRA,"DF,FW",Atl Paranaense,34,1984,11,7,607,6.7,1,1,2,1,0,0,3,0,0.2,0.2,1.2,1.3,25,49,31,0.15,0.15,0.30,0.15,0.30,0.03,0.17,0.20,0.03,0.20,Matches,2019,Brazil,4,1,25.0,0.59,0.15,0.25,1.00,20.7,0,0.04,+0.8,+0.8,367,487,75.4,6045,2035,186,208,89.4,139,183,76.0,27,64,42.2,1.1,-0.2,8,37,7,4,20,2.97,16,3,1,0,0,3,0.44,2,1,0,0,0,0,13,10,6,7,0,9,64.3,5,5,4,10,23,11,0,540,10,9,540,4,66.7,2,33.3,253,2,5,4,311,0,16,0,44,0,0,0,44,15,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,4,77,4,9,0,,,,0,0,,13,,,,,,,,,,,
5,Luiz Adriano,br BRA,FW,Palmeiras,31,1987,13,11,894,9.9,6,1,7,6,0,0,0,0,4.7,4.7,0.8,5.5,2,10,36,0.60,0.10,0.70,0.60,0.70,0.47,0.08,0.56,0.47,0.56,Matches,2019,Brazil,17,8,47.1,1.71,0.81,0.35,0.75,9.6,0,0.28,+1.3,+1.3,127,161,78.9,1806,222,73,88,83.0,43,53,81.1,6,8,75.0,0.8,+0.2,10,11,2,0,27,2.72,20,2,2,2,0,5,0.50,4,0,1,0,0,0,4,2,1,2,1,0,0.0,4,2,2,2,6,6,0,218,7,36,218,4,66.7,2,33.3,126,0,16,6,168,0,17,6,2,0,0,0,14,24,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,69,26.1,73,4,2,45,0,1.54,17,16,+1,+0.10,-0.90,15.2,12.3,+2.9,+0.29,-0.55
6,Felipe Aguilar,co COL,DF,Santos,26,1993,17,17,1433,15.9,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,2,35,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,2019,Brazil,2,0,0.0,0.13,0.00,0.00,,16.9,0,0.15,-0.3,-0.3,737,832,88.6,14459,4163,224,246,91.1,439,468,93.8,68,97,70.1,0.1,-0.1,2,21,0,0,9,0.57,9,0,0,0,0,2,0.13,2,0,0,0,0,0,25,17,18,7,0,17,73.9,6,28,5,28,53,58,2,990,121,4,990,3,100.0,0,0.0,627,0,9,3,615,0,20,0,1,0,2,0,79,46,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,4,1,0,0,0,84,41.9,84,13,0,,20,2.00,20,15,+5,+0.31,-0.68,25.9,20.4,+5.5,+0.34,-0.42
7,Airton,br BRA,MF,Fluminense,28,1990,11,8,461,5.1,0,0,0,0,0,0,3,1,0.0,0.0,0.2,0.2,1,25,1,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,2019,Brazil,0,0,,0.00,0.00,,,,0,,0.0,0.0,345,373,92.5,4809,1471,204,214,95.3,120,124,96.8,7,13,53.8,0.3,-0.2,5,22,2,0,11,2.14,11,0,0,0,0,0,0.00,0,0,0,0,0,0,10,4,6,3,1,4,28.6,10,3,3,6,16,3,0,407,8,0,407,6,66.7,3,33.3,260,0,5,3,319,0,12,0,1,0,0,0,27,4,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,0,0,0,0,42,13.5,51,0,3,17,16,1.64,4,9,-5,-0.98,-0.88,7.6,9.9,-2.3,-0.45,-0.57
8,Felipe Albuquerque,br BRA,DF,Grêmio,19,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019,Brazil,0,0,,0.00,0.00,,,,0,,0.0,0.0,33,45,73.3,421,194,22,24,91.7,11,15,73.3,0,3,0.0,0.0,0.0,0,1,1,0,2,2.00,2,0,0,0,0,0,0.00,0,0,0,0,0,0,4,1,2,1,1,3,75.0,1,0,0,0,4,8,0,59,6,1,59,0,,0,,16,0,0,0,24,0,1,0,1,0,0,0,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,9,0,0,0,90,2.6,90,1,0,,0,0.00,2,3,-1,-1.00,-1.70,2.4,1.1,+1.4,+1.36,+1.00
9,José Aldo,br BRA,MF,Internacional,20,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches,2019,Brazil,1,0,0.0,10.00,0.00,0.00,,34.1,0,0.03,0.0,0.0,3,5,60.0,53,21,1,1,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,0,,0,2,2,0,2,1,0,11,1,0,11,0,,0,,4,0,1,0,5,0,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,9,0.3,,0,1,8,8,3.00,0,1,-1,-10.00,-10.16,0.0,0.7,-0.6,-6.44,-6.60
10,Alecsandro,br BRA,FW,CSA,37,1981,20,15,1167,13.0,2,0,2,2,0,1,1,0,3.6,2.7,0.2,2.9,7,18,39,0.15,0.00,0.15,0.15,0.15,0.27,0.01,0.29,0.21,0.23,Matches,2019,Brazil,23,8,34.8,1.77,0.62,0.09,0.25,11.6,0,0.12,-1.6,-0.7,147,221,66.5,2071,409,81,112,72.3,44,67,65.7,8,17,47.1,0.2,-0.2,6,12,2,0,16,1.23,11,0,2,1,0,2,0.15,1,0,0,0,1,0,5,4,2,2,1,3,17.6,14,10,5,4,9,12,0,326,14,31,325,7,63.6,4,36.4,150,2,25,7,207,0,18,7,0,0,0,0,38,52,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,1,4,0,0,0,58,34.1,70,4,5,25,4,0.95,7,17,-10,-0.77,+0.19,12.0,20.5,-8.5,-0.66,+0.18
