Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Mohamed Abarhoun,ma MAR,DF,Moreirense,29,1989,14,13,1171,13.0,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,7,47,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches,2018-2019,Portugal,2,1,50.0,0.15,0.08,0.00,0.00,11.8,0,0.05,-0.1,-0.1,452,554,81.6,9845,4516,114,122,93.4,266,290,91.7,69,129,53.5,0.2,-0.1,2,38,3,0,7,0.54,7,0,0,0,0,0,0.00,0,0,0,0,0,0,7,5,7,0,0,4,50.0,4,11,5,11,18,56,0,650,65,7,650,3,75.0,1,25.0,353,1,4,3,378,0,16,1,1,0,1,0,61,14,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,6,2,0,0,0,84,38.3,90,13,1,0,2,2.00,17,15,+2,+0.15,+0.49,15.6,20.7,-5.1,-0.39,-0.06
2,Amir Abedzadeh,ir IRN,GK,Marítimo,25,1993,13,13,1170,13.0,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,2018-2019,Portugal,0,0,,0.00,0.00,,,,0,,0.0,0.0,250,403,62.0,8369,6694,27,28,96.4,108,111,97.3,115,263,43.7,0.0,-0.3,1,6,0,0,4,0.31,3,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,4,0,429,368,0,429,0,,0,,192,1,1,0,107,0,2,0,0,0,2,0,15,6,75.0,16,1.23,55,38,78.2,3,2,8,3,23.1,4,1,0,20.0,1,17.0,0.22,+1.0,+0.08,70,43.8,39.0,66.9,52.2,199,13,6.5,6,0.46,12.6,158,0,0,0,0,0,0,90,38.2,90,13,0,,15,0.85,7,16,-9,-0.69,-0.26,12.8,19.0,-6.2,-0.48,+0.42
3,Vincent Aboubakar,cm CMR,FW,Porto,26,1992,8,6,456,5.1,4,1,5,4,0,0,1,0,4.1,4.1,0.5,4.6,6,10,33,0.79,0.20,0.99,0.79,0.99,0.82,0.10,0.92,0.82,0.92,Matches,2018-2019,Portugal,15,7,46.7,2.96,1.38,0.27,0.57,10.7,0,0.28,-0.1,-0.1,75,113,66.4,995,200,38,54,70.4,23,30,76.7,3,7,42.9,0.3,+0.5,4,6,3,0,13,2.57,9,0,1,0,0,2,0.39,1,0,1,0,0,0,3,1,0,1,2,0,,0,1,1,3,6,5,0,175,4,29,175,2,22.2,6,66.7,114,5,19,13,150,0,6,0,2,0,0,0,18,10,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,57,14.9,72,1,2,12,2,2.63,14,2,+12,+2.37,+0.92,11.8,2.7,+9.1,+1.80,+0.37
4,Danildo Accioly,br BRA,DF,Santa Clara,37,1981,12,10,909,10.1,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.2,0,14,3,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,Matches,2018-2019,Portugal,5,0,0.0,0.50,0.00,0.00,,11.2,0,0.21,-1.0,-1.0,284,351,80.9,5791,2240,81,93,87.1,166,184,90.2,32,68,47.1,0.1,-0.2,2,8,0,0,4,0.40,3,0,0,0,0,0,0.00,0,0,0,0,0,0,6,3,6,0,0,4,50.0,4,12,3,20,26,63,1,463,66,6,463,1,100.0,0,0.0,173,0,4,0,241,0,10,0,0,0,0,0,32,23,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,2,1,0,0,0,76,29.7,86,9,2,27,4,0.83,16,18,-2,-0.20,-0.20,11.2,15.4,-4.2,-0.42,-0.25
5,Yaw Ackah,gh GHA,MF,Boavista,19,1999,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches,2018-2019,Portugal,1,0,0.0,5.00,0.00,0.00,,23.3,0,0.03,0.0,0.0,6,7,85.7,118,38,2,3,66.7,3,3,100.0,1,1,100.0,0.0,0.0,0,0,0,0,2,9.47,0,0,0,1,0,0,0.00,0,0,0,0,0,0,5,2,3,2,0,2,66.7,1,0,0,0,5,0,0,13,2,0,13,2,100.0,0,0.0,3,0,0,0,5,0,1,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,9,0.6,,0,2,8,0,3.00,0,0,0,0.00,+0.18,0.1,0.1,0.0,-0.08,+0.16
6,Marcos Acuña,ar ARG,"DF,MF",Sporting CP,26,1991,30,30,2574,28.6,1,9,10,1,0,0,10,1,1.3,1.3,7.1,8.4,73,159,179,0.03,0.31,0.35,0.03,0.35,0.05,0.25,0.29,0.05,0.29,Matches,2018-2019,Portugal,28,9,32.1,0.98,0.31,0.04,0.11,22.5,0,0.05,-0.3,-0.3,1202,1649,72.9,23755,9103,475,551,86.2,487,632,77.1,202,370,54.6,5.2,+1.9,61,107,38,19,109,3.81,60,39,3,1,3,14,0.49,8,5,0,1,0,0,73,52,35,29,9,24,50.0,24,37,32,41,114,45,1,1991,64,42,1991,36,48.6,38,51.4,1004,8,43,50,1122,1,60,0,197,0,0,0,219,41,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0,28,203,7,53,4,86,84.1,86,24,0,,0,2.30,60,26,+34,+1.19,+0.26,50.6,28.1,+22.5,+0.79,+0.55
7,José Adolfo Valencia,co COL,"FW,MF",Feirense,26,1991,15,10,945,10.5,2,0,2,2,0,0,1,0,2.1,2.1,0.8,2.9,21,17,67,0.19,0.00,0.19,0.19,0.19,0.20,0.07,0.27,0.20,0.27,Matches,2018-2019,Portugal,12,9,75.0,1.14,0.86,0.17,0.22,14.1,0,0.19,-0.1,-0.1,154,229,67.2,2047,520,93,121,76.9,44,64,68.8,6,13,46.2,0.5,-0.8,6,11,4,3,19,1.81,11,0,3,3,0,2,0.19,0,0,1,1,0,0,17,11,8,6,3,2,40.0,3,8,8,4,21,8,0,347,5,31,347,8,44.4,10,55.6,190,11,31,19,242,0,21,13,15,1,0,0,41,33,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,1,3,0,0,0,63,30.9,85,8,5,19,6,0.33,4,18,-14,-1.33,-0.35,8.5,15.3,-6.7,-0.64,+0.10
8,Issam El Adoua,ma MAR,MF,Aves,31,1986,13,13,1139,12.7,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.9,7,51,5,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches,2018-2019,Portugal,8,2,25.0,0.63,0.16,0.00,0.00,18.0,0,0.05,-0.4,-0.4,343,469,73.1,7334,2515,101,125,80.8,163,203,80.3,72,119,60.5,0.3,-0.5,4,47,4,0,16,1.26,15,0,0,0,1,2,0.16,2,0,0,0,0,0,19,14,7,10,2,6,54.5,5,10,5,26,45,23,0,579,35,11,579,1,33.3,2,66.7,217,0,16,8,303,0,13,0,3,0,0,0,68,28,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,8,0,0,0,0,88,37.2,88,11,0,,0,0.85,16,26,-10,-0.79,-0.60,18.0,21.1,-3.0,-0.24,-0.48
9,João Afonso,pt POR,DF,Vitória,28,1990,5,5,450,5.0,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,0,9,0,0.00,0.20,0.20,0.00,0.20,0.00,0.12,0.12,0.00,0.12,Matches,2018-2019,Portugal,0,0,,0.00,0.00,,,,0,,0.0,0.0,224,261,85.8,5110,1874,50,57,87.7,122,130,93.8,49,66,74.2,0.4,+0.4,1,10,0,0,3,0.60,3,0,0,0,0,1,0.20,1,0,0,0,0,0,7,4,6,1,0,4,80.0,1,6,2,10,17,31,0,317,34,4,317,0,,0,,135,0,2,1,208,0,4,0,0,0,0,0,14,10,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,3,0,0,0,0,90,14.7,90,5,0,,1,1.20,8,9,-1,-0.20,-0.65,3.7,4.9,-1.2,-0.24,-0.70
10,Lucas Áfrico,br BRA,DF,Marítimo,23,1995,20,19,1567,17.4,1,0,1,1,0,0,7,1,0.7,0.7,0.5,1.2,5,31,1,0.06,0.00,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07,Matches,2018-2019,Portugal,12,2,16.7,0.69,0.11,0.08,0.50,16.7,2,0.06,+0.3,+0.3,551,710,77.6,11887,4801,135,158,85.4,319,361,88.4,89,166,53.6,0.3,-0.5,5,31,2,0,12,0.69,10,0,0,1,1,0,0.00,0,0,0,0,0,0,26,20,20,6,0,8,66.7,4,29,10,35,61,90,2,913,126,15,913,1,50.0,1,50.0,436,1,7,4,518,0,29,0,3,0,3,0,62,37,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,7,2,0,0,0,78,51.2,80,15,1,45,8,0.95,11,25,-14,-0.80,-0.56,16.3,27.0,-10.7,-0.61,+0.26
