Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Patrick van Aanholt,nl NED,DF,Crystal Palace,29,1990,22,20,1777,19.7,0,1,1,0,0,0,2,0,1.4,1.4,0.7,2.1,38,103,87,0.00,0.05,0.05,0.00,0.05,0.07,0.04,0.11,0.07,0.11,Matches,2020-2021,England1,18,5,27.8,0.91,0.25,0.00,0.00,21.1,3,0.08,-1.4,-1.4,906,1164,77.8,13287,5990,545,613,88.9,284,361,78.7,51,105,48.6,1.7,+0.3,11,71,20,4,30,1.52,27,2,1,0,0,3,0.15,2,1,0,0,0,0,35,22,18,17,0,19,44.2,24,18,12,30,65,40,2,1353,61,37,1353,10,45.5,12,54.5,728,9,24,6,800,0,11,3,40,0,0,0,136,11,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,0,4,159,0,2,0,81,52.0,88,19,2,11,11,1.05,19,36,-17,-0.86,-0.42,17.1,30.9,-13.8,-0.70,-0.13
2,Tammy Abraham,eng ENG,FW,Chelsea,22,1997,22,12,1040,11.6,6,1,7,6,0,0,0,0,5.9,5.9,0.7,6.6,12,11,66,0.52,0.09,0.61,0.52,0.61,0.51,0.06,0.57,0.51,0.57,Matches,2020-2021,England1,32,13,40.6,2.77,1.13,0.19,0.46,10.7,0,0.18,+0.1,+0.1,149,211,70.6,1714,297,85,111,76.6,33,46,71.7,4,8,50.0,0.2,+0.3,9,14,1,0,17,1.47,9,0,2,2,0,2,0.17,1,0,0,0,1,0,7,5,3,3,1,1,14.3,6,6,6,5,12,17,0,358,20,61,358,6,33.3,12,66.7,154,8,33,7,239,0,22,4,6,1,0,0,28,38,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,0,47,30.4,74,7,10,15,8,1.77,23,12,+11,+0.95,+0.54,20.0,8.2,+11.8,+1.02,+0.25
3,Che Adams,sct SCO,FW,Southampton,24,1996,36,30,2667,29.6,9,5,14,9,0,0,1,0,9.8,9.8,5.0,14.8,32,57,149,0.30,0.17,0.47,0.30,0.47,0.33,0.17,0.50,0.33,0.50,Matches,2020-2021,England1,55,31,56.4,1.86,1.05,0.16,0.29,13.8,0,0.18,-0.8,-0.8,431,622,69.3,6240,1416,228,308,74.0,125,162,77.2,34,49,69.4,3.0,0.0,37,35,23,1,68,2.29,50,0,2,9,0,7,0.24,6,0,0,0,1,0,25,16,4,15,6,6,35.3,11,20,18,4,29,19,1,926,24,97,926,28,56.0,22,44.0,516,13,88,44,713,0,30,19,6,0,0,0,84,53,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,3,1,0,0,0,74,78.0,84,16,6,25,0,1.11,39,51,-12,-0.40,+0.67,32.1,37.4,-5.3,-0.18,+0.60
4,Tosin Adarabioyo,eng ENG,DF,Fulham,22,1997,33,33,2953,32.8,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.4,5,75,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,2020-2021,England1,18,5,27.8,0.55,0.15,0.00,0.00,10.5,0,0.06,-1.1,-1.1,1647,1918,85.9,33255,12650,484,551,87.8,949,1008,94.1,196,318,61.6,0.4,-0.3,5,71,5,0,18,0.55,18,0,0,0,0,1,0.03,1,0,0,0,0,0,37,19,30,6,1,19,47.5,21,26,6,42,79,197,2,2272,398,35,2272,11,78.6,3,21.4,1337,0,12,5,1522,0,16,2,2,0,1,1,143,82,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,8,7,0,0,0,89,86.3,89,32,0,,1,0.85,24,41,-17,-0.52,+1.22,35.8,46.2,-10.4,-0.32,+0.01
5,Adrián,es ESP,GK,Liverpool,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,England1,0,0,,0.00,0.00,,,,0,,0.0,0.0,78,100,78.0,1796,1138,24,24,100.0,33,34,97.1,20,40,50.0,0.0,0.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,1,110,99,0,110,0,,0,,52,0,0,0,47,0,0,0,0,0,0,0,2,1,100.0,9,3.00,18,9,50.0,1,1,1,1,33.3,0,0,0,,2,6.8,0.38,-2.2,-0.72,19,31.2,31.3,18.2,21.1,35,0,0.0,6,2.00,17.0,29,0,0,0,0,0,0,90,7.9,90,3,0,,27,1.33,6,9,-3,-1.00,-1.83,7.1,4.6,+2.4,+0.81,+0.17
6,Sergio Agüero,ar ARG,FW,Manchester City,32,1988,12,7,559,6.2,4,1,5,3,1,2,0,0,3.5,1.9,1.2,3.1,12,12,39,0.64,0.16,0.81,0.48,0.64,0.56,0.19,0.75,0.31,0.50,Matches,2020-2021,England1,17,10,58.8,2.74,1.61,0.18,0.30,14.6,0,0.11,+0.5,+1.1,140,173,80.9,1625,219,86,99,86.9,34,38,89.5,2,2,100.0,0.9,-0.2,7,12,5,1,18,2.90,13,0,3,0,1,3,0.48,2,0,1,0,0,0,4,1,0,2,2,2,18.2,9,2,2,2,6,0,0,234,0,45,232,8,61.5,5,38.5,155,3,15,11,191,0,2,1,1,0,0,0,12,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,1,0,0,0,47,16.3,69,2,5,16,7,2.42,11,4,+7,+1.13,-0.26,10.9,4.5,+6.4,+1.03,+0.04
7,Ola Aina,ng NGA,DF,Fulham,23,1996,31,31,2664,29.6,2,1,3,2,0,0,3,0,1.2,1.2,1.5,2.8,63,106,50,0.07,0.03,0.10,0.07,0.10,0.04,0.05,0.09,0.04,0.09,Matches,2020-2021,England1,14,4,28.6,0.47,0.14,0.14,0.50,24.6,1,0.09,+0.8,+0.8,1352,1769,76.4,22797,9159,642,717,89.5,565,704,80.3,112,257,43.6,1.2,-0.5,15,92,15,9,27,0.91,23,3,0,1,0,4,0.14,4,0,0,0,0,0,37,20,22,7,8,21,48.8,22,22,16,45,82,94,2,2052,105,17,2052,21,63.6,12,36.4,1070,5,27,10,1254,0,32,2,52,0,0,0,147,31,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,13,254,0,0,0,86,77.9,86,24,0,,4,0.84,22,36,-14,-0.47,+0.96,30.4,42.0,-11.6,-0.39,-0.33
8,Rayan Aït Nouri,dz ALG,DF,Wolves,19,2001,21,16,1404,15.6,1,1,2,1,0,0,1,0,0.6,0.6,0.6,1.2,47,54,85,0.06,0.06,0.13,0.06,0.13,0.04,0.04,0.08,0.04,0.08,Matches,2020-2021,England1,15,6,40.0,0.96,0.38,0.07,0.17,19.8,0,0.04,+0.4,+0.4,662,805,82.2,9828,2664,362,392,92.3,248,296,83.8,25,57,43.9,0.8,+0.4,14,35,16,6,32,2.05,21,4,6,1,0,1,0.06,1,0,0,0,0,0,29,16,18,10,1,13,48.1,14,14,13,15,44,25,0,996,42,26,996,26,48.1,28,51.9,573,9,30,19,622,0,15,1,61,0,1,0,86,5,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,3,116,1,6,0,67,41.1,83,10,5,15,8,1.00,16,23,-7,-0.45,-0.05,15.1,18.5,-3.5,-0.22,+0.20
9,Semi Ajayi,ng NGA,DF,West Brom,26,1993,33,31,2780,30.9,2,0,2,2,0,0,3,1,1.9,1.9,0.5,2.4,13,73,7,0.06,0.00,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08,Matches,2020-2021,England1,13,4,30.8,0.42,0.13,0.15,0.50,9.8,0,0.15,+0.1,+0.1,719,999,72.0,13941,6401,264,316,83.5,374,460,81.3,76,188,40.4,0.3,-0.5,7,68,4,0,14,0.45,13,0,1,0,0,2,0.06,2,0,0,0,0,0,40,14,34,6,0,23,56.1,18,51,19,42,82,122,2,1325,223,43,1325,10,55.6,8,44.4,536,2,24,5,652,0,28,1,7,0,2,0,161,74,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,10,48,0,0,0,84,81.3,88,30,2,26,4,0.64,31,71,-40,-1.29,-1.15,26.1,58.7,-32.6,-1.06,-1.13
10,Nathan Aké,nl NED,DF,Manchester City,25,1995,10,9,797,8.9,1,0,1,1,0,0,4,0,0.3,0.3,0.0,0.3,12,52,6,0.11,0.00,0.11,0.11,0.11,0.03,0.00,0.03,0.03,0.03,Matches,2020-2021,England1,3,1,33.3,0.34,0.11,0.33,1.00,15.5,0,0.09,+0.7,+0.7,709,763,92.9,11178,3225,348,363,95.9,319,336,94.9,26,35,74.3,0.2,0.0,1,55,2,0,5,0.56,4,0,0,1,0,1,0.11,1,0,0,0,0,0,10,5,3,6,1,3,75.0,1,2,1,9,19,23,0,819,40,6,819,0,0.0,1,100.0,569,0,2,1,658,0,8,0,1,0,1,0,30,24,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,11,0,0,0,80,23.3,86,8,1,20,7,1.70,16,13,+3,+0.34,-1.31,15.6,9.4,+6.2,+0.70,-0.39
