Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,FK,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off
11,Éder Álvarez Balanta,co COL,MF,Club Brugge,28,1993,24,18,1533,17.0,1,1,2,1,0,0,6,1,0.06,0.06,0.12,0.06,0.12,Matches,2021-2022,Belgium,12,3,25.0,0.70,0.18,0.08,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,31,,,,,,,,,,,,,,,,,1,44,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,50.1,75,7,6,31,7,2.03,31,22,+9,+0.53,-1.00
12,Alfons Amade,de GER,MF,Oostende,21,1999,18,13,1107,12.3,2,0,2,2,0,0,8,1,0.16,0.00,0.16,0.16,0.16,Matches,2021-2022,Belgium,10,4,40.0,0.81,0.33,0.20,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,26,,,,,,,,,,,,,,,,,1,20,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,36.2,78,6,5,19,1,1.17,16,20,-4,-0.33,+0.73
13,Selim Amallah,ma MAR,"FW,MF",Standard Liège,24,1996,18,15,1233,13.7,3,0,3,2,1,1,7,0,0.22,0.00,0.22,0.15,0.15,Matches,2021-2022,Belgium,32,11,34.4,2.34,0.80,0.06,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,26,,,,,,,,,,,,,,,,,0,38,2,11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,40.3,73,3,3,48,0,1.21,12,23,-11,-0.80,-0.41
14,Jordi Amat,id IDN,DF,Eupen,29,1992,27,27,2275,25.3,0,2,2,0,0,0,6,2,0.00,0.08,0.08,0.00,0.08,Matches,2021-2022,Belgium,7,1,14.3,0.28,0.04,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,38,,,,,,,,,,,,,,,,,1,21,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,74.3,84,21,0,,0,1.11,32,42,-10,-0.40,+1.21
15,Thierry Ambrose,gp GLP,FW,Oostende,24,1997,32,25,2252,25.0,6,3,9,6,0,0,4,0,0.24,0.12,0.36,0.24,0.36,Matches,2021-2022,Belgium,71,32,45.1,2.84,1.28,0.08,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,6,,,,,,,,,,,,,,,,,0,32,13,36,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,73.6,82,12,7,28,0,1.13,27,45,-18,-0.72,+0.28
16,Mohammed Amine Essahel,ma MAR,MF,Eupen,18,2003,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022,Belgium,1,1,100.0,4.29,4.29,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.7,,0,1,21,0,0.00,0,2,-2,-8.57,-7.92
17,Michael Amir Murillo,pa PAN,DF,Anderlecht,25,1996,29,27,2398,26.6,2,4,6,2,0,0,7,2,0.08,0.15,0.23,0.08,0.23,Matches,2021-2022,Belgium,23,7,30.4,0.86,0.26,0.09,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,39,,,,,,,,,,,,,,,,,0,21,5,49,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,78.4,87,23,2,23,0,1.97,58,27,+31,+1.16,+0.48
18,Francis Amuzu,be BEL,"MF,FW",Anderlecht,21,1999,31,8,1142,12.7,5,3,8,5,0,0,6,0,0.39,0.24,0.63,0.39,0.63,Matches,2021-2022,Belgium,36,16,44.4,2.84,1.26,0.14,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,8,,,,,,,,,,,,,,,,,0,17,5,35,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37.3,75,1,23,23,1,1.76,29,17,+12,+0.95,-0.18
19,Stelios Andreou,cy CYP,DF,Charleroi,19,2002,24,23,2150,23.9,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches,2021-2022,Belgium,3,1,33.3,0.13,0.04,0.33,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,46,,,,,,,,,,,,,,,,,0,12,0,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,70.3,90,22,1,85,8,1.56,41,36,+5,+0.21,-0.19
20,Carlos Apna Embaló,gw GNB,FW,Eupen,26,1994,7,1,131,1.5,1,0,1,1,0,0,1,0,0.69,0.00,0.69,0.69,0.69,Matches,2021-2022,Belgium,7,3,42.9,4.81,2.06,0.14,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,0,3,1,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4.3,65,0,6,11,2,2.00,4,1,+3,+2.06,+2.89
21,Kristian Arnstad,no NOR,MF,Anderlecht,17,2003,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,0,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.5,,0,1,16,0,1.83,0,0,0,0.00,-1.06
22,Gerardo Arteaga,mx MEX,DF,Genk,22,1998,26,24,2203,24.5,0,4,4,0,0,0,4,1,0.00,0.16,0.16,0.00,0.16,Matches,2021-2022,Belgium,13,2,15.4,0.53,0.08,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,42,,,,,,,,,,,,,,,,,0,19,1,55,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,72.0,90,23,2,25,3,1.41,43,39,+4,+0.16,-1.41
23,Majeed Ashimeru,gh GHA,MF,Anderlecht,23,1997,31,10,1124,12.5,3,2,5,3,0,0,4,1,0.24,0.16,0.40,0.24,0.40,Matches,2021-2022,Belgium,15,5,33.3,1.20,0.40,0.20,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,15,,,,,,,,,,,,,,,,,0,17,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36.7,80,3,21,15,1,1.87,30,16,+14,+1.12,+0.10
24,David Atanga,gh GHA,"MF,FW",Oostende,24,1996,18,4,645,7.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022,Belgium,8,1,12.5,1.12,0.14,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,12,,,,,,,,,,,,,,,,,0,12,2,22,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,21.1,89,3,14,21,4,1.06,3,11,-8,-1.12,-0.41
25,Felipe Avenatti,uy URU,FW,Beerschot,28,1993,9,9,778,8.6,1,1,2,1,0,0,3,0,0.12,0.12,0.23,0.12,0.23,Matches,2021-2022,Belgium,16,5,31.3,1.85,0.58,0.06,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,0,15,1,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,25.4,86,7,0,,0,0.78,11,18,-7,-0.81,+0.61
26,Felipe Avenatti,uy URU,FW,Union SG,28,1993,14,0,80,0.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022,Belgium,16,5,31.3,1.85,0.58,0.06,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,0,15,1,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,25.4,86,7,0,,0,0.78,11,18,-7,-0.81,+0.61
27,Muhammed Badamosi,gm GAM,FW,Kortrijk,22,1998,22,14,1199,13.3,1,1,2,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,Matches,2021-2022,Belgium,20,7,35.0,1.50,0.53,0.05,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,0,34,12,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,39.2,72,4,8,24,0,1.36,18,21,-3,-0.23,-0.13
28,Youssouph Badji,sn SEN,FW,Charleroi,19,2001,9,5,547,6.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022,Belgium,10,5,50.0,1.65,0.82,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,4,,,,,,,,,,,,,,,,,0,6,4,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,17.9,84,3,4,32,0,1.27,11,9,+2,+0.33,+0.08
29,Jonas Bager,dk DEN,DF,Union SG,25,1996,26,20,1627,18.1,0,2,2,0,0,0,1,2,0.00,0.11,0.11,0.00,0.11,Matches,2021-2022,Belgium,3,1,33.3,0.17,0.06,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,27,,,,,,,,,,,,,,,,,0,18,0,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,53.2,78,12,6,10,5,2.16,32,16,+16,+0.89,-1.31
30,Michel-Ange Balikwisha,be BEL,"FW,MF",Antwerp,20,2001,26,20,1755,19.5,4,3,7,4,0,0,3,0,0.21,0.15,0.36,0.21,0.36,Matches,2021-2022,Belgium,29,10,34.5,1.49,0.51,0.14,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,15,,,,,,,,,,,,,,,,,0,17,2,43,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,57.4,80,7,6,25,1,1.53,27,24,+3,+0.15,-0.81
31,Nelson Balongo,cd COD,FW,Sint-Truiden,22,1999,10,1,240,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,2021-2022,Belgium,4,2,50.0,1.50,0.75,0.25,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,0,4,1,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,7.8,90,1,9,17,10,1.40,5,5,0,0.00,-0.06
32,Samuel Bastien,cd COD,MF,Standard Liège,24,1996,28,19,1806,20.1,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,2021-2022,Belgium,26,11,42.3,1.30,0.55,0.04,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,16,,,,,,,,,,,,,,,,,0,22,0,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,59.0,84,13,9,24,0,1.11,20,34,-14,-0.70,-0.34
33,Jelle Bataille,be BEL,"DF,MF",Antwerp,22,1999,26,17,1623,18.0,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022,Belgium,5,1,20.0,0.28,0.06,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,31,,,,,,,,,,,,,,,,,0,18,1,54,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,53.0,81,12,9,28,5,1.70,29,25,+4,+0.22,-0.59
34,Sheldon Bateau,tt TRI,DF,Mechelen,30,1991,17,15,1356,15.1,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,2021-2022,Belgium,2,1,50.0,0.13,0.07,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,13,,,,,,,,,,,,,,,,,0,17,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,45.7,90,15,2,3,2,1.76,27,25,+2,+0.13,+0.47
35,Nick Bätzner,de GER,"MF,FW",Oostende,21,2000,30,20,1925,21.4,2,4,6,2,0,0,4,0,0.09,0.19,0.28,0.09,0.28,Matches,2021-2022,Belgium,29,10,34.5,1.36,0.47,0.07,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,19,,,,,,,,,,,,,,,,,0,22,5,25,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,62.9,81,8,10,31,4,1.13,23,36,-13,-0.61,+0.50
36,Robert Bauer,de GER,"DF,MF",Sint-Truiden,26,1995,22,21,1862,20.7,1,0,1,1,0,0,4,1,0.05,0.00,0.05,0.05,0.05,Matches,2021-2022,Belgium,10,2,20.0,0.48,0.10,0.10,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,43,,,,,,,,,,,,,,,,,0,24,1,17,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,60.8,89,18,1,1,0,1.73,28,21,+7,+0.34,+0.71
37,Andreas Beck,de GER,"MF,DF",Eupen,34,1987,31,29,2410,26.8,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,2021-2022,Belgium,12,2,16.7,0.45,0.07,0.08,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,25,,,,,,,,,,,,,,,,,0,23,4,89,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78.8,82,17,2,23,1,1.03,28,45,-17,-0.63,+0.33
38,Chris Bedia,ci CIV,FW,Charleroi,25,1996,9,3,285,3.2,1,0,1,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,Matches,2021-2022,Belgium,7,2,28.6,2.21,0.63,0.14,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,0,,,,,,,,,,,,,,,,,0,11,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9.3,60,0,6,17,2,1.67,6,5,+1,+0.32,+0.06
39,Yassine Ben Hamed,fr FRA,DF,Antwerp,18,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.6,,0,1,18,0,0.00,0,1,-1,-5.00,-5.53
40,Amine Benchaib,ma MAR,MF,Charleroi,23,1998,11,0,129,1.4,0,1,1,0,0,0,0,0,0.00,0.70,0.70,0.00,0.70,Matches,2021-2022,Belgium,2,1,50.0,1.40,0.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4.2,,0,11,12,5,1.09,4,5,-1,-0.70,-1.00
41,Amine Benchaib,ma MAR,MF,Kortrijk,23,1998,5,1,167,1.9,2,0,2,2,0,0,1,0,1.08,0.00,1.08,1.08,1.08,Matches,2021-2022,Belgium,2,1,50.0,1.40,0.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4.2,,0,11,12,5,1.09,4,5,-1,-0.70,-1.00
42,Tsotne Bendianishvili,ge GEO,MF,Kortrijk,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022,Belgium,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,,0,1,1,4,0.00,0,0,0,0.00,+0.15
43,Saido Berahino,bi BDI,"FW,MF",Zulte Waregem,27,1993,4,0,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022,Belgium,2,1,50.0,2.90,1.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,0,,,,,,,,,,,,,,,,,0,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.0,,0,4,16,2,1.25,2,1,+1,+1.45,+2.29
44,Antoine Bernier,be BEL,"MF,FW",R.F.C. Seraing,23,1997,29,23,1869,20.8,1,2,3,1,0,0,3,0,0.05,0.10,0.14,0.05,0.14,Matches,2021-2022,Belgium,23,8,34.8,1.11,0.39,0.04,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,13,,,,,,,,,,,,,,,,,0,31,1,37,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,61.1,75,6,6,23,1,0.83,22,38,-16,-0.77,+0.89
45,Barnabás Bese,hu HUN,MF,OH Leuven,27,1994,5,4,254,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2021-2022,Belgium,3,0,0.0,1.06,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,0,2,2,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8.6,63,0,1,3,0,1.20,2,4,-2,-0.71,-0.41
46,Loïc Bessile,tg TOG,DF,Charleroi,22,1999,17,14,1180,13.1,2,0,2,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,2021-2022,Belgium,15,3,20.0,1.14,0.23,0.13,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,25,,,,,,,,,,,,,,,,,0,13,0,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,38.6,81,10,3,16,8,1.48,21,13,+8,+0.61,+0.56
