Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Ismael Aaneba,fr FRA,DF,Strasbourg,21,1999,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,France,0,0,,0.00,0.00,,,,0,,0.0,0.0,1,1,100.0,38,8,0,0,,0,0,,1,1,100.0,0.0,0.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,3,1,0,3,0,,0,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6,0.3,,0,2,6,18,2.00,0,0,0,0.00,+0.24,0.0,0.2,-0.2,-1.75,-1.81
2,Yunis Abdelhamid,ma MAR,DF,Reims,32,1987,33,33,2889,32.1,3,0,3,3,0,0,4,1,1.9,1.9,0.3,2.2,18,99,3,0.09,0.00,0.09,0.09,0.09,0.06,0.01,0.07,0.06,0.07,Matches,2020-2021,France,15,5,33.3,0.47,0.16,0.20,0.60,10.5,0,0.13,+1.1,+1.1,1506,1762,85.5,30174,12190,427,483,88.4,909,999,91.0,154,238,64.7,0.3,-0.3,4,76,1,0,17,0.53,15,0,0,0,0,0,0.00,0,0,0,0,0,0,59,37,36,23,0,26,61.9,16,34,19,61,120,132,0,2103,230,23,2103,7,43.8,9,56.3,1255,1,14,12,1354,0,37,0,0,0,1,0,200,92,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,11,0,0,0,0,88,84.5,88,32,0,,0,1.18,37,39,-2,-0.06,+0.95,29.1,45.4,-16.2,-0.51,+1.20
3,Mehdi Abeid,dz ALG,MF,Nantes,27,1992,18,15,1320,14.7,0,0,0,0,0,0,5,0,1.0,1.0,0.8,1.8,32,65,16,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,Matches,2020-2021,France,20,0,0.0,1.36,0.00,0.00,,23.9,1,0.05,-1.0,-1.0,605,718,84.3,10646,2928,279,298,93.6,239,266,89.8,70,116,60.3,0.7,-0.8,12,64,7,4,31,2.11,18,5,3,2,2,1,0.07,1,0,0,0,0,0,34,19,16,14,4,15,50.0,15,9,7,20,54,10,0,852,23,10,852,19,70.4,8,29.6,532,3,23,10,561,0,31,1,40,0,0,0,108,13,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,9,5,7,7,0,73,38.6,83,10,3,23,1,0.94,13,23,-10,-0.68,-0.77,16.2,22.8,-6.6,-0.45,-0.54
4,Laurent Abergel,fr FRA,MF,Lorient,27,1993,38,32,2963,32.9,3,1,4,3,0,0,5,0,1.5,1.5,1.7,3.3,32,138,35,0.09,0.03,0.12,0.09,0.12,0.05,0.05,0.10,0.05,0.10,Matches,2020-2021,France,29,10,34.5,0.88,0.30,0.10,0.30,26.8,0,0.05,+1.5,+1.5,1288,1564,82.4,22633,6551,591,661,89.4,524,596,87.9,145,224,64.7,1.4,-0.7,20,115,13,4,59,1.79,45,0,3,4,1,9,0.27,6,0,1,1,1,0,145,84,64,69,12,54,33.3,108,64,58,46,191,12,0,1940,31,12,1940,29,78.4,8,21.6,1075,4,53,44,1288,0,44,0,26,1,0,0,231,9,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,11,7,0,0,0,78,86.6,85,22,6,40,0,1.11,42,53,-11,-0.33,+1.04,41.8,43.0,-1.2,-0.04,+0.52
5,Charles Abi,fr FRA,"FW,MF",Saint-Étienne,20,2000,24,9,912,10.1,3,2,5,3,0,0,1,0,2.1,2.1,0.3,2.4,13,21,48,0.30,0.20,0.49,0.30,0.49,0.21,0.03,0.24,0.21,0.24,Matches,2020-2021,France,19,4,21.1,1.87,0.39,0.16,0.75,12.5,0,0.11,+0.9,+0.9,128,202,63.4,1703,317,81,111,73.0,27,44,61.4,9,17,52.9,0.3,+1.7,6,11,6,0,14,1.38,11,0,2,1,0,3,0.30,2,0,1,0,0,0,8,2,5,0,3,3,25.0,9,6,4,4,12,5,0,320,9,36,320,12,50.0,12,50.0,166,2,33,20,242,0,18,7,3,0,0,0,26,37,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,0,0,0,0,38,26.7,64,1,15,22,2,1.33,16,23,-7,-0.69,-0.51,15.5,16.1,-0.6,-0.06,-0.03
6,Matthis Abline,fr FRA,FW,Rennes,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2020-2021,France,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0.0,0.0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,1,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0.1,,0,1,2,3,3.00,1,0,+1,+45.00,+44.71,0.4,0.0,+0.4,+17.75,+17.50
7,Pape Abou Cissé,sn SEN,DF,Saint-Étienne,24,1995,14,14,1260,14.0,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.5,2,31,1,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.11,0.10,0.11,Matches,2020-2021,France,13,3,23.1,0.93,0.21,0.00,0.00,13.0,0,0.11,-1.4,-1.4,521,681,76.5,11246,4984,159,187,85.0,262,307,85.3,93,169,55.0,0.1,-0.1,3,31,1,0,9,0.64,5,1,0,1,0,0,0.00,0,0,0,0,0,0,15,13,10,5,0,6,60.0,4,7,3,27,42,87,0,858,115,16,858,2,50.0,2,50.0,440,1,9,0,463,0,10,1,1,0,0,0,97,55,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,18,2,0,0,0,90,36.8,90,14,0,,1,1.64,21,18,+3,+0.21,+0.84,20.0,19.6,+0.4,+0.03,+0.10
8,Yacine Adli,fr FRA,MF,Bordeaux,20,2000,35,25,2418,26.9,2,5,7,2,0,0,6,0,1.9,1.9,4.4,6.3,54,188,48,0.07,0.19,0.26,0.07,0.26,0.07,0.16,0.23,0.07,0.23,Matches,2020-2021,France,24,9,37.5,0.89,0.33,0.08,0.22,20.0,1,0.08,+0.1,+0.1,1327,1631,81.4,24310,6907,569,643,88.5,548,642,85.4,167,251,66.5,3.0,+0.6,53,158,20,2,104,3.87,78,10,8,3,3,10,0.37,7,1,0,1,1,0,74,37,30,33,11,35,38.0,57,27,25,39,113,17,2,1920,40,25,1920,50,63.3,29,36.7,1179,10,42,41,1422,0,39,0,53,0,0,0,172,27,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,6,25,6,7,8,0,69,70.7,84,16,10,32,0,1.17,28,47,-19,-0.71,-1.16,30.4,40.4,-9.9,-0.37,-0.24
9,Nayef Aguerd,ma MAR,DF,Rennes,24,1996,35,35,3147,35.0,3,1,4,3,0,0,6,0,3.2,3.2,0.7,4.0,14,136,2,0.09,0.03,0.11,0.09,0.11,0.09,0.02,0.11,0.09,0.11,Matches,2020-2021,France,28,6,21.4,0.80,0.17,0.11,0.50,10.1,0,0.12,-0.2,-0.2,2449,2712,90.3,45688,18953,976,1021,95.6,1198,1282,93.4,251,365,68.8,0.7,+0.3,5,126,1,0,20,0.57,17,0,0,0,0,1,0.03,1,0,0,0,0,0,37,30,28,9,0,21,63.6,12,34,12,47,84,102,0,3016,241,38,3016,9,81.8,2,18.2,1885,1,11,10,2257,0,22,2,1,0,1,0,197,121,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,30,1,0,0,0,90,92.0,90,34,0,,0,1.54,46,36,+10,+0.29,-0.37,41.7,35.0,+6.7,+0.19,-0.79
10,Ruben Aguilar,fr FRA,"DF,MF",Monaco,27,1993,33,27,2225,24.7,1,3,4,1,0,0,6,0,0.9,0.9,4.7,5.6,74,101,231,0.04,0.12,0.16,0.04,0.16,0.03,0.19,0.23,0.03,0.23,Matches,2020-2021,France,8,3,37.5,0.32,0.12,0.13,0.33,11.0,0,0.11,+0.1,+0.1,1265,1568,80.7,19271,5384,721,779,92.6,420,535,78.5,87,166,52.4,5.8,-1.7,41,77,39,21,78,3.15,56,10,2,7,2,7,0.28,4,1,1,0,1,0,63,37,32,21,10,32,61.5,20,30,27,47,110,43,1,1876,53,58,1876,12,41.4,17,58.6,944,4,40,14,1171,0,39,1,118,1,0,0,139,46,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,1,14,167,8,11,0,67,65.1,79,15,6,14,2,1.97,37,30,+7,+0.28,-1.75,38.2,24.8,+13.4,+0.54,-1.02
