Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,PKwon,PKcon,OG,Recov,Won,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,CK,PSxG,PSxG/SoT,PSxG+/-,/90,Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Dead,TB,Sw,TI,In,Out,Str,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
1,Amir Abedzadeh,ir IRN,GK,Marítimo,26,1993,25,25,2250,25.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Portugal,0,0,,0.00,0.00,,,,0,,0.0,0.0,563,864,65.2,17284,13397,77,77,100.0,247,254,97.2,235,526,44.7,0.0,0.0,0,14,0,0,5,0.20,5,0,0,0,0,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14,3,915,808,0,915,0,,0,,438,0,2,0,324,0,0,0,0,0,0,0,36,11,91.7,26,1.04,98,72,75.5,7,10,8,10,40.0,2,1,0,33.3,3,27.6,0.25,+2.6,+0.10,103,43.6,37.8,62.3,48.8,449,29,6.5,27,1.08,12.3,309,0,1,0,0,0,0,90,73.5,90,25,0,,8,1.24,23,26,-3,-0.12,+0.44,25.7,34.2,-8.5,-0.34,+0.01
2,Vincent Aboubakar,cm CMR,FW,Porto,27,1992,5,1,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0,2,7,0.00,0.00,0.00,0.00,0.00,0.24,0.07,0.31,0.24,0.31,Matches,2019-2020,Portugal,2,1,50.0,2.57,1.29,0.00,0.00,9.0,0,0.09,-0.2,-0.2,20,25,80.0,275,32,13,13,100.0,4,8,50.0,1,1,100.0,0.1,-0.1,1,0,1,0,2,2.61,2,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,1,50.0,1,1,1,0,1,0,0,39,1,10,39,1,33.3,2,66.7,23,1,5,4,29,0,2,0,2,0,0,0,2,1,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,14,2.3,37,0,4,8,9,1.00,1,0,+1,+1.29,-0.25,1.5,0.3,+1.3,+1.63,+0.45
3,Elias Abouchabaka,de GER,MF,Vitória,19,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.76,0.76,0.76,Matches,2019-2020,Portugal,1,0,0.0,9.00,0.00,0.00,,8.2,0,0.08,-0.1,-0.1,9,10,90.0,173,48,5,5,100.0,3,3,100.0,1,2,50.0,0.0,0.0,0,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,11,0,1,11,1,100.0,0,0.0,8,0,0,2,9,0,1,0,2,0,0,0,0,2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1,0,1,10,0.3,,0,1,10,4,1.00,0,0,0,0.00,-0.44,0.1,0.0,+0.1,+0.97,+0.46
4,Fábio Abreu,ao ANG,FW,Moreirense,26,1993,34,27,2393,26.6,13,2,15,13,0,0,2,0,12.8,12.8,2.8,15.6,28,40,72,0.49,0.08,0.56,0.49,0.56,0.48,0.11,0.59,0.48,0.59,Matches,2019-2020,Portugal,53,23,43.4,1.99,0.87,0.25,0.57,12.4,0,0.24,+0.2,+0.2,234,361,64.8,3397,659,125,178,70.2,81,126,64.3,12,20,60.0,1.0,-0.8,18,26,5,0,45,1.69,28,0,6,7,0,4,0.15,2,0,1,0,1,0,6,4,1,3,2,1,20.0,4,7,7,4,10,33,0,585,31,75,585,18,58.1,13,41.9,385,11,56,33,466,0,44,6,3,1,0,0,47,98,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3,2,0,0,0,0,70,78.2,85,12,7,14,0,1.26,34,34,0,0.00,+0.27,32.7,44.7,-12.0,-0.45,+0.20
5,Yaw Ackah,gh GHA,MF,Boavista,20,1999,24,21,1900,21.1,0,0,0,0,0,0,13,0,0.3,0.3,0.6,0.9,6,61,9,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,2019-2020,Portugal,8,1,12.5,0.38,0.05,0.00,0.00,28.6,0,0.04,-0.3,-0.3,643,777,82.8,12065,3046,285,327,87.2,267,302,88.4,77,117,65.8,0.6,-0.6,8,51,3,0,24,1.14,21,0,0,1,0,0,0.00,0,0,0,0,0,0,38,29,20,17,1,12,41.4,17,10,8,23,61,20,1,918,31,1,918,13,81.3,3,18.8,400,0,17,19,509,0,39,0,2,0,0,0,152,23,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,20,0,0,0,0,79,62.1,85,13,3,36,6,1.04,15,21,-6,-0.28,+0.10,19.5,25.3,-5.8,-0.28,-0.07
6,Marcos Acuña,ar ARG,"DF,FW",Sporting CP,27,1991,24,23,2013,22.4,2,1,3,2,0,0,9,0,1.6,1.6,3.6,5.2,58,159,164,0.09,0.04,0.13,0.09,0.13,0.07,0.16,0.23,0.07,0.23,Matches,2019-2020,Portugal,17,4,23.5,0.76,0.18,0.12,0.50,21.2,4,0.09,+0.4,+0.4,1210,1592,76.0,24985,9548,432,496,87.1,555,675,82.2,212,377,56.2,4.1,-2.6,45,145,41,15,80,3.58,55,19,5,1,0,7,0.31,5,2,0,0,0,0,49,37,32,11,6,17,43.6,22,20,18,23,72,32,1,1810,46,22,1810,28,60.9,18,39.1,966,8,31,28,1138,0,45,1,167,0,1,0,140,32,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,2,28,167,9,35,2,84,65.8,87,16,1,14,0,1.46,32,27,+5,+0.22,-0.64,32.2,26.6,+5.6,+0.25,-0.39
7,Raphael Aflalo,br BRA,GK,Aves,23,1996,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020,Portugal,0,0,,0.00,0.00,,,,0,,0.0,0.0,85,140,60.7,2856,2119,9,9,100.0,40,40,100.0,36,90,40.0,0.0,0.0,0,4,0,0,1,0.20,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,152,135,0,152,0,,0,,65,0,1,0,34,0,0,0,0,0,0,0,3,3,100.0,10,2.00,24,13,58.3,1,0,4,1,20.0,0,1,0,100.0,1,8.8,0.35,-1.2,-0.24,20,49.5,43.4,61.9,48.0,68,2,2.9,5,1.00,18.1,65,0,0,0,0,0,0,90,14.7,90,5,0,,14,0.60,2,10,-8,-1.60,-0.36,3.5,6.3,-2.9,-0.58,+0.36
8,João Afonso Crispim,br BRA,MF,Gil Vicente FC,24,1995,27,16,1348,15.0,0,2,2,0,0,0,5,2,0.2,0.2,1.4,1.6,14,73,9,0.00,0.13,0.13,0.00,0.13,0.01,0.09,0.11,0.01,0.11,Matches,2019-2020,Portugal,5,1,20.0,0.33,0.07,0.00,0.00,20.5,1,0.04,-0.2,-0.2,497,655,75.9,10055,3105,172,199,86.4,242,300,80.7,75,120,62.5,0.6,+0.6,9,70,6,1,29,1.94,23,3,0,1,2,3,0.20,2,0,0,0,0,1,34,27,11,20,3,13,33.3,26,18,13,23,57,20,0,773,28,4,773,9,90.0,1,10.0,371,2,11,22,456,1,37,1,17,0,0,0,85,36,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,14,2,6,7,0,50,44.1,76,6,11,12,6,1.52,12,20,-8,-0.53,-0.74,15.8,19.9,-4.1,-0.27,-0.33
9,João Afonso,pt POR,DF,Santa Clara,29,1990,33,32,2867,31.9,2,1,3,2,0,0,1,0,3.3,3.3,0.8,4.1,6,59,6,0.06,0.03,0.09,0.06,0.09,0.10,0.03,0.13,0.10,0.13,Matches,2019-2020,Portugal,19,6,31.6,0.60,0.19,0.11,0.33,8.8,0,0.20,-1.3,-1.3,990,1234,80.2,23193,8651,186,219,84.9,606,674,89.9,195,318,61.3,0.8,+0.2,5,52,1,1,19,0.60,11,0,0,3,0,4,0.13,1,0,0,2,1,0,32,21,25,6,1,17,48.6,18,30,10,48,80,171,1,1557,213,35,1557,2,66.7,1,33.3,642,0,10,3,924,0,26,2,4,1,1,0,82,70,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,31,2,0,0,0,87,93.7,89,31,1,17,1,1.30,34,38,-4,-0.13,+0.34,42.7,43.0,-0.4,-0.01,+1.00
10,Mikel Agu,ng NGA,MF,Vitória,26,1993,16,14,1229,13.7,1,2,3,1,0,0,5,0,1.3,1.3,0.3,1.6,5,65,5,0.07,0.15,0.22,0.07,0.22,0.09,0.02,0.12,0.09,0.12,Matches,2019-2020,Portugal,17,3,17.6,1.24,0.22,0.06,0.33,19.8,0,0.08,-0.3,-0.3,458,551,83.1,8108,2207,187,206,90.8,222,260,85.4,37,57,64.9,0.4,+1.7,6,53,5,0,21,1.54,13,0,1,0,5,3,0.22,2,0,0,0,0,1,51,43,16,30,5,18,38.3,29,24,14,34,85,25,0,714,42,14,714,13,86.7,2,13.3,320,1,11,4,372,0,30,0,0,0,1,0,109,27,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,4,1,0,0,0,77,40.2,84,11,2,25,6,1.81,22,13,+9,+0.66,+0.36,22.4,16.6,+5.8,+0.43,-0.14
