,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League
1286,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1287,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1288,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1289,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1290,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1291,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1292,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1293,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1294,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1295,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1296,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1297,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1298,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1299,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1300,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1301,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1302,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1303,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1304,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1305,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1306,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1307,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1308,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1309,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1310,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1311,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1312,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1313,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1314,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1315,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1316,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1317,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1318,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1319,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1320,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1321,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1322,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1323,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1324,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1325,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1326,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1327,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1328,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1329,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1330,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1331,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1332,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1333,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1334,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1335,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1336,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1337,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1338,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1339,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1340,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1341,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1342,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1343,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1344,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1345,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1346,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1347,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1348,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1349,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1350,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1351,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1352,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1353,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1354,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1355,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1356,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1357,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1358,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1359,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1360,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1361,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1362,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1363,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1364,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1365,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1366,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1367,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1368,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1369,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1370,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1371,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1372,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1373,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1374,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1375,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1376,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1377,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1378,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1379,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1380,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1381,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1382,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1383,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1384,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1385,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
1386,41,Donny van de Beek,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.20,0.00,1.20,1.20,1.20,0.57,0.47,1.04,0.57,1.04,Matches,2021-2022,England1
