,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Season,League
383,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
384,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
385,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
386,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
387,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
388,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
389,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
390,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
391,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
392,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
393,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
394,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
395,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
396,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
397,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
398,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
399,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
400,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
401,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
402,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
403,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
404,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
405,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
406,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
407,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
408,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
409,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
410,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
411,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
412,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
413,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
414,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
415,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
416,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
417,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
418,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
419,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
420,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
421,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
422,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
423,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
424,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
425,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
426,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
427,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
428,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
429,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
430,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
431,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
432,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
433,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
434,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
435,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
436,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
437,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
438,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
439,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
440,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
441,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
442,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
443,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
444,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
445,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
446,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
447,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
448,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
449,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
450,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
451,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
452,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
453,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
454,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
455,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
456,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
457,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
458,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
459,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
460,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
461,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
462,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
463,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
464,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
465,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
466,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
467,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
468,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
469,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
470,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
471,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
472,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
473,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
474,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
475,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
476,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
477,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
478,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
479,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
480,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
481,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
482,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
483,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
484,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,2020-2021,England1
